name_as_recorded,role,name_agr,source_authority_uri,instance_of,authorized_label,structured_value
"Sacro Bosco, Joannes de fl. 1230.",author,,,human,Johannes de Sacrobosco,Q433841
"Sacro Bosco, Joannes de, active 1230",author,,,human,Johannes de Sacrobosco,Q433841
"Sacro Bosco, Joannes de, active 1230",author,,http://id.loc.gov/authorities/names/n84006968,human,Johannes de Sacrobosco,Q433841
Sa'di 1210-1292,author,,,human,Saadi,Q170302
Saʻdī,author,سعدى,http://id.loc.gov/authorities/names/n79139394,human,Saadi,Q170302
"Saʻīd ibn Hibat Allāh ibn al-Ḥusayn, 1004-1101",author,"سعيد بن هبة الله بن الحسين, 1004-1101",http://id.loc.gov/authorities/names/n88248346,human,Saʻīd ibn Hibat Allāh ibn al-Ḥusayn,Q116577631
"Saʻūdī, Muḥammad ibn Aḥmad ibn Muḥammad",scribe,سعودي، محمد بن احمد بن محمد,,human,Muḥammad ibn Aḥmad ibn Muḥammad Saʻūdī,Q116192855
"Saffārīnī, Muḥammad ibn Aḥmad, 1702 or 1703-1774",author,,http://id.loc.gov/authorities/names/n85212066,human,Muḥammad ibn Aḥmad al-Saffārīnī,Q12240064
"Sāʻātī, ʻAlī ibn Thaʻlab",former owner,ساعاتي، علي بن ثعلب،,,human,ʻAlī ibn Thaʻlab Sāʻātī al-Baghdādī,Q116578666
"Saint Antoninus, Archbishop of Florence",author,,,human,Antoninus of Florence,Q773822
Saint-Bénigne of Dijon,former owner,,,human,Benignus of Dijon,Q652797
Saint-Benoît-sur-Loire (Abbey),former owner,,,organization,Fleury Abbey,Q956741
Saint-Benoît-sur-Loire (Abbey),former owner,,http://id.loc.gov/authorities/names/n83019607,organization,Fleury Abbey,Q956741
"Saint-Gatien (Cathedral : Tours, France)",former owner,,http://id.loc.gov/authorities/names/no95033685,organization,Tours Cathedral,Q547013
Salçedo,author,,,human,Isobel Salcedo Larralde,Q88850390
"Salamon, Taddea",author,,,human,Taddea Salamon,Q116576428
"Salimbeni, Jacopo d. ca. 1427.",author,,,human,Jacopo da Sanseverino,Q15633639
Sallust,author,,,human,Sallust,Q7170
Sallust 86-34 B.C.,author,,,human,Sallust,Q7170
"Sallust, 86 B.C.-34 B.C",author,,http://id.loc.gov/authorities/names/n79018348,human,Sallust,Q7170
Salomon Trismosin,author,,,human,Salomon Trismosin,Q3470064
"Salutati, Coluccio.",author,,,human,Coluccio Salutati,Q93113
"Salviati, Gianozzo",author,,,human,Gianozzo Salviati,Q116576733
"Salzperg, Joannes",former owner,,,human,Joannes Salzperg,Q116250295
"San Giovanni e Paolo (Church : Venice, Italy)",former owner,,http://id.loc.gov/authorities/names/n85061493,organization,Santi Giovanni e Paolo,Q155225
"San Pietro (Monastery : Savigliano, Italy)",former owner,,,organization,San Pietro Apostolo,Q3671682
"Sandei, Jeronimus de, 15th century",scribe,,,human,Jeronimus de Sandei,Q116575215
Sangalletti family,author,,,organization,Sangalletti family,Q116709324
Santa María de Benevívere (Monastery : Spain),former owner,,,organization,Monastery of Benevívere,Q6898311
Santa Maria delle Grazie,former owner,,,organization,Santa Maria delle Grazie Church,Q244952
"Santillana, Iñigo López de Mendoza marqués de 1398-1458.",author,,,human,"Íñigo López de Mendoza, 1st Marquis of Santillana",Q28779
"Sarfati, Joseph ben Moses, active approximately 1400-1450",author,,,human,Joseph ben Moses Sarfati,Q116577244
"Sarti, Emiliano, 19th century",former owner,,,human,Emiliano Sarti,Q78889577
Sarvajñātman,author,,,human,Sarvajñātman,Q113400090
"Sassoon, David Solomon, 1880-1942",former owner,,,human,David Solomon Sassoon,Q31762617
"Sassoon, David Solomon, 1880-1942",former owner,,http://id.loc.gov/authorities/names/n82055059,human,David Solomon Sassoon,Q31762617
"Savorgnano, Ascanio",author,,,human,Ascanio Savorgnano,Q116577948
"Sayyid Muṣṭafá, active 1849",scribe,سيد مصطفى، active 1849،,,human,Sayyid Muṣṭafá,Q114242502
"Scarella, Stefano",former owner,,,human,Stefano Scarella,Q64752134
"Schennis, Friederich de, 1852-1918",former owner,,,human,Hans Friedrich Emanuel Schennis,Q24701295
"Schiller, Henri",former owner,,,human,Henri Schiller,Q116579075
"Schiller, Johann Michael, 17th century",former owner,,,human,Johann Michael Schiller,Q116578184
"Schindler, Sebastian, 16th century",author,,,human,Sebastian Schindler,Q116579344
"Schlichting, Albert.",author,,,human,Albert Schlichting,Q4525454
"Schmieher, Peter, active 15th century",author,,http://id.loc.gov/authorities/names/n78054730,human,Peter Schmieher,Q55194375
"Schnauss, Cyriakus, 1512-1571",author,,http://id.loc.gov/authorities/names/n92040793,human,Cyriacus Schnauß,Q55133378
"Schoenberg, Lawrence J",former owner,,,human,Lawrence J. Schoenberg,Q107542788
"Schoenberg, Lawrence J",former owner,,http://id.loc.gov/authorities/names/no00004988,human,Lawrence J. Schoenberg,Q107542788
"Schöner, Johann, 1477-1547",author,,,human,Johannes Schöner,Q62770
"Schöner, Johann, 1477-1547",author,,http://id.loc.gov/authorities/names/no97053336,human,Johannes Schöner,Q62770
"Schrick, Michael Puff von ca. 1400-1473.",author,,,human,Michael Puff,Q17124760
"Schultze, Ernst, 1874-1943",former owner,,http://id.loc.gov/authorities/names/n90677352,human,Ernst Schultze,Q15507845
"Schulz, Ernst",former owner,,http://id.loc.gov/authorities/names/n83828461,human,Ernst Schulz,Q94853112
"Schwartz, Hanns",author,,,human,Hanns Schwartz,Q116619667
"Schwarz, Victor",former owner,,http://id.loc.gov/authorities/names/n77011137,human,Victor A. Schwarz,Q116192881
"Schwent, Hans",scribe,,,human,Hans Schwent,Q116619680
Sedulius (Caelius Sedulius),author,,,human,Coelius Sedulius,Q538564
"Sedulius, active 5th century",author,,http://id.loc.gov/authorities/names/n84213550,human,Coelius Sedulius,Q538564
"Segre Amar, Sion, 1910-",former owner,,http://id.loc.gov/authorities/names/n85190908,human,Sion Segre Amar,Q17364129
"Seifrit, active 14th century",author,,http://id.loc.gov/authorities/names/n98033482,human,Seifrit,Q14566774
"Seilern, Oswald, Count, 1900-1967",former owner,,,human,Oswald Carl Friedrich von Seilern und Aspang,Q112126136
"Seilern-Aspang, Oswald, Count, 1900-1967",former owner,,http://id.loc.gov/authorities/names/no2013109522,human,Oswald Carl Friedrich von Seilern und Aspang,Q112126136
"Selim II, Sultan of the Turks, 1524-1574",former owner,,http://id.loc.gov/authorities/names/no2006086884,human,Selim II,Q161872
Seneca,author,,,human,Seneca,Q2054
"Seneca, Lucius Annaeus ca. 4 B. C.-65 A. D.",author,,,human,Seneca,Q2054
"Seneca, Lucius Annaeus ca. 4 B.C.-65 A.D.",author,,,human,Seneca,Q2054
"Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D",author,,http://id.loc.gov/authorities/names/n79004229,human,Seneca,Q2054
"Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.",author,,http://viaf.org/viaf/90637919,human,Seneca,Q2054
"Ser Cicco de Pigolotti, Battista di, of Fermo, Ser",former owner,,,human,Battista di Ser Cicco di Fermo,Q116619715
Servius,author,,,human,Servius,Q355350
Servius 4th cent.,author,,,human,Servius,Q355350
"Sessa, Luis Fernández de Córdoba Cardona y Aragón, duque de, 1582-1645",former owner,,http://id.loc.gov/authorities/names/n88258314,human,Luis Fernández de Córdoba y Aragón,Q97161291
"Sessler, Charles",former owner,,,human,Charles Sessler,Q99399771
"Settala, Ludovico, 1552?-1633",former owner,,http://id.loc.gov/authorities/names/n84805551,human,Ludovico Settala,Q3839144
Sette Comuni,author,,,organization,Federation of the Seven Communities,Q5404684
"Seuse, Heinrich 1295-1366.",author,,,human,Henry Suso,Q303435
"Seuse, Heinrich, 1295-1366",author,,http://id.loc.gov/authorities/names/n50011517,human,Henry Suso,Q303435
Severinus,author,,,human,Severinus,Q199486
Sextus Pompeius Festus,author,,,human,Sextus Pompeius Festus,Q302723
Sextus Pythagoricus,author,,,human,Sextus Empiricus,Q236594
"Sextus, Empiricus",author,,http://id.loc.gov/authorities/names/n50002828,human,Sextus Empiricus,Q236594
"Sforza, Ascanio Maria, 1455-1505",author,,http://id.loc.gov/authorities/names/no2003010876,human,Ascanio Sforza,Q561411
"Sforza, Giovanni, 1466-1515",former owner,,,human,Giovanni Sforza,Q1379775
"Shāfiʻī, Shams al-Dīn",author,شافعي، شمس الدين,,human,Shams al-Dīn Shāfiʻī,Q114242501
"Shāh ʻAlāʼī, Muṣṭafá",former owner,شاه علائى، مصطفى،,http://id.loc.gov/authorities/names/n2021068217,human,Muṣṭafá Shāh ʻAlāʼī,Q116619759
"Shakūrī, Ibrāhīm, active 1698",former owner,شكوري، ابراهيم، active 1698،,,human,Ibrāhīm al-Shakūrī,Q116619748
"Shams al-Dīn ibn ʻAbbās, active 1562",scribe,شمس الدين بن عباس، active 1562,,human,Shams al-Dīn ibn ʻAbbās,Q116579514
"Shanley, J.A",former owner,,,human,J. A. Shanley,Q116192833
Shaykh Ṭāhir,author,شيخ طاهر,,human,Shaykh Ṭāhir,Q116192777
"Shīrāzī, ʻAbd al-Ḥaqq",former owner,شيرازي، عبد الحق,,human,ʻAbd al-Ḥaqq Shīrāzī,Q116192728
"Shīrāzī, ʻInāyat Allāh",former owner,شيرازي، عاناية الله,,human,ʻInāyat Allāh Shīrāzī,Q116619803
Shimshon ben Gavriʼel,scribe,"שמשון בן גביאל, מעתיק",,human,Shimshon ben Gavriʼel,Q116619791
"Shirwānī, Muḥammad al-Amīn ibn Ṣadr al-Dīn, -1626 or 1627",author,شرواني، محمد الامين بن صدر الدين، -1626 أو 1627,,human,Muḥammad al-Amīn ibn Ṣadr al-Dīn Shirwānī,Q114242426
"Shore, Offley Bohun Stovin Fairless, 1863-1922",former owner,,,human,Offley Bohun Stovin Fairless Shore,Q114242408
"Ṣabrī, ʻAbd al-Raḥmān ibn Aḥmad, d. 1726 or 7",author,,,human,ʻAbd al-Raḥmān ibn Aḥmad Ṣabrī,Q114242504
"Ṣābir, Muḥammad, active 1841",former owner,صابر، محمد، active 1841،,,human,Muḥammad Ṣābir,Q116619897
"Ṣāḥibdād, Sayyid ʻImād al-Dīn ibn Sayyid Mubārak",scribe,صاحب‌داد، سيد عماد الدىن بن سيد مبارک,,human,Sayyid ʻImād al-Dīn ibn Sayyid Mubārak Ṣāḥibdād,Q114242503
"Ṣidqī, Khalīl",scribe,صدقي، خليل,,human,Khalīl Ṣidqī,Q114242500
"Ṣūlāqʹzādah, Muṣṭafá",scribe,صولاق‌زادة، مصطفى،,,human,Muṣṭafá Ṣūlāqʹzādah,Q116619919
Śaṅkarācārya,author,,,human,Adi Shankara,Q180967
Sicco Polenton,author,,,human,Sicco Polenton,Q3960051
Sidonius Appolinaris,author,,,human,Sidonius Apollinaris,Q302936
"Sidrac, active 13th century",author,,http://id.loc.gov/authorities/names/n85202474,human,Sidrac,Q116619826
Siena (Italy). Balia,author,,,organization,Balia of Siena,Q116707517
Siena (Italy). Camera della Biccherna,author,,,organization,Biccherna,Q2901610
Siena (Italy). Consilium generale,author,,,organization,Consiglio Generale,Q56323651
Siena (Italy). Council,author,,,organization,Siena,Q2751
Siena (Italy). Governatore,author,,,organization,Stato Nuovo of Siena,Q28671073
Siena (Italy). Mercantia,author,,,organization,Università de' mercanti (Siena),Q116710000
Siena (Italy). Tribunal,author,,,organization,Siena,Q2751
Sigebert of Gembloux (?),author,,,human,Sigebert of Gembloux,Q670819
Sigebert of Gembloux ca. 1030-1112.,author,,,human,Sigebert of Gembloux,Q670819
"Sigismund, Holy Roman Emperor, 1368-1437",author,,http://id.loc.gov/authorities/names/n50058841,human,Sigismund,Q57124
"signature on fols. 1r and 58v, ""De monchaulx"", early sixteenth century (perhaps related to Gilles Moncheaulx, who signed Arras, Bibliothèque municipale, ms 728, in 1565); bound in Ghent by François Duquesne (1830-1902); given to the Lilly Library by Mrs. Thelma Sansberry, 1984.",former owner,,,human,Thelma Sansberry,Q116785053
"Silius Italicus, Tiberius Catius.",author,,,human,Silius Italicus,Q316123
Simeon Monachus.,author,,,human,Symeon of Durham,Q940417
Simon de Cremona,author,,,human,Simon of Cremona,Q16205160
Simon Mepham (Simon Meopham),author,,,human,Simon Mepeham,Q3484377
Simone Fidati da Cascia d. 1348.,author,,,human,Simon of Cascia,Q2384461
Simone Serdini,author,,,human,Simone Serdini,Q27681105
"Singer, Charles, 1876-1960",former owner,,http://id.loc.gov/authorities/names/n79054769,human,Charles Singer,Q367890
"Sir (Robert) Leicester Harmsworth (1870-1937); his sale, Sotheby’s, 15 October 1945, lot 2089; George A. Poole, bought from Lawrence Witten, 1957; acquired by the Lilly Library with the Poole collection in 1958.",former owner,,,human;human;human,Leicester Harmsworth;Laurence Claiborne Witten II;George Amos Poole,Q6519187;Q6500535;Q64683625
Sir Francis Sharp Powell,former owner,,,human,"Sir Francis Powell, 1st Baronet",Q7526723
Sir John Mandeville,author,,,human,John Mandeville,Q24766
"Sir Percival Victor David (1892-1964), of Friar Park, Henley, by 1938; W. E. D. Allen (1901-1973), of Cappagh, Co. Waterford; acquired by the Lilly Library with his collection in 1976.",former owner,,,human;human,"Sir Percival David, 2nd Baronet;William Edward David Allen",Q7528445;Q15491084
Sir Richard Sakevylle,former owner,,,human,Richard Sackville,Q6087831
Sir Thomas Littleton,author,,,human,Thomas de Littleton,Q7795482
Sir Thomas Phillipps (1792-1872) (MS 9292),former owner,,,human,Thomas Phillipps,Q2147709
"Sir Thomas Phillipps (1792-1872), bought with the van Ess library in 1824, his MS 409, with his stencilled crest; his sale, Sotheby’s, 9 June 1910, lot 660, to Edwards; bought by C. L. Ricketts, and acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,human;human,Thomas Phillipps;Coella Lindsay Ricketts,Q2147709;Q116771179
"Sir Thomas Phillipps (1792-1872), his n. 5861",former owner,,,human,Thomas Phillipps,Q2147709
"Sir Thomas Phillipps (1792-1872), his n. 9677",former owner,,,human,Thomas Phillipps,Q2147709
"Sir Thomas Phillipps (1792–1872), bought from Thorpe, his MS 2665; his sale, Sotheby’s, 10 June 1896, lot 1182 (it was at one time in the library of the Duc de Chaulnes), unsold, re-offered 5 June 1899, lot 1107; Alfred Higgins, F.S.A. (d. 1903; bought in May 1903: he died in October), with his signature and booklabel;",former owner,,,human;human,Thomas Phillipps;Alfred Higgins;,Q2147709;Q116809261
"Sir Thomas Phillipps, his MS 9391.",former owner,,,human,Thomas Phillipps,Q2147709
Sir Thomas Smith,author,,,human,Thomas Smith,Q3525572
Sir Thomas Wilford,author,,,human,Sir Thomas Wilford,Q76329039
"Siṭrābī, Yāsīn ibn ʻAbd al-Wahhāb",former owner,سطرابي، ياسين بن عبد الوهاب،,,human,Yāsīn ibn ʻAbd al-Wahhāb al-Siṭrābī,Q116619697
"Six, Jan, 1857-1926",former owner,,http://id.loc.gov/authorities/names/n84186701,human,Jan Six VII,Q1663394
"Sixteenth-century calligraphic signature W: Newmanat end; Ralph Palmer (1684-1752), first earl Verney, of Little Chelsea, near London, with his armorial bookplate and partially-erased inscription Bibliotheca Palmeriana, Londini, 1747 by descent to Sotheby’s, 12 November 1919, lot 187;",former owner,,,human,Ralph Palmer,Q116869249
Sixtus IV,author,,,human,Sixtus IV,Q163514
"Sixtus V, Pope, 1520-1590",author,,http://id.loc.gov/authorities/names/n80049584,human,Sixtus V,Q133350
"Smith, David Eugene, 1860-1944",former owner,,,human,David Eugene Smith,Q1174369
"Smith, Edgar F. 1854-1928",former owner,,,human,Edgar Fahs Smith,Q3047451
"Smith, William fl. 1596.",author,,,human,William Smith,Q8018559
"Smyth, John 1567-1640.",author,,,human,John Smith,Q6258360
"Sneyd, Walter, 1809-1888",former owner,,,human,Walter Sneyd,Q62619661
"Sneyd, Walter, 1809-1888",former owner,,http://id.loc.gov/authorities/names/n90636281,human,Walter Sneyd,Q62619661
Societas Sanctae Annae,author,,,organization,"Society of Saint Anne (Malogoszcz, Poland)",Q116709199
"Soderini, Francesco, 1453-1524",author,,http://id.loc.gov/authorities/names/n92089577,human,Francesco Soderini,Q2420669
"Sohoni, Pushkar",former owner,,,human,Pushkar Sohoni,Q42666530
"Sold by Leo S. Olschki (Florence), 1907",former owner,,,organization,Leo S. Olschki Editore,Q3229594
Solinus,author,,,human,Gaius Julius Solinus,Q520487
"Solinus, C. Julius 3rd cent?",author,,,human,Gaius Julius Solinus,Q520487
"Somerset, Charles Seymour, Duke of, 1662-1748",former owner,,http://id.loc.gov/authorities/names/n85311388,human,"Charles Seymour, 6th Duke of Somerset",Q1066062
"Soranzo, Giacomo, 1686-1761",former owner,,http://id.loc.gov/authorities/names/no2014076087,human,Giacomo Soranzo,Q110215161
"Sotheby, John, -1807",former owner,,http://id.loc.gov/authorities/names/nr2007004070,human,John Sotheby,Q6258515
"Southeby's, 28 May 1934, lot 100, and then Dawson of Los Angeles?; Otto F. Ege (1888-1951); acquired (as gift from class of 1936?) by Rutgers' Douglass Library; transfer in 1997. Earlier call number (Douglass Library): ND3395.T2. Related leaf: Columbia University, Rare Book and Manuscript Library Med/Ren Frag. 4.",former owner,,,human;organization,Otto Ege;Dawson's Book Shop,Q7109575;Q55609180
"Sowerbutts, Richard",scribe,,,human,Richard Sowerbutts,Q114242499
Sozomenus of Pistoia 1387-1458.,author,,,human,Zomino da Pistoia,Q21545952
Spain. Chancillería de Granada,author,,http://id.loc.gov/authorities/names/n85049293,organization,Royal Chancellery of Granada,Q1095017
Spain. Sovereign (1516-1556 : Charles I),author,,,organization,Spain,Q29
Spain. Sovereign (1516-1556 : Charles I),author,,http://id.loc.gov/authorities/names/n81018839,organization,Spain,Q29
Spain. Sovereign (1556-1598 : Philip II),author,,,organization,Spain,Q29
Spain. Sovereign (1556-1598 : Philip II),author,,http://id.loc.gov/authorities/names/n84012773,organization,Spain,Q29
Spanish Forger,author,,http://id.loc.gov/authorities/names/nr2001001716,human,Spanish Forger,Q3222703
"Speciano, Cesare.",author,,,human,Cesare Speciano,Q3665544
"Speidell, John, active 1600-1634",author,,http://id.loc.gov/authorities/names/n85355592,human,John Speidell,Q15984704
"Spenser, Edmund 1552?-1599.",author,,,human,Edmund Spenser,Q4352055
"Speyr Passavant, J. H. de",former owner,,,human,Johann Heinrich von Speyr-Passavant,Q116619851
"Spezzani, Alfonso",author,,,human,Alfonso Spezzani,Q116619856
"Spirito, Lorenzo, -1496",author,,http://id.loc.gov/authorities/names/n86022428,human,Lorenzo Spirito Gualtieri,Q3837084
"St. Audries, Alexander Fuller-Acland-Hood, Baron, 1853-1917",former owner,,,human,"Alexander Fuller-Acland-Hood, 1st Baron St Audries",Q4718909
"St. George, Henry, 1581-1644",former owner,,,human,Henry St George,Q5728579
"Stafileo, Giovanni, 1472-1528",author,,http://id.loc.gov/authorities/names/n93011774,human,Giovanni Stafileo,Q12633264
"Stanitz, John D",former owner,,,human,John D. Stanitz,Q114242546
"Stanitz, John D",former owner,,http://id.loc.gov/authorities/names/no89002502,human,John D. Stanitz,Q114242546
Statius,author,,,human,Publius Papinius Statius,Q243203
"Statius, P. Papinius (Publius Papinius)",author,,,human,Publius Papinius Statius,Q243203
Stefano Tegliacci,author,,,human,Stefan Teglatije,Q64779125
"Stefano, Bartolomeo di",author,,,human,Bartolomeo di Stefano,Q108446077
"Stefonio, Bernardino, 1560-1620",author,,http://id.loc.gov/authorities/names/nb99002273,human,Bernardino Stefonio,Q59527928
"Stegmüller, Heinrich",author,,,human,Heinrich Stegmüller,Q1598934
"Steitz, Georg Eduard, 1810-1879",former owner,,http://id.loc.gov/authorities/names/no2014137364,human,Georg Eduard Steitz,Q17123313
Stephanus Hugoneti,author,,,human,Stephanus Hugoneti,Q116619871
Stephanus Marcilleti,author,,,human,Stefano Marcilleti,Q41616923
Stephen Langton,author,,,human,Stephen Langton,Q465329
Stephen Langton (Stephanus Langton),author,,,human,Stephen Langton,Q465329
Stephen Whitney Phoenix (1839-1881).,former owner,,,human,S. Whitney Phoenix,Q94355904
"Stewart, Henry Clark",former owner,,,human,Henry Clark Stewart,Q116250300
"Stewart, J. A. 1846-1933",former owner,,http://id.loc.gov/authorities/names/n50022650,human,John Alexander Stewart,Q6218634
Stift Admont,former owner,,http://id.loc.gov/authorities/names/n78076380,organization,Admont Abbey,Q667615
"Stonor, Thomas, third Lord Camoys",former owner,,,human,"Thomas Stonor, 3rd Baron Camoys",Q7794220
"Strœhlin, Ernest, 1844-1907",former owner,,http://id.loc.gov/authorities/names/no93038593,human,Ernest Stroehlin,Q53021555
Strabo,author,,,human,Strabo,Q45936
"Strong, George Templeton, 1820-1875",former owner,,http://id.loc.gov/authorities/names/n50010502,human,George Templeton Strong,Q339946
"Stuart, Bérault seigneur d'Aubigny ca. 1452-1508.",author,,,human,"Bernard Stewart, 4th Lord of Aubigny",Q2747051
"Stuart, William, 1798-1874",former owner,,,human,William Stuart,Q8018938
"Sucher, Hermann",former owner,,,human,Hermann Suchier,Q109415
"Suchier, Hermann, 1848-1914",former owner,,http://id.loc.gov/authorities/names/nr97017881,human,Hermann Suchier,Q109415
Suetonius,author,,,human,Suetonius,Q10133
Suetonius (Gaius Suetonius Tranquillus),author,,,human,Suetonius,Q10133
Suetonius ca. 69-ca. 122.,author,,,human,Suetonius,Q10133
"Suetonius, approximately 69-approximately 122",author,,http://id.loc.gov/authorities/names/n50053072,human,Suetonius,Q10133
Sulaymān ibn Yūsuf ibn Sulaymān,scribe,سليمان بن يوسف بن سليمان,,human,Sulaymān ibn Yūsuf ibn Sulaymān,Q114242547
Sulpicius Severus,author,,,human,Sulpicius Severus,Q336704
"Sulpitius Verulanus, Joannes 15th cent.",author,,,human,Giovanni Sulpizio da Veroli,Q5563993
"Sulzberger, Mayer, 1843-1923",former owner,,http://id.loc.gov/authorities/names/n85830512,human,Mayer Sulzberger,Q6797076
"Sumner, Charles, 1811-1874",former owner,,,human,Charles Sumner,Q1066198
"Sunbulī, Muḥammad Darvīsh Nūr al-Dīn, active 1862",former owner,سنبلى، محمد درويش نور الدين، active 1862,,human,Muḥammad Darvīsh Nūr al-Dīn Sunbulī,Q114242498
"Sunbulī, Muḥammad Darvīsh Nūr al-Dīn, active 1862",former owner,سنبلي، محمد درويش نور الدين، active 1862,,human,Muḥammad Darvīsh Nūr al-Dīn Sunbulī,Q114242498
"Suriano, Michele fl. 1558-1573.",author,,,human,Michele Suriano,Q82948837
Surkhāb,author,سرخاب,,human,Surkhāb,Q114242497
"Survived as part of a binding with title ""Bulle unionis fratrum minorum""; acquired in 2000 from H.P. Kraus.",former owner,,,organization,H. P. Kraus (firm),Q113864096
"Survived as part of a binding; ""From Drew Theological. Seminary, March 31--1893."" Earlier call number: Ac. 3660.",former owner,,,organization,Drew Theological School,Q93290445
Survived as part of a binding; acquired from H.P. Kraus by Karl F. Morrison (b. 1936); his gift in 2003.,former owner,,,organization;human,H. P. Kraus (firm);Karl F. Morrison,Q113864096;Q16199265
Survived as part of a binding; acquired in 2000 from H.P. Kraus,former owner,,,organization,H. P. Kraus (firm),Q113864096
Survived as part of a binding; acquired in 2000 from H.P. Kraus.,former owner,,,organization,H. P. Kraus (firm),Q113864096
"Sutherland, George Granville Leveson-Gower, Duke of, 1758-1833",former owner,,,human,"George Leveson-Gower, 1st Duke of Sutherland",Q332722
"Suyūṭī, 1445-1505",author,,http://id.loc.gov/authorities/names/n80081636,human,Jalal al-Din al-Suyuti,Q468432
Swarthmore College,former owner,,,organization,Swarthmore College,Q1378320
"Syddell, Edward",former owner,,,human,Edward Syddell,Q116619878
"Syddell, Thomas",former owner,,,human,Thomas Syddell,Q116619885
"Sylvester II, Pope, approximately 945-1003",author,,http://id.loc.gov/authorities/names/n50053288,human,Sylvester II,Q172383
"Sylvester II, Pope, ca. 945-1003",author,,,human,Sylvester II,Q172383
T. Harrison Garrett (d. 1888).,former owner,,,human,Thomas Harrison Garrett,Q73896539
Tacitus,author,,,human,Tacitus,Q2161
"Tacitus, Cornelius.",author,,,human,Tacitus,Q2161
"Täxer, Wolfgang, 16th century",former owner,,,human,Wolfgang Täxer,Q116619941
"Tancredius, Ptolemaeus",author,,,human,Ptolemaeus Tancredius,Q116619924
Tancredus Bononiensis,author,,,human,Tancred of Bologna,Q2392869
"Tansillo, Luigi, 1510-1568",author,,http://id.loc.gov/authorities/names/n80128550,human,Luigi Tansillo,Q707853
"Taparelli, Domenico",author,,,human,Domenico Taparelli,Q116250305
"Tardif, Guillaume, 1440-",author,,http://id.loc.gov/authorities/names/nr88003678,human,Guillaume Tardif,Q15966959
"Tardif, Guillaume, b. 1440",author,,,human,Guillaume Tardif,Q15966959
Tartaleoni family,author,,,organization,Tartaleoni family,Q116709427
"Tassel, Pierre",former owner,,,human,Pierre Tassel,Q116619928
"Tatavī, Muḥammad Fāz̤il ibn Abū al-Faz̤l, active 1698",scribe,تتوى، محمد فاضل بن ابو الفضل، active 1698،,,human,Muḥammad Fāz̤il ibn Abū al-Faz̤l Tatavī,Q114242496
Terence,author,,,human,Terence,Q172048
Terence,author,,http://id.loc.gov/authorities/names/n79066715,human,Terence,Q172048
Terence.,author,,,human,Terence,Q172048
"Testa, Giovanni di Urbano Piccolomini del",author,,,human,Giovanni di Urbano Piccolomini del Testa,Q116619969
Teutonic Knights,author,,http://id.loc.gov/authorities/names/n50068830,human,knight of the Teutonic Order,Q96651577
Thaddeus de Parma,author,,,human,Thaddeus of Parma,Q2408399
"the abate Luigi Celotti (c. 1768-c. 1846), of Venice;Celotti sale, Sotheby’s, 14 March 1825, lot 51; shelved as' VI. H.e.6', Prince Augustus Frederick, duke of Sussex (1773-1843), with his bookplate; his sale, Evans, 31 July 1844, lot 109; probably Edward Stanley (1799-1869), fourteenth earl of Derby, Prime Minister, with the Derby bookplate, and by descent to the eighteenth earl (1918-1994);",former owner,,,human;human;human;human,"Luigi Celotti;Prince Augustus Frederick, Duke of Sussex;Edward Smith-Stanley, 14th Earl of Derby;John Stanley, 18th Earl of Derby",Q113774991;Q375467;Q237829;Q5345407
"the abbey was suppressed in 1789 and the monks finally left in 1797; at least 34 manuscripts from Cambron were bought c. 1823 from P. J. De Mat (d. 1828), bookseller in Brussels, by Sir Thomas Phillipps (1792-1872), his MSS 333-62 and 4765-68, together with an unknown number of fragments;",former owner,,,human;human,P. J. De Mat;Thomas Phillipps,Q79406248;Q2147709
"The arms on fol. 1r are flanked by the initials ‘A’ and ‘M’, similar to but not precisely identical with those of Marin, of Genoa, and Marini, of Naples; Payne and Foss, their cat. May 1825, no. 83; Sir Thomas Phillipps (1792-1872), bought from Payne, his MS 4194;",former owner,,,human,Thomas Phillipps,Q2147709
"the Benedictine abbey of Seitenstetten, Lower Austria (founded 1112, still functioning); sold by the monks in about 1926, probably to Jacques Rosenthal of Munich, and taken apart, the leaves with miniatures being dispersed by Maggs; this leaf, Maggs cat. 512 (1928), no. 291; C. L. Ricketts; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,organization;organization;human,Seitenstetten Abbey;Jacques Rosenthal;Coella Lindsay Ricketts,Q385745;Q114667678;Q116771179
"The Cistercian abbey of Hautecombe, diocese of Geneva, suppressed in 1792; acquired in or after 1796 by Giacinto della Torre, P.S.A. (1747-1814), canon and later archbishop of Turin 1805-14, who gave it to the biblioteca del Semainario metropolitano, Turin, the library was dispersed c. 1954;",former owner,,,organization;human,Hautecombe Abbey;Giacinto della Torre,Q63524;Q3105018
"The dean of Lu""kirch; Carthusians of Buxheim (cf. note on f. i verso), with ""N. 175"" in ink on f. 1 and on the spine; ""386"" also on the spine; Hugo, Graf von Waldbott-Basenheim (Munich, 20 Sept. 1883, lot 2616); Adolph Sutro (1830-1898), mayor of S. F.",former owner,,,human;organization;human;human,Dean of Lukirch;Buxheim Charterhouse;Hugo Philipp Waldbott-Bassenheim;Adolph Sutro,Q116523957;Q460224;Q1682028;Q214461
