genre_as_recorded,vocab,source_authority_uri,authorized_label,structured_value,ds_qid
Manuscripts--Sri Lanka--20th century,lcsh,,Manuscripts;Sri Lanka;Twentieth century,http://id.worldcat.org/fast/1424060;http://id.worldcat.org/fast/1208730;http://id.worldcat.org/fast/1159810,Q331;Q27425;Q5942
Manuscripts--Switzerland--17th century,aat,,manuscripts (documents);Switzerland;Seventeenth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1205401;http://id.worldcat.org/fast/1113663,Q10789;Q4281;Q2771
Manuscripts--Syria--16th century,aat,,manuscripts (documents);Syria;Sixteenth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1208757;http://id.worldcat.org/fast/1119851,Q10789;Q11447;Q335
Manuscripts--Thailand,aat,,manuscripts (documents);Thailand,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1205310,Q10789;Q26903
Manuscripts--Thailand--18th century,lcsh,,Manuscripts;Thailand;Eighteenth century,http://id.worldcat.org/fast/1424060;http://id.worldcat.org/fast/1205310;http://id.worldcat.org/fast/904058,Q331;Q26903;Q3024
Manuscripts--Thailand--19th century,lcsh,,Manuscripts;Thailand;Nineteenth century,http://id.worldcat.org/fast/1424060;http://id.worldcat.org/fast/1205310;http://id.worldcat.org/fast/1037841,Q331;Q26903;Q3538
Manuscripts--Turkey--16th century,aat,,manuscripts (documents);Turkey;Sixteenth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1208963;http://id.worldcat.org/fast/1119851,Q10789;Q4294;Q335
Manuscript waste,rbbin,,Manuscript waste,http://id.loc.gov/vocabulary/rbmscv/cv01568,Q5892
Manuscript waste,rbmscv,,Manuscript waste,http://id.loc.gov/vocabulary/rbmscv/cv01568,Q5892
Manuscript waste (Binding,rbbin,,Manuscript waste,http://id.loc.gov/vocabulary/rbmscv/cv01568,Q5892
Manuscript waste (Binding),rbbin,,Manuscript waste,http://id.loc.gov/vocabulary/rbmscv/cv01568,Q5892
Manuscript waste (Binding),rbgenr,,Manuscript waste,http://id.loc.gov/vocabulary/rbmscv/cv01568,Q5892
Manuscript waste (Binding)--12th century,rbbin,,Manuscript waste;Twelfth century,http://id.loc.gov/vocabulary/rbmscv/cv01568;http://id.worldcat.org/fast/1159791,Q5892;Q304
Manuscript waste (Binding)--13th century,rbbin,,Manuscript waste;Thirteenth century,http://id.loc.gov/vocabulary/rbmscv/cv01568;http://id.worldcat.org/fast/1150138,Q5892;Q245
Manuscript waste (Binding)--14th century,rbbin,,Manuscript waste;Fourteenth century,http://id.loc.gov/vocabulary/rbmscv/cv01568;http://id.worldcat.org/fast/933420,Q5892;Q295
Manuscript waste (Binding)--15th century,rbbin,,Manuscript waste;Fifteenth century,http://id.loc.gov/vocabulary/rbmscv/cv01568;http://id.worldcat.org/fast/923962,Q5892;Q154
Manuscript waste (Binding)--15th century,,,Manuscript waste;Fifteenth century,http://id.loc.gov/vocabulary/rbmscv/cv01568;http://id.worldcat.org/fast/923962,Q5892;Q154
Manuscript waste (Binding)--16th century,aat,,Manuscript waste;Sixteenth century,http://id.loc.gov/vocabulary/rbmscv/cv01568;http://id.worldcat.org/fast/1119851,Q5892;Q335
Manuscript waste (Binding)--16th century,rbbin,,Manuscript waste;Sixteenth century,http://id.loc.gov/vocabulary/rbmscv/cv01568;http://id.worldcat.org/fast/1119851,Q5892;Q335
Manuscript waste (Binding)--Austria--9th century,rbbin,,Manuscript waste;Austria;Ninth century,http://id.loc.gov/vocabulary/rbmscv/cv01568;http://id.worldcat.org/fast/1204901;http://id.worldcat.org/fast/1037854,Q5892;Q2798;Q329
Manuscript waste (Binding)--England--15th century,rbbin,,Manuscript waste;England;Fifteenth century,http://id.loc.gov/vocabulary/rbmscv/cv01568;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/923962,Q5892;Q320;Q154
Manuscript waste (Binding)--England--16th century,rbbin,,Manuscript waste;England;Sixteenth century,http://id.loc.gov/vocabulary/rbmscv/cv01568;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/1119851,Q5892;Q320;Q335
Manuscript waste (Binding)--France--9th century,rbbin,,Manuscript waste;France;Ninth century,http://id.loc.gov/vocabulary/rbmscv/cv01568;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/1037854,Q5892;Q152;Q329
Manuscript waste (Binding)--Germany,rbbin,,Manuscript waste;Germany,http://id.loc.gov/vocabulary/rbmscv/cv01568;http://id.worldcat.org/fast/1210272,Q5892;Q3032
Manuscript waste (Binding)--Italy--13th century,rbbin,,Manuscript waste;Italy;Thirteenth century,http://id.loc.gov/vocabulary/rbmscv/cv01568;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1150138,Q5892;Q249;Q245
Manuscript waste (Bindings),rbbin,,Manuscript waste,http://id.loc.gov/vocabulary/rbmscv/cv01568,Q5892
Maps,aat,,maps (documents),http://vocab.getty.edu/aat/300028094,Q290
Maps,fast,(OCoLC)fst01423704,Maps,http://id.worldcat.org/fast/1423704,Q12688
Maps,fast,,Maps,http://id.worldcat.org/fast/1423704,Q12688
Maps,lcgft,,Maps,http://id.worldcat.org/fast/1423704,Q12688
Maps,lcgft,http://id.loc.gov/authorities/genreForms/gf2011026387,Maps,http://id.worldcat.org/fast/1423704,Q12688
Maps (documents),aat,,maps (documents),http://vocab.getty.edu/aat/300028094,Q290
Maps (documents)--16th century,aat,,maps (documents);Sixteenth century,http://vocab.getty.edu/aat/300028094;http://id.worldcat.org/fast/1119851,Q290;Q335
Maps (documents)--Italy--16th century,aat,,maps (documents);Italy;Sixteenth century,http://vocab.getty.edu/aat/300028094;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1119851,Q290;Q249;Q335
Maps--14th century,rbgenr,,Maps;Fourteenth century,http://id.loc.gov/vocabulary/rbmscv/cv01570;http://id.worldcat.org/fast/933420,Q38501;Q295
Maps--France--17th century,gmgpc,,Maps;France;Seventeenth century,http://id.worldcat.org/fast/1423704;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/1113663,Q12688;Q152;Q2771
Maps--Italy--16th century,rbgenr,,Maps;Italy;Sixteenth century,http://id.loc.gov/vocabulary/rbmscv/cv01570;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1119851,Q38501;Q249;Q335
Maps--Italy--17th century,aat,,maps (documents);Italy;Seventeenth century,http://vocab.getty.edu/aat/300028094;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1113663,Q290;Q249;Q2771
Maps--Mediterranean Region--17th century,aat,,maps (documents);Mediterranean Region;Seventeenth century,http://vocab.getty.edu/aat/300028094;http://id.worldcat.org/fast/1239752;http://id.worldcat.org/fast/1113663,Q290;Q3646;Q2771
Maps--Mediterranean Sea--17th century,aat,,maps (documents);Mediterranean Sea;Seventeenth century,http://vocab.getty.edu/aat/300028094;http://id.worldcat.org/fast/1239753;http://id.worldcat.org/fast/1113663,Q290;Q8000;Q2771
Marbled calf bindings (Binding),rbbin,,Marbled calf bindings,http://id.loc.gov/vocabulary/rbmscv/cv00594,Q16262
Marbled paper bindings (Binding),rbbin,,Marbled paper bindings,http://id.loc.gov/vocabulary/rbmscv/cv00496,Q5818
Marginalia,rbmscv,,Marginalia,http://id.loc.gov/vocabulary/rbmscv/cv00255,Q16344
marginalia (annotations),aat,,marginalia (annotations),http://vocab.getty.edu/aat/300026102,Q3077
Marginalia (annotations),aat,,marginalia (annotations),http://vocab.getty.edu/aat/300026102,Q3077
Marginalia (annotations),aat,http://vocab.getty.edu/aat/300026102,marginalia (annotations),http://vocab.getty.edu/aat/300026102,Q3077
Marginalia (annotations)--13th century,aat,,marginalia (annotations);Thirteenth century,http://vocab.getty.edu/aat/300026102;http://id.worldcat.org/fast/1150138,Q3077;Q245
Marginalia (annotations)--14th century,aat,,marginalia (annotations);Fourteenth century,http://vocab.getty.edu/aat/300026102;http://id.worldcat.org/fast/933420,Q3077;Q295
Marginalia (annotations)--15th century,aat,,marginalia (annotations);Fifteenth century,http://vocab.getty.edu/aat/300026102;http://id.worldcat.org/fast/923962,Q3077;Q154
Marginalia (annotations)--16th century,aat,,marginalia (annotations);Sixteenth century,http://vocab.getty.edu/aat/300026102;http://id.worldcat.org/fast/1119851,Q3077;Q335
Marginalia (annotations)--17th century,aat,,marginalia (annotations);Seventeenth century,http://vocab.getty.edu/aat/300026102;http://id.worldcat.org/fast/1113663,Q3077;Q2771
Marginalia (annotations)--England--14th century,aat,,marginalia (annotations);England;Fourteenth century,http://vocab.getty.edu/aat/300026102;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/933420,Q3077;Q320;Q295
Marginalia (annotations)--England--15th century,aat,,marginalia (annotations);England;Fifteenth century,http://vocab.getty.edu/aat/300026102;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/923962,Q3077;Q320;Q154
Marginalia (annotations)--France--13th century,aat,,marginalia (annotations);France;Thirteenth century,http://vocab.getty.edu/aat/300026102;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/1150138,Q3077;Q152;Q245
Marginalia (annotations)--Spain--16th century,aat,,marginalia (annotations);Spain;Sixteenth century,http://vocab.getty.edu/aat/300026102;http://id.worldcat.org/fast/1204303;http://id.worldcat.org/fast/1119851,Q3077;Q343;Q335
Marginalia (Provenance),rbprov,,Marginalia,http://id.loc.gov/vocabulary/rbmscv/cv00255,Q16344
Marginal illustrations,aat,,marginal illustrations,http://vocab.getty.edu/aat/300200658,Q11498
Marginal illustrations--France--15th century,aat,,marginal illustrations;France;Fifteenth century,http://vocab.getty.edu/aat/300200658;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/923962,Q11498;Q152;Q154
Marriage certificates,aat,,marriage certificates,http://vocab.getty.edu/aat/300027418,Q4316
Marriage licenses--Italy--16th century,aat,,marriage licenses;Italy;Sixteenth century,http://vocab.getty.edu/aat/300027420;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1119851,Q42580;Q249;Q335
Martyrologies,aat,http://vocab.getty.edu/aat/300026471,martyrologies,http://vocab.getty.edu/aat/300026471,Q38502
Martyrologies--Germany--15th century,aat,,martyrologies;Germany;Fifteenth century,http://vocab.getty.edu/aat/300026471;http://id.worldcat.org/fast/1210272;http://id.worldcat.org/fast/923962,Q38502;Q3032;Q154
Maxims,aat,,maxims,http://vocab.getty.edu/aat/300264591,Q7785
medical,ds-genre,,medicine (discipline),http://vocab.getty.edu/aat/300054518,Q42420
medical / scholastic / academic,ds-genre,,medicine (discipline);scholasticism;academia (learning concept),http://vocab.getty.edu/aat/300054518;http://vocab.getty.edu/aat/300055974;http://vocab.getty.edu/aat/300266107,Q42420;Q42401;Q42425
Medical formularies--Germany--16th century,rbgenr,,Medical formularies;Germany;Sixteenth century,http://id.loc.gov/vocabulary/rbmscv/cv01580;http://id.worldcat.org/fast/1210272;http://id.worldcat.org/fast/1119851,Q42574;Q3032;Q335
Memoirs,aat,,memoirs,http://vocab.getty.edu/aat/300202559,Q4948
menologions,aat,,menologions,http://vocab.getty.edu/aat/300185338,Q42555
Menus,aat,,menus,http://vocab.getty.edu/aat/300027191,Q3557
Merchandise inventories,aat,http://vocab.getty.edu/aat/300027146,merchandise inventories,http://vocab.getty.edu/aat/300027146,Q26999
Metal clasps,rbmscv,,Metal clasps,http://id.loc.gov/vocabulary/rbmscv/cv00602,Q16297
Metal clasps (Binding),rbbin,,Metal clasps,http://id.loc.gov/vocabulary/rbmscv/cv00602,Q16297
Metal cuts,aat,,metal cuts,http://vocab.getty.edu/aat/300041396,Q6940
Metalcuts--Germany--15th century,aat,,metal cuts;Germany;Fifteenth century,http://vocab.getty.edu/aat/300041396;http://id.worldcat.org/fast/1210272;http://id.worldcat.org/fast/923962,Q6940;Q3032;Q154
military commissions,aat,,military commissions,http://vocab.getty.edu/aat/300027824,Q4181
Military history,fast,,Military history,http://id.worldcat.org/fast/1411630,Q11456
Miniature books,rbmscv,,Miniature books,http://id.loc.gov/vocabulary/rbmscv/cv00867,Q16321
Miniatures,aat,,miniatures (paintings),http://vocab.getty.edu/aat/300033936,Q262
Miniatures (Illuminations),gmgpc,,miniatures (paintings),http://vocab.getty.edu/aat/300033936,Q262
Miniatures (Illuminations),aat,,miniatures (paintings),http://vocab.getty.edu/aat/300033936,Q262
Miniatures (Illuminations)--16th century,gmgpc,,miniatures (paintings);Sixteenth century,http://vocab.getty.edu/aat/300033936;http://id.worldcat.org/fast/1119851,Q262;Q335
Miniatures (Illuminations)--Afghanistan--Herat--15th century,gmgpc,,miniatures (paintings);Afghanistan--Herat;Fifteenth century,http://vocab.getty.edu/aat/300033936;http://id.worldcat.org/fast/1215453;http://id.worldcat.org/fast/923962,Q262;Q48725;Q154
Miniatures (Illuminations)--Armenia--16th century,gmgpc,,miniatures (paintings);Armenia;Sixteenth century,http://vocab.getty.edu/aat/300033936;http://id.worldcat.org/fast/1206470;http://id.worldcat.org/fast/1119851,Q262;Q3017;Q335
Miniatures (Illuminations)--Belgium--Mons--15th century,gmgpc,,miniatures (paintings);Belgium--Mons;Fifteenth century,http://vocab.getty.edu/aat/300033936;http://id.worldcat.org/fast/1206359;http://id.worldcat.org/fast/923962,Q262;Q12585;Q154
Miniatures (Illuminations)--France--15th century,gmgpc,,miniatures (paintings);France;Fifteenth century,http://vocab.getty.edu/aat/300033936;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/923962,Q262;Q152;Q154
Miniatures (Illuminations)--France--Rouen--15th century,gmgpc,,miniatures (paintings);France--Rouen;Fifteenth century,http://vocab.getty.edu/aat/300033936;http://id.worldcat.org/fast/1205659;http://id.worldcat.org/fast/923962,Q262;Q2965;Q154
Miniatures (Illuminations)--India--16th century,gmgpc,,miniatures (paintings);India;Sixteenth century,http://vocab.getty.edu/aat/300033936;http://id.worldcat.org/fast/1210276;http://id.worldcat.org/fast/1119851,Q262;Q26595;Q335
Miniatures (Illuminations)--India--17th century,gmgpc,,miniatures (paintings);India;Seventeenth century,http://vocab.getty.edu/aat/300033936;http://id.worldcat.org/fast/1210276;http://id.worldcat.org/fast/1113663,Q262;Q26595;Q2771
Miniatures (Illuminations)--India--18th century,gmgpc,,miniatures (paintings);India;Eighteenth century,http://vocab.getty.edu/aat/300033936;http://id.worldcat.org/fast/1210276;http://id.worldcat.org/fast/904058,Q262;Q26595;Q3024
Miniatures (Illuminations)--India--19th century,aat,,miniatures (paintings);India;Nineteenth century,http://vocab.getty.edu/aat/300033936;http://id.worldcat.org/fast/1210276;http://id.worldcat.org/fast/1037841,Q262;Q26595;Q3538
Miniatures (Illuminations)--India--19th century,gmgpc,,miniatures (paintings);India;Nineteenth century,http://vocab.getty.edu/aat/300033936;http://id.worldcat.org/fast/1210276;http://id.worldcat.org/fast/1037841,Q262;Q26595;Q3538
Miniatures (Illuminations)--Iran--13th century,gmgpc,,miniatures (paintings);Iran;Thirteenth century,http://vocab.getty.edu/aat/300033936;http://id.worldcat.org/fast/1204889;http://id.worldcat.org/fast/1150138,Q262;Q16384;Q245
Miniatures (Illuminations)--Iran--14th century,gmgpc,,miniatures (paintings);Iran;Fourteenth century,http://vocab.getty.edu/aat/300033936;http://id.worldcat.org/fast/1204889;http://id.worldcat.org/fast/933420,Q262;Q16384;Q295
Miniatures (Illuminations)--Iran--15th century,gmgpc,,miniatures (paintings);Iran;Fifteenth century,http://vocab.getty.edu/aat/300033936;http://id.worldcat.org/fast/1204889;http://id.worldcat.org/fast/923962,Q262;Q16384;Q154
Miniatures (Illuminations)--Iran--16th century,gmgpc,,miniatures (paintings);Iran;Sixteenth century,http://vocab.getty.edu/aat/300033936;http://id.worldcat.org/fast/1204889;http://id.worldcat.org/fast/1119851,Q262;Q16384;Q335
Miniatures (Illuminations)--Iran--17th century,gmgpc,,miniatures (paintings);Iran;Seventeenth century,http://vocab.getty.edu/aat/300033936;http://id.worldcat.org/fast/1204889;http://id.worldcat.org/fast/1113663,Q262;Q16384;Q2771
Miniatures (Illuminations)--Iran--Iṣfahān--14th century,gmgpc,,miniatures (paintings);Iran--Iṣfahān;Fourteenth century,http://vocab.getty.edu/aat/300033936;http://id.worldcat.org/fast/1220534;http://id.worldcat.org/fast/933420,Q262;Q48723;Q295
Miniatures (Illuminations)--Iran--Shīrāz--16th century,gmgpc,,miniatures (paintings);Iran--Shīrāz;Sixteenth century,http://vocab.getty.edu/aat/300033936;http://id.worldcat.org/fast/1208873;http://id.worldcat.org/fast/1119851,Q262;Q48253;Q335
Miniatures (Illuminations)--Iran--Tabrīz--14th century,gmgpc,,miniatures (paintings);Iran--Tabrīz;Fourteenth century,http://vocab.getty.edu/aat/300033936;http://id.worldcat.org/fast/1206575;http://id.worldcat.org/fast/933420,Q262;Q48737;Q295
Miniatures (Illuminations)--Islamic countries,gmgpc,,miniatures (paintings);Islamic countries,http://vocab.getty.edu/aat/300033936;http://id.worldcat.org/fast/1244130,Q262;Q2810
Miniatures (Illuminations)--Islamic countries--17th century,gmgpc,,miniatures (paintings);Islamic countries;Seventeenth century,http://vocab.getty.edu/aat/300033936;http://id.worldcat.org/fast/1244130;http://id.worldcat.org/fast/1113663,Q262;Q2810;Q2771
Miniatures (Illuminations)--Islamic countries--18th century,gmgpc,,miniatures (paintings);Islamic countries;Eighteenth century,http://vocab.getty.edu/aat/300033936;http://id.worldcat.org/fast/1244130;http://id.worldcat.org/fast/904058,Q262;Q2810;Q3024
Miniatures (Illuminations)--Islamic countries--19th century,gmgpc,,miniatures (paintings);Islamic countries;Nineteenth century,http://vocab.getty.edu/aat/300033936;http://id.worldcat.org/fast/1244130;http://id.worldcat.org/fast/1037841,Q262;Q2810;Q3538
Miniatures (Illuminations)--Islamic countries--20th century,gmgpc,,miniatures (paintings);Islamic countries;Twentieth century,http://vocab.getty.edu/aat/300033936;http://id.worldcat.org/fast/1244130;http://id.worldcat.org/fast/1159810,Q262;Q2810;Q5942
Miniatures (Illuminations)--Islamic Empire--13th century,gmgpc,,miniatures (paintings);Islamic Empire;Thirteenth century,http://vocab.getty.edu/aat/300033936;http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/1150138,Q262;Q11211;Q245
Miniatures (Illuminations)--Islamic Empire--16th century,gmgpc,,miniatures (paintings);Islamic Empire;Sixteenth century,http://vocab.getty.edu/aat/300033936;http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/1119851,Q262;Q11211;Q335
Miniatures (Illuminations)--Islamic empire--17th century,gmgpc,,miniatures (paintings);Islamic Empire;Seventeenth century,http://vocab.getty.edu/aat/300033936;http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/1113663,Q262;Q11211;Q2771
Miniatures (Illuminations)--Islamic Empire--17th century,gmgpc,,miniatures (paintings);Islamic Empire;Seventeenth century,http://vocab.getty.edu/aat/300033936;http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/1113663,Q262;Q11211;Q2771
Miniatures (Illuminations)--Italy--14th century,gmgpc,,miniatures (paintings);Italy;Fourteenth century,http://vocab.getty.edu/aat/300033936;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/933420,Q262;Q249;Q295
Miniatures (Illuminations)--Italy--15th century,gmgpc,,miniatures (paintings);Italy;Fifteenth century,http://vocab.getty.edu/aat/300033936;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/923962,Q262;Q249;Q154
Miniatures (Illuminations)--Italy--Siena--14th century,gmgpc,,miniatures (paintings);Italy--Siena;Fourteenth century,http://vocab.getty.edu/aat/300033936;http://id.worldcat.org/fast/1204409;http://id.worldcat.org/fast/933420,Q262;Q4200;Q295
Miniatures (Illuminations)--Pakistan--Lahore--19th century,gmgpc,,miniatures (paintings);Pakistan--Lahore;Nineteenth century,http://vocab.getty.edu/aat/300033936;http://id.worldcat.org/fast/1205808;http://id.worldcat.org/fast/1037841,Q262;Q48744;Q3538
Miniatures (Illuminations)--Spain--Valladolid--16th century,gmgpc,,miniatures (paintings);Spain--Valladolid;Sixteenth century,http://vocab.getty.edu/aat/300033936;http://id.worldcat.org/fast/1207327;http://id.worldcat.org/fast/1119851,Q262;Q38450;Q335
Miniatures (Painting)--14th century,aat,,miniatures (paintings);Fourteenth century,http://vocab.getty.edu/aat/300033936;http://id.worldcat.org/fast/933420,Q262;Q295
Miniatures (Painting)--Belgium--15th century,aat,,miniatures (paintings);Belgium;Fifteenth century,http://vocab.getty.edu/aat/300033936;http://id.worldcat.org/fast/1210278;http://id.worldcat.org/fast/923962,Q262;Q16301;Q154
Miniatures (Painting)--Belgium--16th century,aat,,miniatures (paintings);Belgium;Sixteenth century,http://vocab.getty.edu/aat/300033936;http://id.worldcat.org/fast/1210278;http://id.worldcat.org/fast/1119851,Q262;Q16301;Q335
Miniatures (Painting)--England\y15th century,aat,,miniatures (paintings);England;Fifteenth century,http://vocab.getty.edu/aat/300033936;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/923962,Q262;Q320;Q154
Miniatures (Painting)--England--13th century,aat,,miniatures (paintings);England;Thirteenth century,http://vocab.getty.edu/aat/300033936;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/1150138,Q262;Q320;Q245
Miniatures (Painting)--England--15th century,aat,,miniatures (paintings);England;Fifteenth century,http://vocab.getty.edu/aat/300033936;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/923962,Q262;Q320;Q154
Miniatures (Painting)--England--16th century,aat,,miniatures (paintings);England;Sixteenth century,http://vocab.getty.edu/aat/300033936;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/1119851,Q262;Q320;Q335
Miniatures (Painting)--France--13th century,aat,,miniatures (paintings);France;Thirteenth century,http://vocab.getty.edu/aat/300033936;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/1150138,Q262;Q152;Q245
Miniatures (Painting)--France--15th century,aat,,miniatures (paintings);France;Fifteenth century,http://vocab.getty.edu/aat/300033936;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/923962,Q262;Q152;Q154
Miniatures (Painting)--France--16th century,aat,,miniatures (paintings);France;Sixteenth century,http://vocab.getty.edu/aat/300033936;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/1119851,Q262;Q152;Q335
Miniatures (Painting)--Germany--15th century,aat,,miniatures (paintings);Germany;Fifteenth century,http://vocab.getty.edu/aat/300033936;http://id.worldcat.org/fast/1210272;http://id.worldcat.org/fast/923962,Q262;Q3032;Q154
Miniatures (Painting)--Spain--16th century,aat,,miniatures (paintings);Spain;Sixteenth century,http://vocab.getty.edu/aat/300033936;http://id.worldcat.org/fast/1204303;http://id.worldcat.org/fast/1119851,Q262;Q343;Q335
miniatures (paintings),aat,,miniatures (paintings),http://vocab.getty.edu/aat/300033936,Q262
miniatures (paintings),openn-form/genre,,miniatures (paintings),http://vocab.getty.edu/aat/300033936,Q262
Miniatures (paintings),aat,,miniatures (paintings),http://vocab.getty.edu/aat/300033936,Q262
Miniatures (paintings),openn-form/genre,,miniatures (paintings),http://vocab.getty.edu/aat/300033936,Q262
Miniatures (paintings)--Belgium--15th century,aat,,miniatures (paintings);Belgium;Fifteenth century,http://vocab.getty.edu/aat/300033936;http://id.worldcat.org/fast/1210278;http://id.worldcat.org/fast/923962,Q262;Q16301;Q154
Miniatures (paintings)--France--16th century,aat,,miniatures (paintings);France;Sixteenth century,http://vocab.getty.edu/aat/300033936;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/1119851,Q262;Q152;Q335
Miniatures (paintings)--Italy--15th century,aat,,miniatures (paintings);Italy;Fifteenth century,http://vocab.getty.edu/aat/300033936;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/923962,Q262;Q249;Q154
Minuscule,aat,,minuscule,http://vocab.getty.edu/aat/300194448,Q12689
Minuscule--12th century,aat,,minuscule;Twelfth century,http://vocab.getty.edu/aat/300194448;http://id.worldcat.org/fast/1159791,Q12689;Q304
Minutes,aat,,minutes (administrative records),http://vocab.getty.edu/aat/300027440,Q7950
Minutes (administrative records),aat,,minutes (administrative records),http://vocab.getty.edu/aat/300027440,Q7950
miscellanies,ds-genre,,miscellanies,http://vocab.getty.edu/aat/300404026,Q17508
Miscellanies,aat,,miscellanies,http://vocab.getty.edu/aat/300404026,Q17508
Miscellanies--England--13th century,aat,,miscellanies;England;Thirteenth century,http://vocab.getty.edu/aat/300404026;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/1150138,Q17508;Q320;Q245
Miscellanies--England--14th century,aat,,miscellanies;England;Fourteenth century,http://vocab.getty.edu/aat/300404026;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/933420,Q17508;Q320;Q295
Miscellanies--England--15th century,aat,,miscellanies;England;Fifteenth century,http://vocab.getty.edu/aat/300404026;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/923962,Q17508;Q320;Q154
Miscellanies--England--16th century,aat,,miscellanies;England;Sixteenth century,http://vocab.getty.edu/aat/300404026;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/1119851,Q17508;Q320;Q335
missals,aat,,missals,http://vocab.getty.edu/aat/300026472,Q4244
missals,ds-genre,,missals,http://vocab.getty.edu/aat/300026472,Q4244
Missals,aat,,missals,http://vocab.getty.edu/aat/300026472,Q4244
Missals,rbgenr,,Missals,http://id.loc.gov/vocabulary/rbmscv/cv01605,Q38504
Missals (Service books),fast,,Missals (Service books),http://id.worldcat.org/fast/1920241,Q8363
Missals (Service books),lcgft,http://id.loc.gov/authorities/genreForms/gf2014026941,Missals (Service books),http://id.worldcat.org/fast/1920241,Q8363
Missals (Service books),lcgft,,Missals (Service books),http://id.worldcat.org/fast/1920241,Q8363
Missals--Bohemia (Czech Republic)--12th century,aat,,missals;Czech Republic--Bohemia;Twelfth century,http://vocab.getty.edu/aat/300026472;http://id.worldcat.org/fast/1243096;http://id.worldcat.org/fast/1159791,Q4244;Q4836;Q304
Missals--England--13th century,aat,,missals;England;Thirteenth century,http://vocab.getty.edu/aat/300026472;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/1150138,Q4244;Q320;Q245
Missals--England--14th century,aat,,missals;England;Fourteenth century,http://vocab.getty.edu/aat/300026472;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/933420,Q4244;Q320;Q295
Missals--England--15th century,aat,,missals;England;Fifteenth century,http://vocab.getty.edu/aat/300026472;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/923962,Q4244;Q320;Q154
Missals--Italy--15th century,aat,,missals;Italy;Fifteenth century,http://vocab.getty.edu/aat/300026472;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/923962,Q4244;Q249;Q154
Missels,rvmgf,,Missals (Service books),http://id.worldcat.org/fast/1920241,Q8363
Mnemonics,aat,,mnemonics,http://vocab.getty.edu/aat/300263127,Q38505
Monastic rules,lcgft,,Monastic rules,http://id.worldcat.org/fast/1922476,Q16395
Mongrammed bindings,rbmscv,,Monogrammed bindings,http://id.loc.gov/vocabulary/rbmscv/cv00134,Q16284
Monogrammed bindings,rbmscv,,Monogrammed bindings,http://id.loc.gov/vocabulary/rbmscv/cv00134,Q16284
Morocco bindings,rbmscv,,Morocco bindings,http://id.loc.gov/vocabulary/rbmscv/cv00548,Q12652
Morocco bindings (Binding),rbbin,,Morocco bindings,http://id.loc.gov/vocabulary/rbmscv/cv00548,Q12652
Morocco bindings (Binding)--17th century,rbbin,,Morocco bindings;Seventeenth century,http://id.loc.gov/vocabulary/rbmscv/cv00548;http://id.worldcat.org/fast/1113663,Q12652;Q2771
Morocco bindings (Binding)--18th century,rbbin,,Morocco bindings;Eighteenth century,http://id.loc.gov/vocabulary/rbmscv/cv00548;http://id.worldcat.org/fast/904058,Q12652;Q3024
