title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_as_recorded_agr,authorized_label
Incipit tractatus Ricardi Heremite de Ampoll de amore dei contra amatores mundi,,,,De amore Dei contra amatores mundi
Incipit vita beati Materni Coloniensis Archiepiscopi,,,,Life of the Maternus of Cologne
Incipiunt ethimologie et concordantie conclusionum per reverendissimum dominum magistrum petrum de pergamo,,,,"Etymologiae, seu Concordantiae conclusionum Thomae Aquinatis"
Indenture,,,,Indenture
Index of Biblical Readings for the Principal Feasts,,,,Liturgical Index
Index to moralia in job; Legenda sanctorum (Lives of the saints),,,,Moralia;Legenda sanctorum
Indictio currens,,,,Indictio currens
Indulgence,,,,Indulgence
In epistolam Johannis ad Parthos (Sermons on the first epistle of Saint John),,,,In epistolam Johannis ad Parthos
Ineriecto dolentis,,,,Interiectio dolentis
Informacio recepta super conversione sarracenorum ad fidem catholicam,,,,Informacio recepta super conversione sarracenorum ad fidem catholicam
Infortiatum,,,,Infortiatum
Inhabited Initial,,,,Inhabited Initial
Inhabited initial S,,,,Inhabited Initial
Inhabited initial U,,,,Inhabited Initial
In Iohannis Evangelium tractatus CXXIV,,,,In Iohannis Evangelium tractatus
Initial,,,,Decorated Initial
Initial A with the Invocation of the Virgin Mary,,,,Historiated initial
Initial B with St. Michael Archangel slaying the dragon,,,,Historiated initial
Initial C from a choir book with singing monks,,,,Historiated initial
Initial C with the Last Supper,,,,Historiated initial
Initial C with the Mass of St. Gregory the Great,,,,Historiated initial
Initial D from an antiphonary depicting a penitent gentleman taking a vow at an altar,,,,Historiated initial
Initial D with King David and his army adoring God,,,,Historiated initial
Initial D with the Pentecost,,,,Historiated initial
Initial E() with the Adoration of the Magi,,,,Historiated initial
Initiales literae ex liturgiae voluminibus depromptae caenobitarum curis calamo atque minio exornatae ad instaurandam Italam picturam priusquam torculi tiipografici exortae,,,,Liturgical texts
Initial fragments,,,,Initial
Initial G with a priest celebrating the Eucharist,,,,Historiated initial
Initial G with St. Anne teaching the Virgin Mary,,,,Historiated initial
Initial G with St. Gregory I appearing to a group of Benedictine Monks,,,,Historiated initial
Initial G with the Virgin enthroned and surrounded by the symbols of the four Evangelists and the Apostles below,,,,Historiated initial
Initial H with the Adoration of the Magi,,,,Historiated initial
"Initial I with Naomi and her two sons, beginning the Book of Ruth",,,,Historiated initial
Initial O with a Prophet,,,,Historiated initial
Initial R with the Resurrection,,,,Historiated initial
Initial S with St. Vincent Ferrer,,,,Historiated initial
Initial U with a Prophet,,,,Historiated initial
Initial U with the Ascension,,,,Historiated initial
In Joannis Evangelium Tractatus,,,,In Iohannis Evangelium tractatus
In Johannis Evangelium tractatus : homilies 51-52,,,,Gospel of John;Homilies
Īn kitāb dar ṭibb,اين کتاب در طب.,Nūr al-fuʼād,نور الفؤاد,Nūr al-fuʼād
In metaphysica Aristotelis,,,,Commentary on Aristotle's Metaphysics
Inni della Beata Vergine Maria,,,,Hymns
Innocent IV privilege,,,,Privileges
In physicam seu philosophiam naturalem commentarius una cum quaestionibus,,,,Commentary on Aristotle's Physics
In quatuor Evangelistas,,,,In quatuor evangelistas
Inshā-yi Mādhava Rāma. Inshā-yi Dilkushā,انشاى مادهو‌ رام. انشاى دلکشا.,Inshā-yi Mādhava Rāma.,,Inshā-yi Mādhava Rāma;Inshā-yi Dilkushā
Institutiones grammaticae,,,,Institutiones grammaticae
Institutiones juris civilis,,,,Institutiones juris civilis
"Institutions, or Advice to his Grandson, in Three Parts",,,,"Institutions, or Advice to his Grandson"
Instructions on how to use a breviary,,,,Instructions;Breviary
Instructions to Nicolaus Theupulo,,,,Instructions
Instrumenta della condizione dei beni di Santa Crestina a livello perpetuo fatte l'anno 1490 da Antonio di Dominice di Ciacco Ciacchi e si paga lire sette servono per fare celebrare lo messe...,,,,Instruments
Instrumenta feudorum castri Sone,,,,Instruments
Instrumenta magnificorum fratrum de Tartaleonibus,,,,Instruments
Interpretationes nominum hebraicorum,,,,Interpretationes Hebraicorum nominum
In universam Aristotelis physicam,,,,Commentary on Aristotle's Physics
Invectiva ad indivum et detractorem,,,,Invectiva ad invidum et detractorem
Inventions or devises,,,,Inventions
Inventory of the possessions of Abbot Balthasar Dason,,,,Inventory
Isaiah 29:14 - 30.5,,,,Bible;Isaiah
Islaendernes lovbog,,Jónsbók.,,Jónsbók
"Istromenti di quittanze, ed altri contratti a favore del Sr.? Cesare Ressano &? suoi interessi particolari",,,,Instruments
"Istruzioni, memoriali, lettere, ricordi",,,,Instructions;Memorials;Letters
Istruzioni a voi Signor Pietro d'Agostino della relazione che s'aver à Sua Maestà delle cose di Sicilia ... etc,,,,Instructions
Italian alchemical miscellany,,,,Alchemical miscellany
Italian historical miscellany,,,,Historical miscellany
Italian Notarial Loan Record,,,,Missal
Italian religious miscellany,,,,Religious miscellany
Itinerario del regno di Portogallo,,,,Itinerario del regno di Portogallo
Itinerarium,,Itinerarium.,,Itinerary
Itinerarium,,,,Itinerarium
Itinerarius,,Itinerarium.,,Itinerary
Itinerarius,,Itinerarium,,Itinerary
"Itinerary, Naples-Paris-Sermoneta",,,,Itinerary
"Iuramentum capitulare, advocatorum per offitia rivoalti",,,,Advocati Rivoalti
Jacopo Nannis de Piccolomini debt agreement,,,,Agreement
Jadāvil-i ikhtiyārāt,جداول اختيارات.,,,Jadāvil-i ikhtiyārāt
Jāmiʻ al-ʻulūm,جامع العلوم.,,,Jāmiʻ al-ʻulūm
Jesuit miscellany,,,,Religious miscellany
Jesus learning to be a carpenter,,,,Miniature
Joanna I grant of pension,,,,Grant
Joannes Thomas Beltamino will,,,,Will
Joannis Passeratii Coniecturarum et opinionum liber,,,,Coniecturarum liber
Johannis Tostii clarissimorum Witebergensium professorum descriptio,,,,Johannis tostii clarissimorum witebergensium professorum descriptio
John 18:15 - 19:11,,,,Bible;Gospel of John
"John Chrysostom, Sermon on the Patience of Job, Incunabulum printed at Lubeck by Koelhoff de koeln, 1487",,,,Sermons
John Elys deed,,,,Deed
John Eyr mortgage,,,,Mortgage
"John Gerson, Sermon of Saint Bernard, Incunabulum printed at Strasbourg by Flack, 1494",,,,Sermons
Jónsbók,,Jónsbók.,,Jónsbók
"Juramentbuech, darinnen aller Beambten alsz Burgermaister, Ratsherinn, Stattschreiber, neuen Burger und anderer Aide, den sie in Antrettung ihrer Dienst und Pflichten publice laysten müssen, zu finden",,,,Juramentbuech
Kalendar from Book of Hours,,,,Calendar;Book of hours
Kalendis Ianuarii luna prout quota erit require literam,,,,Calendar
Kalimāt ʻarabīyah ʻalá tartīb ḥurūf al-tahajjī,كلمات عربية على ترتيب حروف التهجي.,Akhtarī kabīr.,,Akhtarī kabīr
Kāmil al-sināʻah al-tibbīyah ... etc,,,,Kāmil al-sināʻah al-tibbīyah
Khamsah,خمسه.,Khamsah.,خمسه.,Khamsah
Kharīdat al-ʻajāʼib wa farīḍat al-gharāʼib,خريدة العجائب و فريضة الغرائب.,,,Kharīdat al-ʻajāʼib wa farīḍat al-gharāʼib
"King Ladislaus of Naples, regarding the Monastery of Saint Lucy at Bari",,,,Regarding the monastery of saint Lucy at Bari
Kitāb al-Adwār fī al-mūsīqá,كتاب الادوار في الموسيقى.,Adwār,ادوار,Adwār
Kitāb Alghāz fī al-lughah al-ʻArabīyah,كتاب الغاز في اللغة العربية.,,,Kitāb Alghāz fī al-lughah al-ʻArabīyah
Kitāb al-Kashf wa-al-bayān. Īḍāḥ al-rumūz fī al-burhān,كتاب الكشف والبيان. ايضاح الرموز في البرهان.,,,Kitāb al-Kashf wa-al-bayān. Īḍāḥ al-rumūz fī al-burhān
Kitāb al-kurah al-mutaḥarrikah /,كتاب الكرة المتحركة /,De sphaera quae movetur.,,De sphaera quae movetur
Kitāb al-Majisṭī,كتاب المجسطي.,Almagest.,,Almagest
Kitāb al-Miṣbāḥ wa-nuzʹhat al-arwāḥ fī ʻilm al-miftāḥ fī al-ḥikmah al-Ilāhīyah wa-al-ṣināʻah al-falsafīyah wa al-natījah al-ʻalīyah,كتاب المصباح ونزهة الارواح في علم المفتاح في الحكمة الالاهية والصناعة الفلسفية و النتيجة العلية.,Miṣbāḥ fī ʻilm al-miftāḥ fī al-ḥikmah al-Ilāhīyah wa-al-ṣināʻah al-ḥikmīyah,مصباح في علم المفتاح في الحكمة الالاهية والصناعة الحكمية,Miṣbāḥ fī ʻilm al-miftāḥ fī al-ḥikmah al-Ilāhīyah wa-al-ṣināʻah al-ḥikmīyah
Kitāb al-Shifā bi-taʻrīf ḥuqūq al-Muṣṭafá,كتاب الشفا بتعريف حقوق المصطفى.,Shifāʼ fī taʻrīf ḥuqūq al-Muṣṭafá,شفا بتعريف حقوق المصطفى,Shifāʼ fī taʻrīf ḥuqūq al-Muṣṭafá
Kitāb al-Siyāsah al-sharʻīyah al-musammá tasʹhīl al-naẓar wa-taʻjīl al-ẓafar,كتاب السياسة الشرعية المسمى تسهيل النظر وتعجيل الظفر.,Tasʹhīl al-naẓar wa-taʻjīl al-ẓafar,تسهيل النظر وتعجيل الظفر,Tasʹhīl al-naẓar wa-taʻjīl al-ẓafar
Kitāb al-Siyāsah fī tadbīr al-riyāsah,كتاب السياسة في تدبير الرياسة.,Secretum secretorum.,,Secretum secretorum
Kitāb al-ukar,كتاب الاكر.,De sphaericis.,,De sphaericis
Kitāb fī istīʻāb al-wujūh al-mumkinah fī ṣanʻat al-asṭurlāb,كتاب في استيعاب الوجوه الممكنة في صنعة الاسطرلاب.,,,Kitāb fī istīʻāb al-wujūh al-mumkinah fī ṣanʻat al-asṭurlāb
Kitāb-i Advār,کتاب ادوار.,Adwār.,ادوار.,Adwār
Kitāb-i Gulistān,کتاب گلستان.,Gulistān,گلستان,Gulistān
Kitāb-i Ḥashāyish,کتاب حشايش.,De materia medica.,,De materia medica
Kitāb-i Tīmūrnāmah,کتاب تىمورنامه.,Tīmūrnāmah,تىمورنامه,Tīmūrnāmah
Kitāb Mīzān al-ḥikmah,كتاب ميزان الحكمة.,Mīzān al-ḥikmah.,ميزان الحكمة.,Mīzān al-ḥikmah
Kitāb Rawḍ al-rayāḥīn fī ḥikāyāt al-ṣāliḥīn,كتاب روض الرياحين في حكايات الصالحين ،,Rawḍ al-rayāḥīn fī ḥikāyāt al-ṣāliḥīn,روض الرياحين في حكايات الصالحين,Rawḍ al-rayāḥīn fī ḥikāyāt al-ṣāliḥīn
Kitāb Uṣūl al-handasah wa-al-ḥisāb,كتاب اصول الهندسة والحساب \,Elements.,,Elements
Koran,,,,Qurʼan
Koran,,Qurʼan.,قرآن.,Qurʼan
"Kurtze Verzeichnus was auf den drittenn Tag Heuwmonats Anno 1582 zwijschen Herrenn Jacob Christoffel Blaarer Bischoff zu Brundruth und den? Unnderthonen der Herrschaft zu Pfeffingen, durch die Gesandten der siben catholischen Orthen der Eijdtgnossschaft, als Lutzern, Urij, Schwijtz, Underwalden, Zug, Frijburg und Solothurn, von wegen Religions sachen fürgenommen uund verhandlet worden, wie volgt",,,,Kurtze verzeichnus
Kıya-yı Hazret-i Yûsuf Zulaykhâ,كيايۀ حضرت يوسف زليخا.,Yūsuf va Zulaykhā.,ىوسف و زلىخا.,Yūsuf va Zulaykhā
L. Coelii firmani Lactancii divinarum institutionum adversus gentiles libri feliciter incipiunt. Et primo incipit liber primus de falsa religione ad Constantinum Imperatorem,,,,Divinae institutiones
L'arbre des batailles,,Arbre des batailles,,Arbre des batailles
L'arte de la medicina de le bestie,,Mulomedicina,,Mulomedicina
L'arte del navegare,,,,L'arte del navegare
L'evangile de l'enfance ...etc,,,,L'evangile de l'enfance
L'image del monde ... etc,,Image du monde.,,Image du monde
L'introduttione di Pietro Magno nell' antica republica Romana,,,,L'introduttione di Pietro Magno nell' antica republica Romana
"Laberinto de fortuna, o las trescientas",,,,Laberinto de fortuna
"La chimie, couleurs, parfumerie",,,,"La chimie, couleurs, parfumerie"
La declaracion de tous les haulx fais et glorieuses aventures du duc Phelippe du Bourgoingne,,,,La declaracion de tous les haulx fais et glorieuses aventures du duc Phelippe
La destruction de Troye ... etc,,Istoire de la destruction de Troye la grant,,Historia destructionis Troiae
Ladino manuscript,,,,Manuscript
"Lady in ship escorted by fame and fortune, Jupiter and Juno above",,,,Drawing
Laelius de Amicitia,,,,Laelius de amicitia
Laelius sive de amicitia,,,,Laelius de amicitia
La fontaine de toute science,,Livre de Sydrac,,Book of Sydrac
La generacion de Adam,,,,La generacion de Adam
La legenda di sanctissimi Thebey soto Dioclitiano & Maximiano imperatori,,,,Legend of the Theban legion
Lamentations,,,,Lamentations
Lamentatio yeremiae prophetae,,,,Lamentatio Jeremiae
La mistica theolozia dellamore divino,,Viae Sion Lugent.,,La mistica theolozia dellamore divino
Land sale contract,,,,Contracts
Lanndtafel dess Fürstenthümbs Obern und Nidern Bairn,,,,Lanndtafel dess Fürstenthümbs Obern und Nidern Bairn
"Lantrecht van Zallant, van Twenthe, van Vullenhoe, van Drenthe, mit anderen priviligien des landes van Overijssel",,,,Landrecht;Privileges
Lapa Torti power of attorney,,,,Power of attorney
Lapo di Michele and Bartolomeo Fiori power of attorney,,,,Power of attorney
Lapo di Niccolò power of attorney,,,,Power of attorney
La regla y constituciones de la cofradia y congregacion y cofrades del glorioso y bienaventurado señor sant Pedro martyr,,,,La regla y constituciones de la cofradia y congregacion y cofrades
"La regola de frati minori in volgare and other Italian religious works, including the Laudi of Jacopone da Todi",,,,Religious works
La reigle et status des monasteres de vierges de lordre Sainct Benoist reformees au diocese de Paris /,,,,La reigle et status des monasteres
Large leaf from a breviary containing musical notation,,,,Breviary
"Large vellum manuscript leaf from a glossed Decretales of Gregory IX, with an miniature of an execution",,,,Decretals
La scientia chiamata Arismetrica,,,,La scientia chiamata Arismetrica
La sfera /,,,,La sfera
Laṭāʼif al-kalām fī aḥkām al-aʻwām,لطائف الكلام في احكام الاعوام.,,,Laṭāʼif al-kalām fī aḥkām al-aʻwām
"Latin Bible, with prologues attributed to St. Jerome and the interpretation of Hebrew names",,,,Bible;Prologues;Interpretation of Hebrew names
"Latin fragment ""gaudio""",,,,Gaudio
Latin miscellany,,,,Miscellany
Latin Religious Text,,,,Latin religious text
Latin Text,,,,Latin text
Latin text leaf,,,,Latin text
Latin treatises on religious matters,,,,Religious works
Laudario (Hymnal),,,,Hymnal
"Laudes, sermones, miracula, exempla, etc. de Beata Maria Virgine",,,,Sermons
"Laurentius Quglielmus Tij, De arte metrica, De pedibus",,,,De arte metrica;De pedibus
La vita de Sancto Orso,,,,La vita de Sancto Orso
La vita e ... la conversione del nostro segniore jhesu christo,,,,La vita e la conversione del nostro segniore jhesu christo
La voie de Povreté ou de Richesse (The Way of Poverty or of Wealth),,,,La voie de povreté ou de richesse
"La vray-disant, advocate des dames",,,,Advocate des dames
Leaf apparently from a harmony of the Gospels,,Bible.,,Gospels
"Leaf containing ""Splendor paternae gloriae"" / Ambrose of Milan",,,,Splendor paternae gloriae
"Leaf containing Ecclesiastes xii, 16 to xvi, 22",,Bible.,,Ecclesiastes
Leaf containing Psalm 141 leaf 10 to Psalm 143 leaf 8,,Bible.,,Psalms
"Leaf containing psalms 136 (137), 137 (138), 138 (139)",,,,Psalms
Leaf containing the first Sunday after Pentecost,,Missal (Manuscript Kenneth Spencer Research Library. MS J6:3:A5),,Missal
Leaf containing the service of the first Tuesday in Lent. Missal,,Missal (Manuscript Kenneth Spencer Research Library. MS 9/2:30),,Missal
Leaf from a 14th century German antiphonal manuscript,,,,Antiphonal
"Leaf from a bible, including a portion of Genesis",,,,Bible
Leaf from a Book of Hours,,Book of hours (Manuscript Kenneth Spencer Research Library. MS 9/2:9),,Book of hours
Leaf from a book of hours,,Book of hours ((Manuscript Kenneth Spencer Research Library. MS 9/2:10),,Book of hours
Leaf from a book of hours,,Book of hours (Manuscript Kenneth Spencer Research Library. MS 9/2:3),,Book of hours
Leaf from a book of hours,,,,Book of hours
"Leaf from a book of hours, calendar for November",,Book of hours (Manuscript Kenneth Spencer Research Library. MS A28),,Book of hours
Leaf from a book of hours containing a miniature of the Crucifixion,,,,Book of hours
Leaf from a book of hours containing Psalms 44 (45) and 45 (46),,Book of hours (Manuscript Kenneth Spencer Research Library. MS 9/2:4),,Book of hours
Leaf from a book of hours containing the fifteen joys of Mary (Doulce dame de misericorde),,Book of hours (Kenneth Spencer Research Library. Department of Special Collections. Manuscript. MS 9/2:6),,Book of hours
Leaf from a Book of Hours depicting the Last Supper,,,,Book of hours
Leaf from a book of hours or breviary,,,,Book of hours;Breviary
Leaf from a book of hours printed by Thielman Kerver,,Book of hours,,Book of hours
Leaf from a Book of Hours showing nativity scene,,Book of hours.,,Book of hours
Leaf from a Breviary,,,,Breviary
Leaf from a breviary with an initial F depicting the Assumption of the Virgin,,,,Breviary;Historiated initial
Leaf from a choir book,,,,Choir book
Leaf from a French Book of hours,,Book of hours.,,Book of hours
Leaf from a glossarium (Li-ma),,,,Glossary
Leaf from a large manuscript Bible,,,,Bible
Leaf from a liturgical chant manuscript,,,,Liturgical text
Leaf from a manuscript Bible,,,,Bible
Leaf from a manuscript book of hours,,,,Book of hours
Leaf from a manuscript breviary,,,,Breviary
Leaf from a manuscript missal,,,,Breviary
Leaf from a manuscript Pentateuch containing blessings for the reading of the Megillah of Esther,,,,Pentateuch
Leaf from a manuscript pocket breviary or homiliary,,,,Breviary;Homiliary
"Leaf from a manuscript Vulgate Bible, Book of wisdom",,,,Bible
Leaf from a medieval book of sermons,,,,Sermons
Leaf from a missal with miniature depicting Jesus washing Peter's feet,,,,Missal
Leaf from an antiphonary,,,,Antiphonary
Leaf from an antiphonary (Manuscript Kenneth Spencer Research Library. MS R29),,,,Antiphonary
Leaf from an antiphonary with historiated initial B depicting David as musician,,,,Antiphonary
Leaf from an antiphonary with historiated initial E depicting John the Evangelist,,,,Antiphonary
Leaf from an antiphonary with the Gloria Patri,,,,Antiphonary
Leaf from a pre-15th century manuscript used as binding waste,,,,Binding fragment
Leaf from a printed Book of Hours depicting the Annunciation,,,,Book of hours
Leaf from a Priscian Grammar,,,,Grammar
Leaf from a psalter,,,,Psalter
Leaf from a scribe's advertising specimen,,,,Scribal advertisement
"Leaf from a treatise on words, with some etymologies, in verse",,,,Treatise on words
Leaf from a vernacular book of hours,,,,Book of hours
Leaf from a Vulgate Bible (Prophecy of Jeremiah),,,,Bible
Leaf from Catholicon,,,,Catholicon;Medical
Leaf from Computus,,,,Computus;Calendar
Leaf from De Contemptu Mundi,,,,De contemptu mundi
Leaf from De Remediis Utriusque Fortunae,,,,De remediis utriusque fortunae
Leaf from Doctrinale,,,,Doctrinale
Leaf from Historia Regum Anglorum,,,,Historia regum anglorum
Leaf from Kalendar for September-October,,Book of hours.,,Book of hours
"Leaf from large choir-book beginning ""Jubilate Deo""",,,,Choir book
Leaf from medieval manuscript breviary,,,,Breviary
Leaf from the Aeneid,,,,Aeneid
Leaf from the Qasidat al-Burda,,,,Qasidat al-Burda
Leaf from Yūsuf va Zulaykhā,,Yūsuf va Zulaykhā.,یوسف و زلیخا.,Yūsuf va Zulaykhā
Leaf of a litany,,Book of hours (Manuscript Kenneth Spencer Research Library. MS 9/2:7),,Litany
Leaf of De fide Sanctae Trinitatis shaped into envelope,,,,De fide Sanctae Trinitatis
Leaf possibly from Saint Albertus Magnus's Speculum astronomiae,,,,Speculum astronomiae
Leaf with a decorated initial S beginning the gradual for a requiem mass,,,,Gradual;Decorated initial
Leaf with miniature of Christ blessing a kneeling couple,,,,Miniature
Le anime de quelli defuncti liquali āno facti relicti alla Venerabile cōpagnia del Confalone de Roma,,,,Le anime de quelli defuncti
Lease,,,,Lease
Lease of San Miniato land,,,,Lease
Leaves from a manuscript compilation of works of Thomas More,,,,works of Thomas More
Leaves from a manuscript of selected poetry by Ḥāfiẓ,,,,Persian lyric poetry
Le Château périlleux,,,,Le château périlleux
Le chemin de paradis (The way to paradise),,,,Le chemin de paradis
Le constitutione delle Suore della penitentia de Santo Domenico del Terzo Ordine del Monasterio di Santo Vincentio di Firenze vocato Annalena,,,,Le constitutione delle Suore della penitentia de Santo Domenico
Lectionary,,,,Lectionary
"Lectionary, Feasts of Saint John the Evangelist and Holy Innocents",,,,Lectionary
"Lectionary, for 4-6 Feriae after Pentecost",,,,Lectionary
"Lectionary, Homily on Matthew 2:19",,,,Lectionary
"Lectionary, incomplete",,,,Lectionary
"Lectionary, Sermons on the Assumption of the Blessed Virgin Mary",,,,Lectionary
"Lectionary, texts from Habakkuk and Zephaniah",,,,Lectionary
"Lectionary: Epistles and Gospels, Annunciation, Visitation",,,,Lectionary
Lectionary: Feasts of Saint John the Apostle and Saint Stephen,,,,Lectionary
Lectionary: Palm Sunday,,,,Lectionary
Lectionary of Epistle and Gospel readings,,,,Lectionary
Lectionary of the gospels,,,,Lectionary
Lectiones eximi philosophi Marciantonii Genuae super libros physicorum Aristotelis,,,,Lectiones eximi philosophi marciantonii
Lectio prima,,,,Lectio prima
Lectura super capitali Firmiter credimus,,,,Lectura super capitali Firmiter credimus
Lectura super Codicem,,,,Lectura super Codicem
Lectura super quintum librum Decretalium (Commentary on the Fifth Book of Decretals),,,,Commentary on decretals
Ledger fragment,,,,Ledger
Ledger of accounts,,,,Ledger
Ledger of Amadori accounts,,,,Ledger
Ledger of Amadori accounts and memoranda,,,,Ledger
Ledger of Amadori debtors and creditors,,,,Ledger
Ledger of Amadori memoranda,,,,Ledger
Ledger of Arrigucci debtors and creditors and memoranda,,,,Ledger
Ledger of Concini debtors and creditors,,,,Ledger
Ledger of Concini debtors and creditors and miscellaneous accounts,,,,Ledger
Ledger of Concini receipts,,,,Ledger
Ledger of Davanzati (?) accounts,,,,Ledger
Ledger of Davanzati accounts,,,,Ledger
Ledger of debtors and creditors,,,,Ledger
Ledger of debtors and creditors and memoranda,,,,Ledger
Ledger of Detti accounts,,,,Ledger
Ledger of Detti accounts and memoranda,,,,Ledger
Ledger of Detti debtors and creditors,,,,Ledger
Ledger of Gerardi accounts,,,,Ledger
Ledger of Gondi accounts,,,,Ledger
Ledger of Gondi accounts and debtors and creditors,,,,Ledger
Ledger of Gondi accounts and memoranda,,,,Ledger
Ledger of Gondi household expenses,,,,Ledger
Ledger of Guasconi debtors and creditors and memoranda,,,,Ledger
Ledger of Medici accounts,,,,Ledger
Ledger of Medici accounts and debtors and creditors,,,,Ledger
Ledger of Medici accounts and memoranda,,,,Ledger
Ledger of Medici debtors and creditors,,,,Ledger
"Ledger of Medici debtors and creditors, accounts and memoranda",,,,Ledger
"Ledger of Medici debtors and creditors, memoranda and other records",,,,Ledger
Ledger of Medici debtors and creditors and accounts,,,,Ledger
Ledger of Medici debtors and creditors and memoranda,,,,Ledger
Ledger of Medici receipts,,,,Ledger
Ledger of Pesciori debtors and creditors,,,,Ledger
Ledger of Risaliti accounts,,,,Ledger
Ledger of Risaliti debtors and creditors,,,,Ledger
Ledger of Risaliti debtors and creditors and accounts,,,,Ledger
Ledger of the hospital of San Bartolomeo accounts,,,,Ledger
Le epistole,,Epistolae.,,Epistolae
Legal Commentary (on procurators),,,,Legal commentary
Legal decision,,,,Legal documents
Legal document,,,,Legal documents
Legal documents,,,,Legal documents
Legal fragment with marginal commentary,,,,Legal text
Legal proceedings,,,,Legal documents
Legal records,,,,Legal documents
Legal Text,,,,Legal text
Legal Treatise,,,,Legal treatise
Legal treatise,,,,Legal treatise
"Legal Treatise (on citations, contracts, notaries, etc.)",,,,Legal treatise
Legenda aurea,,,,Legenda Aurea
Legenda aurea (Golden Legend),,,,Legenda aurea
Legend of St. Blasius,,,,Legend of St. Blasius
Legend of the Cross,,,,Legend of the Cross
Leges Langobardorum,,,,Leges langobardorum
Leggendario delle Sante Virgini,,,,Leggendario delle sante virgini
Le livre de bonnes meurs /,,,,Le livre de bonnes meurs
Le livre des Eneydes,,Aeneis.,,Aeneid
Lena Risaliti power of attorney,,,,Power of attorney
Le Roman de Perceforest (The Romance of Perceforest),,,,Le roman de Perceforest
Les dits moraulx des philosophes,,,,Les dits moraulx des philosophes
Leticha /,,,,Nicomachean Ethics
Letra missa per Dominicum Caberico? per quendam nuncium ...,,,,Letter
Letter,,,,Letter
Lettere amorose e capitoli,,,,Letters
Lettere di diversi principi et huomini illustri in varii negotii spettanti al secolo 1500,,,,Lettere di diversi principi et huomini illustri
Lettere e scritture passate nel concilio di Trento,,,,Letters
Lettere havute da Monsignor Zuccati,,,,Letters
Lettere scritte a Pier Francesco Portinari della republica fiorentina quando era suo ambasciatore a Siena l'anno 1529,,,,Letters
Letter from Hippocrates to Caesar,,,,Letter
Letter of appeal,,,,Letter
Letters addressed to Pietro Vettori,,,,Letter
Letters from the Archbishop of Toledo to Emperor Charles V of Spain,,,,Letters to Emperor Charles V of Spain
Letter to Aurelius,,,,Letter to Aurelius
Letter to Bassula,,,,Letter to Bassula
Letter to Damasus on the death of Saint Jerome,,,,Letter to Damascus on the death of St. Jerome
Letter to Don Juan Ponce de Leon,,,,Letter
Letter to Eusebius,,,,Letter to Eusebius
"Letter to Francesco Maria Sforza, Duke of Milan",,,,Letter
"Letter to Hugh of St. Victor, refuting Arnulph",,,,Letter to Hugh of St. Victor
Letter to Master William the monk on baptism,,,,Letter to Master William
Letter to Rodolfo Pio da Carpi,,,,Letter
Letter to the count of Palamos,,,,Letter
Letter to the Duke of Arcos,,,,Letter
Lewis Psalter,,,,Psalter;Lewis psalter
Lexicon (Manuscript Kenneth Spencer Research Library. MS D14),,Lexicon,,Lexicon
"Lex Salica, Chapters XLVII-XLIX",,,,Lex Salica
Libellus beati misericordes (A collection of excerpts from the latin fathers),,,,Libellus beati misericordes
Libellus de speculativa mistice theologie /,,,,De mystica theologia
Libellus super electionibus faciendis et earum ordinandis,,,,Libellus super electionibus faciendis et earum ordinandis
Libellus super electionibus faciendis et earum processibus ordinandis,,,,Libellus super electionibus faciendis et earum ordinandis
Liber antiquitatum biblicarum,,,,Liber antiquitatum biblicarum
Liber beati Ysidori episcopi qui appelatur sumum bonum,,Sententiae,,Liber beati Ysidori episcopi
Liber canonis,,Qānūn fī al-ṭibb.,,Qānūn fī al-ṭibb
Liber de amore et dilectione dei ... etc,,,,De amore et dilectione dei
Liber de astronomia,,,,De astronomia
Liber de homine,,,,Liber de homine
Liber de vinis,,,,De vinis
Liber epistularum Senecae ad Lucillium,,,,Epistulae ad Lucilium
Liber ethicorum Aristotelis,,,,Nicomachean Ethics
Liber ethimologiarum,,Etymologiae,,Etymologiae
Liber ettichorum Aristottelis in vulgari,,,,Nicomachean Ethics
Liber excusationum in causis criminalibus,,,,iber excusationum in causis criminalibus
Liber gestorum barlaam et Josaphat,,,,Barlaam et Josaphat
Liber glossarum,,,,Liber glossarum
Liber II Meteorum,,,,Meteorologica
Liber IV sententiarum (Four Books of Sentences),,,,Sentences
Liber lapidum,,,,Liber lapidum
Liber mayor Prisciani de ordinatione partium orationis,,Institutio de arte grammaticae,,Institutio de arte grammaticae
Liber meditationum sive orationum /,,,,Liber meditationum
Liber metaphisice ; Liber ethicorum,,Metaphysics,,Metaphysics;Nicomachean Ethics
Liber mirabilium,,,,Liber mirabilium
Liber phisicorum sive auditus phisici,,Physica,,Physics
Liber primus distinctionum super decretales,,,,Liber primus distinctionum super Decretales
Liber privilegiorum septem comunium montanearum Agri Vicentini,,,,Liber privilegiorum
Liber Rabani Anglici Horroscopo intitulatus translatus de Hebraico in Latinum a Dandalo Ylardensi ad instantiam abbatis P. de Visula ... etc,,,,Liber Rabani Anglici Horroscopo intitulatus
Liber rethoricorum /,,Rhetorica ad Herennium.,,Rhetorica ad Herennium
Liber ruralium commodorum,,Ruralia commoda,,Ruralia commoda
"Liber scintillarum, De virtutibus et vitiis, and other collections of excerpts and religious tracts /",,Liber scintillarum,,Liber scintillarum;De virtutibus et vitiis
