ds_id,date_added,date_last_updated,source_type,holding_institution,holding_institution_as_recorded,holding_institution_id_number,holding_institution_shelfmark,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place,production_place_label,production_date_as_recorded,production_date,century,century_aat,dated,uniform_title,uniform_title_as_recorded,uniform_title_agr,title_as_recorded_245,title_as_recorded_245_agr,genre_as_recorded,genre_vocabulary,genre,genre_label,subject_as_recorded,subject,subject_label,author_as_recorded,author_as_recorded_agr,author,author_wikidata,author_instance_of,author_label,artist_as_recorded,artist_as_recorded_agr,artist,artist_label,artist_wikidata,artist_instance_of,scribe_as_recorded,scribe_as_recorded_agr,scribe,scribe_label,scribe_wikidata,scribe_instance_of,language_as_recorded,language,language_label,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner,former_owner_label,former_owner_wikidata,former_owner_instance_of,material_as_recorded,material,material_label,physical_description,note,acknowledgements,data_processed_at,data_source_modified,source_file
,,,marc-xml,Q49117,University of Pennsylvania,9915803973503681,Ms. Codex 88,https://franklin.library.upenn.edu/catalog/FRANKLIN_9915803973503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3nk3676d/manifest,"[Šibenik, Croatia],",http://vocab.getty.edu/tgn/7015447;http://vocab.getty.edu/tgn/7006663,Šibenik;Croatia,1449-1453.,1449^1453,15,http://vocab.getty.edu/aat/300404465,,,Diaeta salutis,"","Via salutis, del dieta","","Annals and chronicles|Codices (bound manuscripts)|Poetry|Prayers|Recipes|Manuscripts, Latin--15th century|Manuscripts, Italian--15th century|Manuscripts, Renaissance",lcgft|aat|lcgft|lcgft|lcgft|local|local|lcsh,http://id.worldcat.org/fast/1919892|http://vocab.getty.edu/aat/300224200|http://id.worldcat.org/fast/1423828|http://id.worldcat.org/fast/1939841|http://id.worldcat.org/fast/1424190|http://id.worldcat.org/fast/1008395;http://id.worldcat.org/fast/923962|http://id.worldcat.org/fast/1008378;http://id.worldcat.org/fast/923962|http://id.worldcat.org/fast/1008472,"Annals and chronicles|codices (bound manuscripts)|Poetry|Prayers|Recipes|Manuscripts, Latin;Fifteenth century|Manuscripts, Italian;Fifteenth century|Manuscripts, Renaissance","Sveti Nikola (Abbey : Šibenik, Croatia)|Christian life--Early works to 1800|Spiritual life--Catholic Church--Early works to 1800|Šibenik (Croatia)",|http://id.worldcat.org/fast/859185;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1130109;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1224473,|Christian life;Early works|Spiritual life--Catholic Church;Early works|Croatia--Šibenik,"Guillaume, de Lanicia, d. after 1310","","","","","","","","","","","","Bilicich, Stephanus","","","","","","Latin, with several items in Italian",Q652;Q397,Italian;Latin,"Libri, Guillaume, 1803-1869|Phillipps, Thomas, Sir, 1792-1872",|,"",|Thomas Phillipps,|Q2147709,|human,"paper, col. ill.",http://vocab.getty.edu/aat/300014109,paper,"Extent: 93 leaves : paper, col. ill. ; 215 x 148 (138 x 85) mm. bound to 221 x 144 mm.","Ms. codex.|Title from heading (f. 1r).|First work, incipit and explicit: (f. 1r) Hec est via ambulate in ea ... (f. 73r) orationes pro dampnatis deus non exaudit.|Colophon (f. 73r): Iste liber est mei fratris Strephani Bilicich, abbatis monasterii sancti Nicolai portus sibenicensis, quem scripsi manu propria. [It is then dated 1449.].|Second work, incipit and explicit: (f. 73r) 1421. Consecrata fuit ecclesia in vodice ... (f. 75r) Dominus Michael dux[?] Seubenico obiit nescio quando.|Incipit of Italian poem (f. 88r): Ara la arena, chi per comune pena [this is repeated as an explicit].",,2022-09-16T16:08:19-04:00,2022-02-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/prototype-data/penn/9915803973503681.xml
,,,marc-xml,Q49117,University of Pennsylvania,9946458153503681,Oversize LJS 25,https://franklin.library.upenn.edu/catalog/FRANKLIN_9946458153503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3463f/manifest,"[Italy,",http://vocab.getty.edu/tgn/1000080,Italy,ca. 1275-1299],1275^1299,13,http://vocab.getty.edu/aat/300404505,,,Metaphysics,"",Liber metaphisice ; Liber ethicorum,"","Manuscripts, Medieval|Manuscripts, Latin--13th century|Codices",lcsh|lcsh|aat,http://id.worldcat.org/fast/1008422|http://id.worldcat.org/fast/1008395;http://id.worldcat.org/fast/1150138|http://vocab.getty.edu/aat/300224200,"Manuscripts, Medieval|Manuscripts, Latin;Thirteenth century|codices (bound manuscripts)",Metaphysics--Early works to 1800|Ethics--Early works to 1800,http://id.worldcat.org/fast/1018304;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/915833;http://id.worldcat.org/fast/1411636,Metaphysics;Early works|Ethics;Early works,Aristotle,"","",Q868,human,Aristotle,"","","","","","","","","","","","",Latin,Q397,Latin,"","","","","","","parchment, col. ill.",http://vocab.getty.edu/aat/300011851,parchment,"Extent: 78 leaves : parchment, col. ill. ; 310 x 220 (190-228 x 123-154) mm. bound to 325 x 228 mm.","Ms. codex.|Title for manuscript from titles for predominant works (in explicits, f. 42v and 77v).",,2022-09-16T16:08:19-04:00,2021-10-11,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/prototype-data/penn/9946458153503681.xml
,,,marc-xml,Q49117,University of Pennsylvania,9946463483503681,LJS 26,https://franklin.library.upenn.edu/catalog/FRANKLIN_9946463483503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3f92w/manifest,"[Italy,",http://vocab.getty.edu/tgn/1000080,Italy,between 1225 and 1275],1225^1275,13,http://vocab.getty.edu/aat/300404505,,,"","",Algorismus,"","Codices|Manuscripts, Medieval|Treatises|Manuscripts, Latin--13th century|Diagrams",aat|lcsh|aat|lcsh|aat,http://vocab.getty.edu/aat/300224200|http://id.worldcat.org/fast/1008422|http://vocab.getty.edu/aat/300026681|http://id.worldcat.org/fast/1008395;http://id.worldcat.org/fast/1150138|http://vocab.getty.edu/aat/300015387,"codices (bound manuscripts)|Manuscripts, Medieval|treatises|Manuscripts, Latin;Thirteenth century|diagrams","Arithmetic--Early works to 1900|Astronomy--Early works to 1800|Astronomy, Medieval|Cosmography--Early works to 1800",http://id.worldcat.org/fast/814484;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/819673;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/819781|http://id.worldcat.org/fast/880594;http://id.worldcat.org/fast/1411636,"Arithmetic;Early works|Astronomy;Early works|Astronomy, Medieval|Cosmography;Early works","Sacro Bosco, Joannes de, active 1230","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,"","","","","","","parchment, ill.",http://vocab.getty.edu/aat/300011851,parchment,"Extent: 30 leaves : parchment, ill. ; 182 x 128-130 (128 x 85) mm. bound to 188 x 138 mm.","Ms. codex.|Title for manuscript from caption title of first work and incipit of second work (f. 1r, 9v); second work is also known as Sphaera mundi.",,2022-09-16T16:08:19-04:00,2021-10-11,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/prototype-data/penn/9946463483503681.xml
,,,marc-xml,Q49117,University of Pennsylvania,9947469813503681,LJS 23,https://franklin.library.upenn.edu/catalog/FRANKLIN_9947469813503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p38040/manifest,"[France or Flanders,",http://vocab.getty.edu/tgn/1000070;http://vocab.getty.edu/tgn/7024097,France;Flanders,between 1250 and 1275],1250^1275,13,http://vocab.getty.edu/aat/300404505,,,De natura rerum.,"",De natura rerum,"","Codices|Manuscripts, Latin--13th century|Manuscripts, Medieval",aat|lcsh|lcsh,http://vocab.getty.edu/aat/300224200|http://id.worldcat.org/fast/1008395;http://id.worldcat.org/fast/1150138|http://id.worldcat.org/fast/1008422,"codices (bound manuscripts)|Manuscripts, Latin;Thirteenth century|Manuscripts, Medieval",Natural history--Pre-Linnean works,http://id.worldcat.org/fast/1034268,Natural history,"Thomas, de Cantimpré, approximately 1200-approximately 1270","","",Q572799,human,Thomas of Cantimpré,"","","","","","","","","","","","",Latin,Q397,Latin,"Gorman, Pierre Patrick, 1924-","","",Pierre Gorman,Q1671373,human,parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 56 leaves : parchment ; 184 x 132 (138 x 105) mm. bound to 185 x 138 mm.,"Transcription, in same modern German hand as notes on front flyleaves and bound in same modern paper binding, boxed with manuscript.|Ms. codex.",,2022-09-16T16:08:19-04:00,2021-10-11,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/prototype-data/penn/9947469813503681.xml
,,,marc-xml,Q49117,University of Pennsylvania,9947594443503681,Oversize LJS 252,https://franklin.library.upenn.edu/catalog/FRANKLIN_9947594443503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p30d1h/manifest,"","","",circa 1300.,1300,14,http://vocab.getty.edu/aat/300404506,,,Physics.,"",Manuscript leaf from Physics,"","Fragments|Manuscripts, Latin--13th century|Manuscripts, Latin--14th century|Manuscripts, Medieval",aat|lcsh|lcsh|lcsh,http://vocab.getty.edu/aat/300117130|http://id.worldcat.org/fast/1008395;http://id.worldcat.org/fast/1150138|http://id.worldcat.org/fast/1008395;http://id.worldcat.org/fast/933420|http://id.worldcat.org/fast/1008422,"fragments (object portions)|Manuscripts, Latin;Thirteenth century|Manuscripts, Latin;Fourteenth century|Manuscripts, Medieval",Physical sciences--Early works to 1800|Physics--Early works to 1800,http://id.worldcat.org/fast/1062723;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1063025;http://id.worldcat.org/fast/1411636,Physical sciences;Early works|Physics;Early works,Aristotle,"","",Q868,human,Aristotle,"","","","","","","","","","","","",In Latin,Q397,Latin,"Schoenberg, Lawrence J","","",Lawrence J. Schoenberg,Q107542788,human,parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 1 parchment ; 316 x 162 (233 x 133) mm.,"",,2022-09-16T16:08:19-04:00,2021-10-11,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/prototype-data/penn/9947594443503681.xml
,,,marc-xml,Q49117,University of Pennsylvania,9947675343503681,LJS 265,https://franklin.library.upenn.edu/catalog/FRANKLIN_9947675343503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3k649t48/manifest,"[Rome?,",http://vocab.getty.edu/tgn/7000874,Rome,before 1464],1464,15,http://vocab.getty.edu/aat/300404465,,,Ruralia commoda,"",Liber ruralium commodorum,"","Illuminations|Facsimiles|Manuscripts, Latin--15th century|Manuscripts, Renaissance",aat|aat|lcsh|lcsh,http://vocab.getty.edu/aat/300264522|http://vocab.getty.edu/aat/300121391|http://id.worldcat.org/fast/1008395;http://id.worldcat.org/fast/923962|http://id.worldcat.org/fast/1008472,"illuminations (paintings)|facsimiles (reproductions)|Manuscripts, Latin;Fifteenth century|Manuscripts, Renaissance",Agriculture--Early works to 1800,http://id.worldcat.org/fast/801355;http://id.worldcat.org/fast/1411636,Agriculture;Early works,"Crescenzi, Pietro de', approximately 1233-approximately 1320","","",Q1933377,human,Pietro de' Crescenzi,"Firenze, Andrea de, 15th cent","","","","","","Traiecto, Petrus de","","","","","",Latin,Q397,Latin,"Caffarelli, Prospero, d. 1500|Pius VI, Pope, 1717-1799|Schoenberg, Lawrence J|Beatty, A. Chester Sir, 1875-1968|Marx, Hermann|Hoe, Robert, 1839-1909",|||||,"",Prospero Caffarelli|Pius VI|Lawrence J. Schoenberg|Alfred Chester Beatty||Robert Hoe III,Q55643327|Q128019|Q107542788|Q1387981||Q3663034,human|human|human|human||human,ill,"","",Extent: 1 online resource (172 leaves) : ill.,"Dimensions of original manuscript:  331 x 227 (210 x 150) mm. bound to 342 x 242 mm.|Title from rubric (f. 7r, viewed on April 28, 2010).",,2022-09-16T16:08:19-04:00,2021-10-11,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/prototype-data/penn/9947675343503681.xml
,,,marc-xml,Q49117,University of Pennsylvania,9947699533503681,LJS 237,https://franklin.library.upenn.edu/catalog/FRANKLIN_9947699533503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3nz80q8v/manifest,"[Padua?, Italy,",http://vocab.getty.edu/tgn/7003085;http://vocab.getty.edu/tgn/1000080,Padua;Italy,ca. 1460],1460,15,http://vocab.getty.edu/aat/300404465,,,De bello Judaico.,"",Quinque libri Egesippi nacione Judei de excidio iudeorum,"","Facsimiles|Histories|Manuscripts, Renaissance|Manuscripts, Latin--15th century|Annotations",aat|aat|lcsh|lcsh|aat,http://vocab.getty.edu/aat/300121391|http://vocab.getty.edu/aat/300026358|http://id.worldcat.org/fast/1008472|http://id.worldcat.org/fast/1008395;http://id.worldcat.org/fast/923962|http://vocab.getty.edu/aat/300026100,"facsimiles (reproductions)|histories (literary works)|Manuscripts, Renaissance|Manuscripts, Latin;Fifteenth century|annotations","Jews--History--Early works to 1800|Jews--History--586 B.C.-70 A.D|Jews--History--Rebellion, 66-73",http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1411628;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1411628;http://id.worldcat.org/fast/1404530,Jews;History;Early works|Jews;History|Jews;History;Jewish Rebellion (66-73 A.D.),"Josephus, Flavius","","",Q134461,human,Josephus,"","","","","","","Lomer, Petrus","","","","","",Latin,Q397,Latin,"Schoenberg, Lawrence J|Gladstone, W. E. 1809-1898|Hahn, Franz Joseph Anton von, 1699-1748",||,"",Lawrence J. Schoenberg|William Ewart Gladstone|Franz Josef von Hahn,Q107542788|Q160852|Q55131021,human|human|human,ill,"","",Extent: 1 online resource (185 leaves) : ill.,"Title from opening rubric (f. 2r, viewed on April 27, 2010).|Dimensions of original manuscript: 288 x 199 (183 x 125) mm. bound to 302 x 216 mm.",,2022-09-16T16:08:19-04:00,2021-10-11,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/prototype-data/penn/9947699533503681.xml
,,,marc-xml,Q49117,University of Pennsylvania,9947974193503681,LJS 27,https://franklin.library.upenn.edu/catalog/FRANKLIN_9947974193503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p30g97/manifest,"[Nola],",http://vocab.getty.edu/tgn/7004644,Nola,1478.,1478,15,http://vocab.getty.edu/aat/300404465,,,"","",Algorismus,"","drawings|codices (bound manuscripts)|treatises|Manuscripts, Italian--15th century|Manuscripts, Renaissance",aat|aat|aat|local|lcsh,http://vocab.getty.edu/aat/300033973|http://vocab.getty.edu/aat/300224200|http://vocab.getty.edu/aat/300026681|http://id.worldcat.org/fast/1008378;http://id.worldcat.org/fast/923962|http://id.worldcat.org/fast/1008472,"drawings (visual works)|codices (bound manuscripts)|treatises|Manuscripts, Italian;Fifteenth century|Manuscripts, Renaissance",Arithmetic--Early works to 1900|Mathematics--Early works to 1800|Merchants--Italy|Nola (Italy),http://id.worldcat.org/fast/814484;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1012163;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1017057;http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/1217539,Arithmetic;Early works|Mathematics;Early works|Merchants;Italy|Italy--Nola,"Muscarello, Pietro Paolo","","","","","","","","","","","","","","","","","",Italian,Q652,Italian,"Scarella, Stefano","","",Stefano Scarella,Q64752134,human,"parchment, col. ill.",http://vocab.getty.edu/aat/300011851,parchment,"Extent: 113 leaves : parchment, col. ill. ; 213 x 154 (144 x 95) mm bound to 220 x 162 mm.",Ms. codex.|Title from introduction (f. 1r).,,2022-09-16T16:08:19-04:00,2021-12-21,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/prototype-data/penn/9947974193503681.xml
,,,marc-xml,Q49117,University of Pennsylvania,9948120243503681,LJS 194,https://franklin.library.upenn.edu/catalog/FRANKLIN_9948120243503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3h37b/manifest,"[Austria?],",http://vocab.getty.edu/tgn/1000062,Austria,[between 1125 and 1175],1125^1175,12,http://vocab.getty.edu/aat/300404504,,,"","",Geometria,"","codices (bound manuscripts)|annotations|diagrams|Manuscripts, Medieval|Manuscripts, Latin--12th century|treatises",aat|aat|aat|lcsh|local|aat,http://vocab.getty.edu/aat/300224200|http://vocab.getty.edu/aat/300026100|http://vocab.getty.edu/aat/300015387|http://id.worldcat.org/fast/1008422|http://id.worldcat.org/fast/1008395;http://id.worldcat.org/fast/1159791|http://vocab.getty.edu/aat/300026681,"codices (bound manuscripts)|annotations|diagrams|Manuscripts, Medieval|Manuscripts, Latin;Twelfth century|treatises",Geometry--Early works to 1800|Astrolabes--Early works to 1800,http://id.worldcat.org/fast/940864;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/819392;http://id.worldcat.org/fast/1411636,Geometry;Early works|Astrolabes;Early works,"Sylvester II, Pope, ca. 945-1003","","",Q172383,human,Sylvester II,"","","","","","","","","","","","",Latin,Q397,Latin,"Haimmiller, M|Ebner von Eschenbach, Hieronymus Wilhelm, 1673-1752|Stanitz, John D|Phillipps, Thomas, Sir, 1792-1872|Horblit, Harrison D|Bohn, John, 1757-1843",|||||,"",|Hieronymus Wilhelm Ebner von Eschenbach||Thomas Phillipps||,|Q15452636||Q2147709||,|human||human||,"parchment, ill.",http://vocab.getty.edu/aat/300011851,parchment,"Extent: 56 leaves : parchment, ill. ; 155 x 106 (121 x 78) mm bound to 163 x 113 mm.",Ms. codex.|Title supplied by cataloger.,,2022-09-16T16:08:19-04:00,2021-12-21,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/prototype-data/penn/9948120243503681.xml
,,,marc-xml,Q49117,University of Pennsylvania,9948124823503681,LJS 216,https://franklin.library.upenn.edu/catalog/FRANKLIN_9948124823503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3133g/manifest,"[Paris?, France],",http://vocab.getty.edu/tgn/7008038;http://vocab.getty.edu/tgn/1000070,Paris;France,[between 1256 and 1270],1256^1270,13,http://vocab.getty.edu/aat/300404505,,,Sphaera mundi,"",Tractatum de spera ... etc,"","codices (bound manuscripts)|diagrams|illuminations|Manuscripts, Medieval|Manuscripts, Latin--13th century|treatises",aat|aat|aat|lcsh|local|aat,http://vocab.getty.edu/aat/300224200|http://vocab.getty.edu/aat/300015387|http://vocab.getty.edu/aat/300264522|http://id.worldcat.org/fast/1008422|http://id.worldcat.org/fast/1008395;http://id.worldcat.org/fast/1150138|http://vocab.getty.edu/aat/300026681,"codices (bound manuscripts)|diagrams|illuminations (paintings)|Manuscripts, Medieval|Manuscripts, Latin;Thirteenth century|treatises","Arithmetic--Early works to 1900|Time measurements--Early works to 1800|Astronomy, Medieval|Cosmology--Early works to 1800|Astronomy--Early works to 1800",http://id.worldcat.org/fast/814484;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1151135;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/819781|http://id.worldcat.org/fast/880600;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/819673;http://id.worldcat.org/fast/1411636,"Arithmetic;Early works|Time measurements;Early works|Astronomy, Medieval|Cosmology;Early works|Astronomy;Early works","Sacro Bosco, Joannes de, active 1230","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,"Honeyman, Robert B|Stanitz, John D",|,"",|,|,|,"parchment, col. ill.",http://vocab.getty.edu/aat/300011851,parchment,"Extent: 58 leaves : parchment, col. ill. ; 165 x 110 (97 x 59) mm bound to 171 x 120 mm.",Ms. codex.|Title from incipit (f. 1r).,,2022-09-16T16:08:19-04:00,2021-12-22,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/prototype-data/penn/9948124823503681.xml
,,,marc-xml,Q49117,University of Pennsylvania,9948175023503681,LJS 223,https://franklin.library.upenn.edu/catalog/FRANKLIN_9948175023503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3n00zt9k/manifest,"[Bavaria],",http://vocab.getty.edu/tgn/7003669,Bavaria,[circa 1510],1510,16,http://vocab.getty.edu/aat/300404510,,,"","",Questiones logicales ... etc,"","commentaries|annotations|codices (bound manuscripts)|diagrams|Manuscripts, Renaissance|Manuscripts, Latin--16th century|treatises",aat|aat|aat|aat|lcsh|local|aat,http://vocab.getty.edu/aat/300026098|http://vocab.getty.edu/aat/300026100|http://vocab.getty.edu/aat/300224200|http://vocab.getty.edu/aat/300015387|http://id.worldcat.org/fast/1008472|http://id.worldcat.org/fast/1008395;http://id.worldcat.org/fast/1119851|http://vocab.getty.edu/aat/300026681,"commentaries|annotations|codices (bound manuscripts)|diagrams|Manuscripts, Renaissance|Manuscripts, Latin;Sixteenth century|treatises","Aristotle.--De interpretatione|Aristotle.--Posterior analytics|Aristotle.--Categoriae|Aristotle.--Physics|Aristotle--Criticism and interpretation--Early works to 1800|Dulaert, Johannes|Lefèvre d'Étaples, Jacques,--d. 1536|Logic--Early works to 1800|Physics--Early works to 1800",http://id.worldcat.org/fast/29885;http://id.worldcat.org/fast/1359296|http://id.worldcat.org/fast/29885;http://id.worldcat.org/fast/1356595|http://id.worldcat.org/fast/29885;http://id.worldcat.org/fast/1357313|http://id.worldcat.org/fast/29885;http://id.worldcat.org/fast/1356964|http://id.worldcat.org/fast/29885;http://id.worldcat.org/fast/1198648;http://id.worldcat.org/fast/1411636||http://id.worldcat.org/fast/1830400|http://id.worldcat.org/fast/1002014;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1063025;http://id.worldcat.org/fast/1411636,"Aristotle;De interpretatione (Aristotle)|Aristotle;Posterior analytics (Aristotle)|Aristotle;Categoriae (Aristotle)|Aristotle;Physics (Aristotle)|Aristotle;Criticism and interpretation;Early works||Lefèvre d'Étaples, Jacques, -1536|Logic;Early works|Physics;Early works","","","","","","","","","","","","","Ungelter, Theodoricus","","","","","",Latin,Q397,Latin,"","","","","","","paper, col. ill.",http://vocab.getty.edu/aat/300014109,paper,"Extent: 206 leaves : paper, col. ill. ; 270 x 200 (204 x 115) mm bound to 280 x 215 mm.",Title for manuscript from rubric for first work (f. 1r).|Ms. codex.,,2022-09-16T16:08:19-04:00,2021-12-22,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/prototype-data/penn/9948175023503681.xml
