subject_as_recorded,subfield_codes,vocab,source_authority_uri,authorized_label,structured_value,ds_qid
Public law--Holy Roman Empire--Early works to 1800,a--z--v,0,,Public law;Europe--Holy Roman Empire;Early works,http://id.worldcat.org/fast/1082619;http://id.worldcat.org/fast/1205344;http://id.worldcat.org/fast/1411636,Q48500;Q4317;Q300
Puja (Hinduism),a,0,,Puja (Hinduism),http://id.worldcat.org/fast/1202155,Q26746
Puja (Hinduism),a,0,http://id.loc.gov/authorities/subjects/sh2004002208,Puja (Hinduism),http://id.worldcat.org/fast/1202155,Q26746
Puja (Hinduism),a,fast,http://id.worldcat.org/fast/1202155,Puja (Hinduism),http://id.worldcat.org/fast/1202155,Q26746
Puja (Hinduism)--Early works to 1800,a--v,0,,Puja (Hinduism);Early works,http://id.worldcat.org/fast/1202155;http://id.worldcat.org/fast/1411636,Q26746;Q300
Pulse,a,fast,(OCoLC)fst01083921,Pulse,http://id.worldcat.org/fast/1083921,Q11218
Pulse.,a,fast,(OCoLC)fst01083921,Pulse,http://id.worldcat.org/fast/1083921,Q11218
Pulse--Early works to 1800,a--v,0,(uri) http://id.loc.gov/authorities/subjects/sh85109028,Pulse;Early works,http://id.worldcat.org/fast/1083921;http://id.worldcat.org/fast/1411636,Q11218;Q300
Pulse--Early works to 1800.,a--v,0,(uri) http://id.loc.gov/authorities/subjects/sh85109028,Pulse;Early works,http://id.worldcat.org/fast/1083921;http://id.worldcat.org/fast/1411636,Q11218;Q300
Pulse--Measurement,a--x,fast,http://id.worldcat.org/fast/1083923,Pulse--Measurement,http://id.worldcat.org/fast/1083923,Q27308
Pulse--Measurement,a--x,0,http://id.loc.gov/authorities/subjects/sh85109029,Pulse--Measurement,http://id.worldcat.org/fast/1083923,Q27308
"Punic War, 1st, 264-241 B.C.",a,0,,Punic War (1st) (264-241 B.C.),http://id.worldcat.org/fast/1084092,Q48279
"Punic War, 1st, 264-241 B.C.--Early works to 1800",a--v,0,,Punic War (1st) (264-241 B.C.);Early works,http://id.worldcat.org/fast/1084092;http://id.worldcat.org/fast/1411636,Q48279;Q300
"Punic War, 1st, 264-241 B.C.--History",a--x,0,,Punic War (1st) (264-241 B.C.);History,http://id.worldcat.org/fast/1084092;http://id.worldcat.org/fast/958235,Q48279;Q6879
"Punic War, 2nd, 218-201 B.C",a,0,,Punic War (2nd) (218-201 B.C.),http://id.worldcat.org/fast/1084093,Q39060
Punishment (Canon law),a,0,http://id.loc.gov/authorities/subjects/sh85109116,Punishment (Canon law),http://id.worldcat.org/fast/1084132,Q7456
Punishment (Canon law),a,fast,http://id.worldcat.org/fast/1084132,Punishment (Canon law),http://id.worldcat.org/fast/1084132,Q7456
Puns and punning--Early works to 1800,a--v,0,,Puns and punning;Early works,http://id.worldcat.org/fast/1084159;http://id.worldcat.org/fast/1411636,Q7381;Q300
Purchasing,a,fast,http://id.worldcat.org/fast/1084263,Purchasing,http://id.worldcat.org/fast/1084263,Q76456
Pureté rituelle--Judaïsme--Ouvrages avant 1800,a--x--v,6,(CaQQLa)201-0030738--(CaQQLa)201-0030738--(CaQQLa)201-0377050,"Purity, Ritual--Judaism;Early works",http://id.worldcat.org/fast/1084389;http://id.worldcat.org/fast/1411636,Q75444;Q300
Purgatory,a,fast,http://id.worldcat.org/fast/1084326,Purgatory,http://id.worldcat.org/fast/1084326,Q7660
Purgatory.,a,fast,http://id.worldcat.org/fast/1084326,Purgatory,http://id.worldcat.org/fast/1084326,Q7660
Purgatory--Early works to 1800,a--v,0,http://id.loc.gov/authorities/subjects/sh2010109177,Purgatory;Early works,http://id.worldcat.org/fast/1084326;http://id.worldcat.org/fast/1411636,Q7660;Q300
Purgatory--Early works to 1800.,a--v,0,http://id.loc.gov/authorities/subjects/sh2010109177,Purgatory;Early works,http://id.worldcat.org/fast/1084326;http://id.worldcat.org/fast/1411636,Q7660;Q300
Purgatory--Poetry--Early works to 1800,a--v--v,0,,Purgatory;Poetry;Early works,http://id.worldcat.org/fast/1084326;http://id.worldcat.org/fast/1423828;http://id.worldcat.org/fast/1411636,Q7660;Q247;Q300
Purim,a,fast,http://id.worldcat.org/fast/1084333,Purim,http://id.worldcat.org/fast/1084333,Q75114
Purim,a,0,http://id.loc.gov/authorities/subjects/sh85109186,Purim,http://id.worldcat.org/fast/1084333,Q75114
Purim--Commentaries--History and criticism,a--x--x,0,,"Purim;Commentaries;Criticism, interpretation, etc.",http://id.worldcat.org/fast/1084333;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411635,Q75114;Q2812;Q177
Purim--Drama,a--v,0,http://id.loc.gov/authorities/subjects/sh2010109179,Purim;Drama,http://id.worldcat.org/fast/1084333;http://id.worldcat.org/fast/1423879,Q75114;Q3010
Purim--Early works to 1800,a--v,0,,Purim;Early works,http://id.worldcat.org/fast/1084333;http://id.worldcat.org/fast/1411636,Q75114;Q300
Purim in literature--Early works to 1800,a--v,0,,Purim in literature;Early works,http://id.worldcat.org/fast/1084338;http://id.worldcat.org/fast/1411636,Q74990;Q300
Purim in rabbinical literature--Early works to 1800,a--v,0,,Purim in rabbinical literature;Early works,http://id.worldcat.org/fast/1084339;http://id.worldcat.org/fast/1411636,Q75067;Q300
Purim--Liturgy,a--x,fast,http://id.worldcat.org/fast/1084335,Purim--Liturgy,http://id.worldcat.org/fast/1084335,Q16376
Purim--Liturgy--19th century,a--x--y,0,,Purim--Liturgy;Nineteenth century,http://id.worldcat.org/fast/1084335;http://id.worldcat.org/fast/1037841,Q16376;Q3538
Purim--Liturgy--Early works to 1800,a--x--v,0,,Purim--Liturgy;Early works,http://id.worldcat.org/fast/1084335;http://id.worldcat.org/fast/1411636,Q16376;Q300
Purim -- Liturgy -- Texts,,ds-subject,,Purim--Liturgy;Texts,http://id.worldcat.org/fast/1084335;http://id.worldcat.org/fast/1423705,Q16376;Q3066
Purim--Liturgy--Texts,a--x--v,0,,Purim--Liturgy;Texts,http://id.worldcat.org/fast/1084335;http://id.worldcat.org/fast/1423705,Q16376;Q3066
Purim--Liturgy--Texts.,a--x--v,0,,Purim--Liturgy;Texts,http://id.worldcat.org/fast/1084335;http://id.worldcat.org/fast/1423705,Q16376;Q3066
Purim parodies--Early works to 1800,a--v,0,,Purim parodies;Early works,http://id.worldcat.org/fast/1084340;http://id.worldcat.org/fast/1411636,Q74989;Q300
Purim--Poetry,a--v,0,,Purim;Poetry,http://id.worldcat.org/fast/1084333;http://id.worldcat.org/fast/1423828,Q75114;Q247
Purim--Prayers--Liturgy--19th century,a--x--x--y,0,,Purim;Prayers;Liturgics;Nineteenth century,http://id.worldcat.org/fast/1084333;http://id.worldcat.org/fast/1074737;http://id.worldcat.org/fast/1000579;http://id.worldcat.org/fast/1037841,Q75114;Q153;Q207;Q3538
"Purity, Ritual",a,fast,http://id.worldcat.org/fast/1084384,"Purity, Ritual",http://id.worldcat.org/fast/1084384,Q11362
"Purity, Ritual",a,0,http://id.loc.gov/authorities/subjects/sh85109196,"Purity, Ritual",http://id.worldcat.org/fast/1084384,Q11362
"Purity, Ritual--Early works to 1800",a--v,0,,"Purity, Ritual;Early works",http://id.worldcat.org/fast/1084384;http://id.worldcat.org/fast/1411636,Q11362;Q300
"Purity, Ritual--Early works to 1800.",a--v,0,,"Purity, Ritual;Early works",http://id.worldcat.org/fast/1084384;http://id.worldcat.org/fast/1411636,Q11362;Q300
"Purity, Ritual--Hinduism",a--x,0,http://id.loc.gov/authorities/subjects/sh85109198,"Purity, Ritual--Hinduism",http://id.worldcat.org/fast/1084386,Q27061
"Purity, Ritual--Hinduism",a--x,fast,http://id.worldcat.org/fast/1084386,"Purity, Ritual--Hinduism",http://id.worldcat.org/fast/1084386,Q27061
"Purity, Ritual--Hinduism--Early works to 1800",a--x--v,0,,"Purity, Ritual--Hinduism;Early works",http://id.worldcat.org/fast/1084386;http://id.worldcat.org/fast/1411636,Q27061;Q300
"Purity, Ritual--Hinduism--Early works to 1800",a--x--x,0,,"Purity, Ritual--Hinduism;Early works",http://id.worldcat.org/fast/1084386;http://id.worldcat.org/fast/1411636,Q27061;Q300
"Purity, Ritual--Islam",a--x,fast,,"Purity, Ritual--Islam",http://id.worldcat.org/fast/1084388,Q11216
"Purity, Ritual--Islam",a--x,0,,"Purity, Ritual--Islam",http://id.worldcat.org/fast/1084388,Q11216
"Purity, Ritual--Islam--Early works to 1800",a--x--v,0,,"Purity, Ritual--Islam;Early works",http://id.worldcat.org/fast/1084388;http://id.worldcat.org/fast/1411636,Q11216;Q300
"Purity, Ritual--Islam--Early works to 1800.",a--x--v,0,,"Purity, Ritual--Islam;Early works",http://id.worldcat.org/fast/1084388;http://id.worldcat.org/fast/1411636,Q11216;Q300
"Purity, Ritual--Judaism",a--x,fast,(OCoLC)fst01084389,"Purity, Ritual--Judaism",http://id.worldcat.org/fast/1084389,Q75444
"Purity, Ritual--Judaism--Early works to 1800",a--x--v,0,,"Purity, Ritual--Judaism;Early works",http://id.worldcat.org/fast/1084389;http://id.worldcat.org/fast/1411636,Q75444;Q300
Pushto poetry--18th century,a--y,0,,Pushto poetry;Eighteenth century,http://id.worldcat.org/fast/1084459;http://id.worldcat.org/fast/904058,Q48853;Q3024
Putti (motifs),,ds-subject,,Cherubs (Art),http://id.worldcat.org/fast/1744093,Q76564
Puzzle initial,,openn-keywords,,decorated initials,http://vocab.getty.edu/aat/300417548,Q10807
Puzzle initial,,openn-subjects,,decorated initials,http://vocab.getty.edu/aat/300417548,Q10807
Puzzles,a,0,http://id.loc.gov/authorities/subjects/sh85109260,Puzzles,http://id.worldcat.org/fast/1084492,Q26724
Puzzles,a,fast,http://id.worldcat.org/fast/1084492,Puzzles,http://id.worldcat.org/fast/1084492,Q26724
Pyramides--Égypte--Ouvrages avant 1800,a--z--v,6,,Pyramids;Egypt;Early works,http://id.worldcat.org/fast/1084583;http://id.worldcat.org/fast/1208755;http://id.worldcat.org/fast/1411636,Q110422;Q11259;Q300
Pyramids,a,fast,,Pyramids,http://id.worldcat.org/fast/1084583,Q110422
Pyramids--Egypt--Early works to 1800,a--z--v,0,,Pyramids;Egypt;Early works,http://id.worldcat.org/fast/1084583;http://id.worldcat.org/fast/1208755;http://id.worldcat.org/fast/1411636,Q110422;Q11259;Q300
Pythagoras and Pythagorean school,a,fast,http://id.worldcat.org/fast/1084727,Pythagoras and Pythagorean school,http://id.worldcat.org/fast/1084727,Q2990
Pythagoras and Pythagorean school.,a,fast,http://id.worldcat.org/fast/1084727,Pythagoras and Pythagorean school,http://id.worldcat.org/fast/1084727,Q2990
Pythagoras and Pythagorean school--Early works to 1800,a--v,0,,Pythagoras and Pythagorean school;Early works,http://id.worldcat.org/fast/1084727;http://id.worldcat.org/fast/1411636,Q2990;Q300
Pythagoras and Pythagorean school--Early works to 1800.,a--v,0,,Pythagoras and Pythagorean school;Early works,http://id.worldcat.org/fast/1084727;http://id.worldcat.org/fast/1411636,Q2990;Q300
Qādirīyah,a,0,,Qādirīyah,http://id.worldcat.org/fast/1086201,Q54938
Qādirīyah,a,fast,,Qādirīyah,http://id.worldcat.org/fast/1086201,Q54938
Qādirīyah--Customs and practices--Early works to 1800,a--x--v,0,,Qādirīyah;Sufism--Customs and practices;Early works,http://id.worldcat.org/fast/1086201;http://id.worldcat.org/fast/1137259;http://id.worldcat.org/fast/1411636,Q54938;Q48767;Q300
Qādirīyah--Early works to 1800,a--v,0,(uri) http://id.loc.gov/authorities/subjects/sh85109389,Qādirīyah;Early works,http://id.worldcat.org/fast/1086201;http://id.worldcat.org/fast/1411636,Q54938;Q300
Qādirīyah members,a,fast,,Qādirīyah members,http://id.worldcat.org/fast/1086203,Q54948
Qādirīyah members--Biography--Early works to 1800,a--v--v,0,,Qādirīyah members;Biographies;Early works,http://id.worldcat.org/fast/1086203;http://id.worldcat.org/fast/1919896;http://id.worldcat.org/fast/1411636,Q54948;Q3051;Q300
Qādirīyah--Turkey,a--z,0,,Qādirīyah;Turkey,http://id.worldcat.org/fast/1086201;http://id.worldcat.org/fast/1208963,Q54938;Q4294
Qaṣīda,a,6,,Qasidas,http://id.worldcat.org/fast/1084814,Q106611
Qasidas,a,0,,Qasidas,http://id.worldcat.org/fast/1084814,Q106611
Qasidas,a,fast,,Qasidas,http://id.worldcat.org/fast/1084814,Q106611
Qasidas--15th century,a--y,0,,Qasidas;Fifteenth century,http://id.worldcat.org/fast/1084814;http://id.worldcat.org/fast/923962,Q106611;Q154
Qiblah,a,0,http://id.loc.gov/authorities/subjects/sh85109401--(uri) http://id.loc.gov/authorities/subjects/sh85109401,Qiblah,http://id.worldcat.org/fast/1084840,Q11150
Qiblah,a,fast,(OCoLC)fst01084840,Qiblah,http://id.worldcat.org/fast/1084840,Q11150
Qiblah.,a,fast,(OCoLC)fst01084840,Qiblah,http://id.worldcat.org/fast/1084840,Q11150
"Qiblah--Charts, diagrams, etc.--Specimens",a--v--v,0,,"Qiblah;Charts, diagrams, etc.;Specimens",http://id.worldcat.org/fast/1084840;http://id.worldcat.org/fast/1423732;http://id.worldcat.org/fast/1423861,Q11150;Q38448;Q239
"Qiblah--Charts, diagrams, etc.--Specimens.",a--v--v,0,,"Qiblah;Charts, diagrams, etc.;Specimens",http://id.worldcat.org/fast/1084840;http://id.worldcat.org/fast/1423732;http://id.worldcat.org/fast/1423861,Q11150;Q38448;Q239
Qiblah--Early works to 1800,a--v,0,(uri) http://id.loc.gov/authorities/subjects/sh85109401,Qiblah;Early works,http://id.worldcat.org/fast/1084840;http://id.worldcat.org/fast/1411636,Q11150;Q300
Qiblah--Early works to 1800.,a--v,0,(uri) http://id.loc.gov/authorities/subjects/sh85109401,Qiblah;Early works,http://id.worldcat.org/fast/1084840;http://id.worldcat.org/fast/1411636,Q11150;Q300
Quadrants (Astronomical instruments),a,0,,Quadrants (Astronomical instruments),http://id.worldcat.org/fast/1084859,Q3570
Quadrants (Astronomical instruments),a,fast,http://id.worldcat.org/fast/1084859,Quadrants (Astronomical instruments),http://id.worldcat.org/fast/1084859,Q3570
Quadrants (Astronomical instruments)--Early works to 1800,a--v,0,,Quadrants (Astronomical instruments);Early works,http://id.worldcat.org/fast/1084859;http://id.worldcat.org/fast/1411636,Q3570;Q300
Quadrants (Astronomical instruments)--Early works to 1800.,a--v,0,,Quadrants (Astronomical instruments);Early works,http://id.worldcat.org/fast/1084859;http://id.worldcat.org/fast/1411636,Q3570;Q300
Quadrants (Astronomical instruments)--History--Islamic empire--15th century--Sources,a--x--z--y--v,0,,Quadrants (Astronomical instruments);History;Islamic Empire;Fifteenth century;Sources,http://id.worldcat.org/fast/1084859;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/923962;http://id.worldcat.org/fast/1423900,Q3570;Q6879;Q11211;Q154;Q2769
Quadrants (Instruments)--Ouvrages avant 1800,a--v,6,,Quadrants (Astronomical instruments);Early works,http://id.worldcat.org/fast/1084859;http://id.worldcat.org/fast/1411636,Q3570;Q300
Quarantine,a,0,http://id.loc.gov/authorities/subjects/sh85109473,Quarantine,http://id.worldcat.org/fast/1085153,Q12563
"Quatrains, Persian",a,0,http://id.loc.gov/authorities/subjects/sh85109764,"Quatrains, Persian",http://id.worldcat.org/fast/1085515,Q27207
"Quatrains, Persian",a,fast,(OCoLC)fst01085515,"Quatrains, Persian",http://id.worldcat.org/fast/1085515,Q27207
"Quatrains, Persian--Early works to 1800",a--v,0,,"Quatrains, Persian;Early works",http://id.worldcat.org/fast/1085515;http://id.worldcat.org/fast/1411636,Q27207;Q300
Queens--England,a--z,0,,Queens;England,http://id.worldcat.org/fast/1085637;http://id.worldcat.org/fast/1219920,Q39061;Q320
Queens--Scotland--Biography--Early works to 1800,a--z--v--v,0,,Queens;Scotland;Biographies;Early works,http://id.worldcat.org/fast/1085637;http://id.worldcat.org/fast/1206715;http://id.worldcat.org/fast/1919896;http://id.worldcat.org/fast/1411636,Q39061;Q38497;Q3051;Q300
Questions and answers,a,fast,http://id.worldcat.org/fast/1085701,Questions and answers,http://id.worldcat.org/fast/1085701,Q48881
Questions and answers,a,0,http://id.loc.gov/authorities/subjects/sh85109826,Questions and answers,http://id.worldcat.org/fast/1085701,Q48881
Questions and answers--Jews,a--x,fast,http://id.worldcat.org/fast/1085704,Questions and answers--Jews,http://id.worldcat.org/fast/1085704,Q76485
Questions and answers--Jews,a--x,0,,Questions and answers--Jews,http://id.worldcat.org/fast/1085704,Q76485
Quiché Indians--Early works to 1800,a--v,0,,Quiché Indians;Early works,http://id.worldcat.org/fast/1085724;http://id.worldcat.org/fast/1411636,Q66955;Q300
Quiché Indians--Religion--Early works to 1800,a--x--v,0,,Quiché Indians--Religion;Early works,http://id.worldcat.org/fast/1085729;http://id.worldcat.org/fast/1411636,Q66956;Q300
Quiché language--Grammar,a--x,0,,Quiché language--Grammar,http://id.worldcat.org/fast/1085743,Q66959
Quiché language--Texts,a--v,0,,Quiché language;Texts,http://id.worldcat.org/fast/1085742;http://id.worldcat.org/fast/1423705,Q66773;Q3066
Quiché mythology--Early works to 1800,a--v,0,,Quiché mythology;Early works,http://id.worldcat.org/fast/1085747;http://id.worldcat.org/fast/1411636,Q66957;Q300
Qum (Iran)--History--Early works to 1800,a--x--v,0,,Iran--Qum;History;Early works,http://id.worldcat.org/fast/1222001;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1411636,Q48756;Q6879;Q300
"Quotations, Arabic",,openn-subjects,,"Quotations, Arabic",http://id.worldcat.org/fast/1086142,Q11232
"Quotations, Arabic",a,fast,(OCoLC)fst01086142,"Quotations, Arabic",http://id.worldcat.org/fast/1086142,Q11232
"Quotations, Arabic.",a,fast,(OCoLC)fst01086142,"Quotations, Arabic",http://id.worldcat.org/fast/1086142,Q11232
"Quotations, Arabic--Early works to 1800",a--v,0,,"Quotations, Arabic;Early works",http://id.worldcat.org/fast/1086142;http://id.worldcat.org/fast/1411636,Q11232;Q300
"Quotations, Arabic--Early works to 1800.",a--v,0,,"Quotations, Arabic;Early works",http://id.worldcat.org/fast/1086142;http://id.worldcat.org/fast/1411636,Q11232;Q300
"Quotations, Turkish",a,fast,,"Quotations, Turkish",http://id.worldcat.org/fast/1086187,Q54959
"Quotations, Turkish--Early works to 1800",a--v,0,,"Quotations, Turkish;Early works",http://id.worldcat.org/fast/1086187;http://id.worldcat.org/fast/1411636,Q54959;Q300
Qur'an,,ds-subject,,Qurʼan,http://id.worldcat.org/fast/1842877,Q11441
Qur'an Juz' Qad aflaḥa -- Manuscripts,,ds-subject,,Qurʼan;Manuscripts,http://id.worldcat.org/fast/1842877;http://id.worldcat.org/fast/1008230,Q11441;Q38609
Qur'an Juz' Wa mā min dābbatin -- Manuscripts,,ds-subject,,Qurʼan;Manuscripts,http://id.worldcat.org/fast/1842877;http://id.worldcat.org/fast/1008230,Q11441;Q38609
Qur'an--Manuscripts,,ds-subject,,Qurʼan;Manuscripts,http://id.worldcat.org/fast/1842877;http://id.worldcat.org/fast/1008230,Q11441;Q38609
Qurʼan,,ds-subject,,Qurʼan,http://id.worldcat.org/fast/1842877,Q11441
"Qurʼan--Criticism, interpretation, etc.--Early works to 1800",a--x--v,0,,"Qurʼan;Criticism, interpretation, etc.;Early works",http://id.worldcat.org/fast/1842877;http://id.worldcat.org/fast/1411635;http://id.worldcat.org/fast/1411636,Q11441;Q177;Q300
Qurʼanic scholars,a,fast,,Qurʼanic scholars,http://id.worldcat.org/fast/1861325,Q101319
Qurʼanic scholars--Biography--Early works to 1800,a--v--v,0,,Qurʼanic scholars;Biographies;Early works,http://id.worldcat.org/fast/1861325;http://id.worldcat.org/fast/1919896;http://id.worldcat.org/fast/1411636,Q101319;Q3051;Q300
Qurʼan stories,,openn-subjects,,Qurʼan stories,http://id.worldcat.org/fast/1861320,Q18336
Qurʼan stories--Early works to 1800,a--v,0,,Qurʼan stories;Early works,http://id.worldcat.org/fast/1861320;http://id.worldcat.org/fast/1411636,Q18336;Q300
Qurʼan stories--Illustrations,a--v,0,,Qurʼan stories;Illustrated works,http://id.worldcat.org/fast/1861320;http://id.worldcat.org/fast/1423873,Q18336;Q294
Rabbinical courts--19th century,a--y,0,,Rabbinical courts;Nineteenth century,http://id.worldcat.org/fast/1086286;http://id.worldcat.org/fast/1037841,Q75146;Q3538
Rabbinical literature,a,0,http://id.loc.gov/authorities/subjects/sh85110182,Rabbinical literature,http://id.worldcat.org/fast/1086288,Q74874
Rabbinical literature,a,fast,(OCoLC)fst01086288,Rabbinical literature,http://id.worldcat.org/fast/1086288,Q74874
Rabbinical literature--18th century--Bio-bibliography,a--y--v,0,,Rabbinical literature;Eighteenth century;Bio-bibliography,http://id.worldcat.org/fast/1086288;http://id.worldcat.org/fast/904058;http://id.worldcat.org/fast/1423685,Q74874;Q3024;Q48734
Rabbinical literature--Biography--19th century,a--v--y,0,,Rabbinical literature;Biographies;Nineteenth century,http://id.worldcat.org/fast/1086288;http://id.worldcat.org/fast/1919896;http://id.worldcat.org/fast/1037841,Q74874;Q3051;Q3538
Rabbinical literature--Indexes,a--v,0,,Rabbinical literature;Indexes,http://id.worldcat.org/fast/1086288;http://id.worldcat.org/fast/1423761,Q74874;Q11334
Rabbis,a,fast,http://id.worldcat.org/fast/1086311,Rabbis,http://id.worldcat.org/fast/1086311,Q74844
Rabbis,a,0,http://id.loc.gov/authorities/subjects/sh85110190,Rabbis,http://id.worldcat.org/fast/1086311,Q74844
Rabbis (Jewish law)--19th century,a--y,0,,Rabbis (Jewish law);Nineteenth century,http://id.worldcat.org/fast/1741785;http://id.worldcat.org/fast/1037841,Q75140;Q3538
Rabbis--Czech Republic--Prague,a--z--z,0,,Rabbis;Czech Republic--Prague,http://id.worldcat.org/fast/1086311;http://id.worldcat.org/fast/1205207,Q74844;Q38979
Rabbis--Germany--Friedrichstadt (Schleswig-Holstein)--18th century--Correspondence,a--z--z--y--v,0,,Rabbis;Germany--Friedrichstadt (Schleswig-Holstein);Eighteenth century;Correspondence,http://id.worldcat.org/fast/1086311;http://id.worldcat.org/fast/1317247;http://id.worldcat.org/fast/904058;http://id.worldcat.org/fast/2003288,Q74844;Q76515;Q3024;Q5829
Rabbis--Germany--Hamburg--18th century--Correspondence,a--z--z--y--v,0,,Rabbis;Germany--Hamburg;Eighteenth century;Correspondence,http://id.worldcat.org/fast/1086311;http://id.worldcat.org/fast/1214588;http://id.worldcat.org/fast/904058;http://id.worldcat.org/fast/2003288,Q74844;Q75246;Q3024;Q5829
Rabbis--Greece--Biography--19th century,a--z--v--y,0,,Rabbis;Greece;Biographies;Nineteenth century,http://id.worldcat.org/fast/1086311;http://id.worldcat.org/fast/1208380;http://id.worldcat.org/fast/1919896;http://id.worldcat.org/fast/1037841,Q74844;Q8324;Q3051;Q3538
Rabbis--Jerusalem--Office--History--To 1500,a--z--x--x--y,0,,Rabbis--Office;Middle East--Jerusalem;History,http://id.worldcat.org/fast/1086322;http://id.worldcat.org/fast/1216276;http://id.worldcat.org/fast/958235,Q75450;Q7086;Q6879
Rabbis--Office--19th century,a--x--y,0,,Rabbis--Office;Nineteenth century,http://id.worldcat.org/fast/1086322;http://id.worldcat.org/fast/1037841,Q75450;Q3538
Rabbis--Ordination--19th century,a--x--y,0,,Rabbis--Ordination;Nineteenth century,http://id.worldcat.org/fast/1086324;http://id.worldcat.org/fast/1037841,Q75451;Q3538
Rabbis--Ordination--Early works to 1800,a--x--v,0,,Rabbis--Ordination;Early works,http://id.worldcat.org/fast/1086324;http://id.worldcat.org/fast/1411636,Q75451;Q300
Race awareness,a,fast,(OCoLC)fst01086455,Race awareness,http://id.worldcat.org/fast/1086455,Q48393
Race awareness--Spain--17th century,a--z--y,0,,Race awareness;Spain;Seventeenth century,http://id.worldcat.org/fast/1086455;http://id.worldcat.org/fast/1204303;http://id.worldcat.org/fast/1113663,Q48393;Q343;Q2771
Rachat des premiers-nés--Liturgie--Textes,a--x--v,6,(CaQQLa)201-0212778--(CaQQLa)201-0375038--(CaQQLa)201-0375038,Redemption of the first-born;Liturgics;Texts,http://id.worldcat.org/fast/1092259;http://id.worldcat.org/fast/1000579;http://id.worldcat.org/fast/1423705,Q75522;Q207;Q3066
Racially mixed people--Law and legislation--Spain--17th century,a--x--z--y,0,,"Racially mixed people--Legal status, laws, etc.;Spain;Seventeenth century",http://id.worldcat.org/fast/2061589;http://id.worldcat.org/fast/1204303;http://id.worldcat.org/fast/1113663,Q48392;Q343;Q2771
Raga,a,fast,http://id.worldcat.org/fast/1088504,Raga,http://id.worldcat.org/fast/1088504,Q27398
Raga,a,0,http://id.loc.gov/authorities/subjects/sh85110844,Raga,http://id.worldcat.org/fast/1088504,Q27398
Railroad travel--Religious aspects--19th century,a--x--y,0,,Railroad travel;Nineteenth century,http://id.worldcat.org/fast/1088689;http://id.worldcat.org/fast/1037841,Q75527;Q3538
Rain and rainfall,a,fast,http://id.worldcat.org/fast/1089410,Rain and rainfall,http://id.worldcat.org/fast/1089410,Q27071
Rain and rainfall--Religious aspects--Hinduism,a--x--x,0,,Rain and rainfall;Hinduism,http://id.worldcat.org/fast/1089410;http://id.worldcat.org/fast/957121,Q27071;Q27213
Rainbows,a,0,http://id.loc.gov/authorities/subjects/sh85111203,Rainbows,http://id.worldcat.org/fast/1759364,Q48831
Rainbows,a,fast,(OCoLC)fst01759364,Rainbows,http://id.worldcat.org/fast/1759364,Q48831
Rainbows--Early works to 1800,a--v,0,,Rainbows;Early works,http://id.worldcat.org/fast/1759364;http://id.worldcat.org/fast/1411636,Q48831;Q300
Rajab,a,0,http://id.loc.gov/authorities/subjects/sh99010732--(uri) http://id.loc.gov/authorities/subjects/sh99010732,Rajab,http://id.worldcat.org/fast/1089603,Q48798
Rajab,a,fast,(OCoLC)fst01089603,Rajab,http://id.worldcat.org/fast/1089603,Q48798
Rajab--Early works to 1800,a--v,0,,Rajab;Early works,http://id.worldcat.org/fast/1089603;http://id.worldcat.org/fast/1411636,Q48798;Q300
Rajarajeshvari (Hindu deity),a,0,http://id.loc.gov/authorities/subjects/sh2005001357,Rajarajeshvari (Hindu deity),http://id.worldcat.org/fast/1736779,Q27124
Rajarajeshvari (Hindu deity),a,fast,http://id.worldcat.org/fast/1736779,Rajarajeshvari (Hindu deity),http://id.worldcat.org/fast/1736779,Q27124
Rāma (Hindu deity),a,0,,Rāma (Hindu deity),http://id.worldcat.org/fast/1102729,Q27467
Rāma (Hindu deity)--Early works to 1800,a--v,0,,Rāma (Hindu deity);Early works,http://id.worldcat.org/fast/1102729;http://id.worldcat.org/fast/1411636,Q27467;Q300
Ramadan,a,0,,Ramadan,http://id.worldcat.org/fast/1089664,Q11429
Ramadan,a,fast,(OCoLC)fst01089664,Ramadan,http://id.worldcat.org/fast/1089664,Q11429
Ramadan.,a,fast,(OCoLC)fst01089664,Ramadan,http://id.worldcat.org/fast/1089664,Q11429
Ramadan--Early works to 1800,a--v,0,(uri) http://id.loc.gov/authorities/subjects/sh85111271,Ramadan;Early works,http://id.worldcat.org/fast/1089664;http://id.worldcat.org/fast/1411636,Q11429;Q300
Ramadan--Early works to 1800.,a--v,0,(uri) http://id.loc.gov/authorities/subjects/sh85111271,Ramadan;Early works,http://id.worldcat.org/fast/1089664;http://id.worldcat.org/fast/1411636,Q11429;Q300
Ramadan--Ouvrages avant 1800,a--v,6,,Ramadan;Early works,http://id.worldcat.org/fast/1089664;http://id.worldcat.org/fast/1411636,Q11429;Q300
Rams--Religious aspects--Hinduism,a--x--x,fast,http://id.worldcat.org/fast/2017840,Rams--Religious aspects--Hinduism,http://id.worldcat.org/fast/2017840,Q27043
Rams--Religious aspects--Hinduism,a--x--x,0,http://id.loc.gov/authorities/subjects/sh2020003037,Rams--Religious aspects--Hinduism,http://id.worldcat.org/fast/2017840,Q27043
