subject_as_recorded,subfield_codes,vocab,source_authority_uri,authorized_label,structured_value,authorized_label_add,structured_value_add
Divine office (Music),a,fast,http://id.worldcat.org/fast/895764,Divine office (Music),http://id.worldcat.org/fast/895764,,
Dominican sisters.,a,fast,http://id.worldcat.org/fast/896774,Dominican sisters,http://id.worldcat.org/fast/896774,,
Dominican sisters.,a,0,http://id.loc.gov/authorities/subjects/sh89004458,Dominican sisters,http://id.worldcat.org/fast/896774,,
Dowry.,a,fast,http://id.worldcat.org/fast/897264,Dowry,http://id.worldcat.org/fast/897264,,
Dowry.,a,0,http://id.loc.gov/authorities/subjects/sh85039237,Dowry,http://id.worldcat.org/fast/897264,,
Dowry--France--Sources.,a--z--v,0,,Dowry;France;Sources,http://id.worldcat.org/fast/897264;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/1423900,,
Dowry--Italy.,a--z,0,,Dowry;Italy,http://id.worldcat.org/fast/897264;http://id.worldcat.org/fast/1204565,,
Dowry--Spain.,a--z,0,,Dowry;Spain,http://id.worldcat.org/fast/897264;http://id.worldcat.org/fast/1204303,,
"Drayton (Oxfordshire, England)--History.",a--x,0,,England--Drayton (Oxfordshire);History,http://id.worldcat.org/fast/1329394;http://id.worldcat.org/fast/958235,,
Drenthe (Netherlands)--Early works to 1800.,a--v,0,,Netherlands--Drenthe;Early works,http://id.worldcat.org/fast/1205603;http://id.worldcat.org/fast/1411636,,
Dutch poetry.,a,fast,http://id.worldcat.org/fast/899880,Dutch poetry,http://id.worldcat.org/fast/899880,,
Dutch poetry--Early works to 1800.,a--v,0,,Dutch poetry;Early works,http://id.worldcat.org/fast/899880;http://id.worldcat.org/fast/1411636,,
Dyes and dyeing.,a,fast,http://id.worldcat.org/fast/900233,Dyes and dyeing,http://id.worldcat.org/fast/900233,,
Dyes and dyeing--Early works to 1800.,a--v,0,,Dyes and dyeing;Early works,http://id.worldcat.org/fast/900233;http://id.worldcat.org/fast/1411636,,
Dyes and dyeing--Italy--Early works to 1800.,a--z--v,0,,Dyes and dyeing;Italy;Early works,http://id.worldcat.org/fast/900233;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1411636,,
Early maps.,a,0,http://id.loc.gov/authorities/subjects/sh85080863,Early maps,http://id.worldcat.org/fast/1752681,,
Early maps.,a,fast,http://id.worldcat.org/fast/900640,Early maps,http://id.worldcat.org/fast/1752681,,
Earthquakes.,a,fast,http://id.worldcat.org/fast/900899,Earthquakes,http://id.worldcat.org/fast/900899,,
Earthquakes--Italy--Early works to 1800.,a--z--v,0,,Earthquakes;Italy;Early works,http://id.worldcat.org/fast/900899;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1411636,,
Easter.,a,fast,http://id.worldcat.org/fast/901099,Easter,http://id.worldcat.org/fast/901099,,
Easter--Early works to 1800.,a--v,0,,Easter;Early works,http://id.worldcat.org/fast/901099;http://id.worldcat.org/fast/1411636,,
Ecclesiastical geography.,a,fast,http://id.worldcat.org/fast/901288,Ecclesiastical geography,http://id.worldcat.org/fast/901288,,
Ecclesiastical law.,a,fast,http://id.worldcat.org/fast/901292,Ecclesiastical law,http://id.worldcat.org/fast/901292,,
Ecclesiastical law--Early works to 1800.,a--v,0,http://id.loc.gov/authorities/subjects/sh2009124038,Ecclesiastical law;Early works,http://id.worldcat.org/fast/901292;http://id.worldcat.org/fast/1411636,,
Ecclesiastical law--France.,a--z,0,http://id.loc.gov/authorities/subjects/sh2008102514,Ecclesiastical law;France,http://id.worldcat.org/fast/901292;http://id.worldcat.org/fast/1204289,,
Ecija (Spain)--History--13th century--Sources.,a--x--y--v,0,,Spain--Ecija;History;Thirteenth century;Sources,http://id.worldcat.org/fast/1238834;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1150138;http://id.worldcat.org/fast/1423900,,
Economic conditions.,a,fast,http://id.worldcat.org/fast/1919582,Economic conditions,http://id.worldcat.org/fast/1919582,,
Economic policy.,a,fast,http://id.worldcat.org/fast/902025,Economic policy,http://id.worldcat.org/fast/902025,,
"Education, Greek.",a,fast,http://id.worldcat.org/fast/903002,"Education, Greek",http://id.worldcat.org/fast/903002,,
"Education, Greek--Controversial literature.",a--v,0,,"Education, Greek;Controversial literature",http://id.worldcat.org/fast/903002;http://id.worldcat.org/fast/1423907,,
Education.,a,fast,http://id.worldcat.org/fast/902499,Education,http://id.worldcat.org/fast/902499,,
Education--Early works to 1800.,a--v,0,http://id.loc.gov/authorities/subjects/sh2008102738,Education;Early works,http://id.worldcat.org/fast/902499;http://id.worldcat.org/fast/1411636,,
Education of princes.,a,fast,http://id.worldcat.org/fast/902875,Education of princes,http://id.worldcat.org/fast/902875,,
Education of princes--Early works to 1800.,a--v,0,http://id.loc.gov/authorities/subjects/sh2008102794,Education of princes;Early works,http://id.worldcat.org/fast/902875;http://id.worldcat.org/fast/1411636,,
Education--Poetry--Early works to 1800.,a--v--v,0,,Education;Poetry;Early works,http://id.worldcat.org/fast/902499;http://id.worldcat.org/fast/1423828;http://id.worldcat.org/fast/1411636,,
Eichstätt (Germany)--Church history--Sources.,a--x--v,0,,Germany--Eichstätt;Church history;Sources,http://id.worldcat.org/fast/1214415;http://id.worldcat.org/fast/1411629;http://id.worldcat.org/fast/1423900,,
Elchingen (Germany),a,0,http://id.loc.gov/authorities/names/n80053799,Germany--Elchingen,http://id.worldcat.org/fast/1208592,,
Election law (Canon law),a,fast,http://id.worldcat.org/fast/904314,Election law (Canon law),http://id.worldcat.org/fast/904314,,
Election law (Canon law)--Early works to 1800.,a--v,0,,Election law (Canon law);Early works,http://id.worldcat.org/fast/904314;http://id.worldcat.org/fast/1411636,,
Elections.,a,fast,http://id.worldcat.org/fast/904324,Elections,http://id.worldcat.org/fast/904324,,
Elections--Early works to 1800.,a--v,0,,Elections;Early works,http://id.worldcat.org/fast/904324;http://id.worldcat.org/fast/1411636,,
Electors (Kurfürsten),a,fast,http://id.worldcat.org/fast/904389,Electors (Kurfürsten),http://id.worldcat.org/fast/904389,,
Electors (Kurfürsten),a,0,http://id.loc.gov/authorities/subjects/sh85041565,Electors (Kurfürsten),http://id.worldcat.org/fast/904389,,
"Elegiac poetry, Latin.",a,fast,http://id.worldcat.org/fast/907836,"Elegiac poetry, Latin",http://id.worldcat.org/fast/907836,,
"Elegiac poetry, Latin.",a,0,http://id.loc.gov/authorities/subjects/sh85042482,"Elegiac poetry, Latin",http://id.worldcat.org/fast/907836,,
Emperors--Rome--Biography.,a--z--v,0,http://id.loc.gov/authorities/subjects/sh2008103002,Emperors;Rome (Empire);Biographies,http://id.worldcat.org/fast/908898;http://id.worldcat.org/fast/1204885;http://id.worldcat.org/fast/1919896,,
Emperors--Rome--Drama.,a--z--v,0,,Emperors;Rome (Empire);Drama,http://id.worldcat.org/fast/908898;http://id.worldcat.org/fast/1204885;http://id.worldcat.org/fast/1423879,,
Emperors--Rome--Early works to 1800.,a--z--v,0,,,,Emperors;Rome (Empire);Early works,http://id.worldcat.org/fast/908898;http://id.worldcat.org/fast/1204885;http://id.worldcat.org/fast/1411636
"Encyclopedias and dictionaries, Persian.",a,fast,http://id.worldcat.org/fast/909604,"Encyclopedias and dictionaries, Persian",http://id.worldcat.org/fast/909604,,
"Encyclopedias and dictionaries, Persian--Early works to 1600.",a--y,0,,"Encyclopedias and dictionaries, Persian;Early works",http://id.worldcat.org/fast/909604;http://id.worldcat.org/fast/1411636,,
Encyclopedias and dictionaries.,a,fast,http://id.worldcat.org/fast/909533,Encyclopedias and dictionaries,http://id.worldcat.org/fast/909533,,
Encyclopedias and dictionaries--Early works to 1600.,a--v,0,http://id.loc.gov/authorities/subjects/sh85042998,Encyclopedias and dictionaries;Early works,http://id.worldcat.org/fast/909533;http://id.worldcat.org/fast/1411636,,
End of the world.,a,fast,http://id.worldcat.org/fast/909634,End of the world,http://id.worldcat.org/fast/909634,,
End of the world--Early works to 1800.,a--v,0,,End of the world;Early works,http://id.worldcat.org/fast/909634;http://id.worldcat.org/fast/1411636,,
England.,a,fast,http://id.worldcat.org/fast/1219920,England,http://id.worldcat.org/fast/1219920,,
England--Cheshire.,a--z,fast,http://id.worldcat.org/fast/1211757,England--Cheshire,http://id.worldcat.org/fast/1211757,,
England--Derbyshire.,a--z,fast,http://id.worldcat.org/fast/1202650,England--Derbyshire,http://id.worldcat.org/fast/1202650,,
England--Devon.,a--z,fast,http://id.worldcat.org/fast/1206047,England--Devon,http://id.worldcat.org/fast/1206047,,
England--Lancashire.,a--z,fast,http://id.worldcat.org/fast/1204978,England--Lancashire,http://id.worldcat.org/fast/1204978,,
England--Nottinghamshire.,a--z,fast,http://id.worldcat.org/fast/1206866,England--Nottinghamshire,http://id.worldcat.org/fast/1206866,,
England--Suffolk.,a--z,fast,http://id.worldcat.org/fast/1212535,England--Suffolk,http://id.worldcat.org/fast/1212535,,
England--Warwickshire.,a--z,fast,http://id.worldcat.org/fast/1212375,England--Warwickshire,http://id.worldcat.org/fast/1212375,,
English literature.,a,fast,http://id.worldcat.org/fast/911989,English literature,http://id.worldcat.org/fast/911989,,
English literature--16th century.,a--y,0,,English literature;Sixteenth century,http://id.worldcat.org/fast/911989;http://id.worldcat.org/fast/1119851,,
"English literature--Middle English, 1100-1500.",a--y,0,http://id.loc.gov/authorities/subjects/sh85043778,English literature--Middle English,http://id.worldcat.org/fast/1710961,,
English literature--Middle English.,a--x,fast,http://id.worldcat.org/fast/1710961,English literature--Middle English,http://id.worldcat.org/fast/1710961,,
English poetry.,a,fast,http://id.worldcat.org/fast/912278,English poetry,http://id.worldcat.org/fast/912278,,
English poetry--16th century.,a--y,0,,English poetry;Sixteenth century,http://id.worldcat.org/fast/912278;http://id.worldcat.org/fast/1119851,,
"English poetry--Middle English, 1100-1500.",a--y,0,http://id.loc.gov/authorities/subjects/sh85043933,English poetry--Middle English,http://id.worldcat.org/fast/1710964,,
English poetry--Middle English.,a--x,fast,http://id.worldcat.org/fast/1710964,English poetry--Middle English,http://id.worldcat.org/fast/1710964,,
Ephemerides.,a,fast,http://id.worldcat.org/fast/913680,Ephemerides,http://id.worldcat.org/fast/913680,,
Ephemerides--Early works to 1800.,a--v,0,,Ephemerides;Early works,http://id.worldcat.org/fast/913680;http://id.worldcat.org/fast/1411636,,
"Epigrams, Latin.",a,0,http://id.loc.gov/authorities/subjects/sh85044394,"Epigrams, Latin",http://id.worldcat.org/fast/914156,,
"Epigrams, Latin.",a,fast,http://id.worldcat.org/fast/914156,"Epigrams, Latin",http://id.worldcat.org/fast/914156,,
"Epigrams, Latin (Medieval and modern)",a,0,http://id.loc.gov/authorities/subjects/sh88005741,"Epigrams, Latin (Medieval and modern)",http://id.worldcat.org/fast/914160,,
"Epigrams, Latin (Medieval and modern)",a,fast,http://id.worldcat.org/fast/914160,"Epigrams, Latin (Medieval and modern)",http://id.worldcat.org/fast/914160,,
Epistolaries--Early works to 1800.,a--v,0,,,,Epistolaries;Early works,http://id.worldcat.org/fast/914316;http://id.worldcat.org/fast/1411636
Essex (England)--Early works to 1800.,a--v,0,,England--Essex;Early works,http://id.worldcat.org/fast/1212484;http://id.worldcat.org/fast/1411636,,
Essex (England)--Economic conditions.,a--x,0,,England--Essex;Economic conditions,http://id.worldcat.org/fast/1212484;http://id.worldcat.org/fast/1919582,,
Estonia.,a,fast,http://id.worldcat.org/fast/1223630,Estonia,http://id.worldcat.org/fast/1223630,,
"Ethics, Medieval.",a,0,http://id.loc.gov/authorities/subjects/sh85045112,"Ethics, Medieval",http://id.worldcat.org/fast/915880,,
"Ethics, Medieval.",a,fast,http://id.worldcat.org/fast/915880,"Ethics, Medieval",http://id.worldcat.org/fast/915880,,
Ethics.,a,fast,http://id.worldcat.org/fast/915833,Ethics,http://id.worldcat.org/fast/915833,,
Ethics--Early works to 1800.,a--v,0,http://id.loc.gov/authorities/subjects/sh2008103325,Ethics;Early works,http://id.worldcat.org/fast/915833;http://id.worldcat.org/fast/1411636,,
Ethics--Early works to 1800.,a--v,0,,Ethics;Early works,http://id.worldcat.org/fast/915833;http://id.worldcat.org/fast/1411636,,
Eunomianism.,a,fast,http://id.worldcat.org/fast/916499,Eunomianism,http://id.worldcat.org/fast/916499,,
Eunomianism--Sermons.,a--v,0,,Eunomianism;Sermons,http://id.worldcat.org/fast/916499;http://id.worldcat.org/fast/1423904,,
Europe.,a,fast,http://id.worldcat.org/fast/1245064,Europe,http://id.worldcat.org/fast/1245064,,
Eutychians.,a,fast,http://id.worldcat.org/fast/916956,Eutychians,http://id.worldcat.org/fast/916956,,
Eutychians--Early works to 1800.,a--v,0,,Eutychians;Early works,http://id.worldcat.org/fast/916956;http://id.worldcat.org/fast/1411636,,
Evangeliaries.,a,fast,http://id.worldcat.org/fast/916991,Evangeliaries,http://id.worldcat.org/fast/916991,,
Evangeliaries--Specimens.,a--v,0,,Evangeliaries;Specimens,http://id.worldcat.org/fast/916991;http://id.worldcat.org/fast/1423861,,
Evreux (France)--History--Economic conditions--14th century.,a--x--x--y,0,,France--Evreux;History;Economic conditions;Fourteenth century,http://id.worldcat.org/fast/1214013;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1919582;http://id.worldcat.org/fast/933420,,
Excommunication.,a,fast,http://id.worldcat.org/fast/917737,Excommunication,http://id.worldcat.org/fast/917737,,
Excommunication--Catholic Church.,a--x,fast,http://id.worldcat.org/fast/2023918,Excommunication--Catholic Church,http://id.worldcat.org/fast/2023918,,
Excommunication--Catholic Church.,a--x,0,http://id.loc.gov/authorities/subjects/sh2020011555,Excommunication--Catholic Church,http://id.worldcat.org/fast/2023918,,
Excommunication--Early works to 1800.,a--v,0,,Excommunication;Early works,http://id.worldcat.org/fast/917737;http://id.worldcat.org/fast/1411636,,
Exile (Punishment) in literature.,a,0,http://id.loc.gov/authorities/subjects/sh94009634,Exile (Punishment) in literature,http://id.worldcat.org/fast/918135,,
Exile (Punishment) in literature.,a,fast,http://id.worldcat.org/fast/918135,Exile (Punishment) in literature,http://id.worldcat.org/fast/918135,,
Explosives.,a,fast,http://id.worldcat.org/fast/918611,Explosives,http://id.worldcat.org/fast/918611,,
Explosives--Early works to 1800.,a--v,0,,Explosives;Early works,http://id.worldcat.org/fast/918611;http://id.worldcat.org/fast/1411636,,
Falconry.,a,fast,http://id.worldcat.org/fast/919992,Falconry,http://id.worldcat.org/fast/919992,,
Falconry--Early works to 1800.,a--v,0,http://id.loc.gov/authorities/subjects/sh2008120169,Falconry;Early works,http://id.worldcat.org/fast/919992;http://id.worldcat.org/fast/1411636,,
Families.,a,fast,http://id.worldcat.org/fast/1728849,Families,http://id.worldcat.org/fast/1728849,,
Farm life.,a,fast,http://id.worldcat.org/fast/921052,Farm life,http://id.worldcat.org/fast/921052,,
Farm life--Italy--History.,a--z--x,0,,Farm life;Italy;History,http://id.worldcat.org/fast/921052;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/958235,,
Farm management.,a,fast,http://id.worldcat.org/fast/921070,Farm management,http://id.worldcat.org/fast/921070,,
Farm management--Italy.,a--z,0,,Farm management;Italy,http://id.worldcat.org/fast/921070;http://id.worldcat.org/fast/1204565,,
Farm rents.,a,fast,http://id.worldcat.org/fast/921233,Farm rents,http://id.worldcat.org/fast/921233,,
Farm rents--France--History.,a--z--x,0,,Farm rents;France;History,http://id.worldcat.org/fast/921233;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/958235,,
Fear of God.,a,fast,http://id.worldcat.org/fast/922060,Fear of God,http://id.worldcat.org/fast/922060,,
Fear of God--Early works to 1800.,a--v,0,,Fear of God;Early works,http://id.worldcat.org/fast/922060;http://id.worldcat.org/fast/1411636,,
Ferrara (Italy)--History--15th century.,a--x--y,0,,Italy--Ferrara;History;Fifteenth century,http://id.worldcat.org/fast/1204575;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962,,
Ferrara (Italy)--History--Sources.,a--x--x,0,,Italy--Ferrara;History;Sources,http://id.worldcat.org/fast/1204575;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1423900,,
Festivals.,a,fast,http://id.worldcat.org/fast/923329,Festivals,http://id.worldcat.org/fast/923329,,
Festivals--Italy--Florence.,a--z--z,0,,Festivals;Italy--Florence,http://id.worldcat.org/fast/923329;http://id.worldcat.org/fast/1204699,,
Feudalism.,a,fast,http://id.worldcat.org/fast/923488,Feudalism,http://id.worldcat.org/fast/923488,,
Feudalism--France--History--16th century.,a--z--x--y,0,,Feudalism;France;History;Sixteenth century,http://id.worldcat.org/fast/923488;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1119851,,
