subject_as_recorded,subfield_codes,vocab,source_authority_uri,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
Astrologie iranienne,a,6,,"Astrology, Iranian",http://id.worldcat.org/fast/1745523,Q26975,,,
Divination,a,6,,Divination,http://id.worldcat.org/fast/895747,Q26839,,,
divination,a,aat,,divination,http://vocab.getty.edu/aat/300207879,Q48806,,,
"Astrology, Iranian",a,fast,,,,,"Astrology, Iranian",http://id.worldcat.org/fast/1745523,Q26975
Divination,a,fast,,,,,Divination,http://id.worldcat.org/fast/895747,Q26839
Imāms (Chiites)--Ouvrages avant 1800,a--v,6,,Imams (Shiites);Early works,http://id.worldcat.org/fast/967650;http://id.worldcat.org/fast/1411636,Q48780;Q300,,,
Imams (Shiites),a,fast,,Imams (Shiites),http://id.worldcat.org/fast/967650,Q48780,,,
Shīʿah--Doctrines,a--x,0,,Shīʻah--Doctrines,http://id.worldcat.org/fast/1117948,Q39091,,,
Chiisme--Doctrines,a--x,6,,Shīʻah--Doctrines,http://id.worldcat.org/fast/1117948,Q39091,,,
Shīʻah--Doctrines,a--x,fast,,Shīʻah--Doctrines,http://id.worldcat.org/fast/1117948,Q39091,,,
"Poets, Persian--Biography--Early works to 1800",a--v--v,0,,"Poets, Persian;Biographies;Early works",http://id.worldcat.org/fast/1068011;http://id.worldcat.org/fast/1919896;http://id.worldcat.org/fast/1411636,Q26758;Q3051;Q300,,,
Poètes persans--Biographies--Ouvrages avant 1800,a--v--v,6,,"Poets, Persian;Biographies;Early works",http://id.worldcat.org/fast/1068011;http://id.worldcat.org/fast/1919896;http://id.worldcat.org/fast/1411636,Q26758;Q3051;Q300,,,
"Poets, Persian",a,fast,,,,,"Poets, Persian",http://id.worldcat.org/fast/1068011,Q26758
Islam--Biography,a--v,0,,Islam;Biographies,http://id.worldcat.org/fast/979776;http://id.worldcat.org/fast/1919896,Q3549;Q3051,,,
Islam--Biographies,a--v,6,,Islam;Biographies,http://id.worldcat.org/fast/979776;http://id.worldcat.org/fast/1919896,Q3549;Q3051,,,
Islam,a,fast,,,,,Islam,http://id.worldcat.org/fast/979776,Q3549
Hadith--Study and teaching--Bibliography,a--x--v,0,,Hadith--Study and teaching;Bibliographies,http://id.worldcat.org/fast/950135;http://id.worldcat.org/fast/1919895,Q48807;Q11383,,,
"Hadith--Criticism, interpretation, etc.--Bibliography",a--x--v,0,,"Hadith;Criticism, interpretation, etc.;Bibliographies",http://id.worldcat.org/fast/950112;http://id.worldcat.org/fast/1411635;http://id.worldcat.org/fast/1919895,Q3581;Q177;Q11383,,,
Hadith scholars--Bio-bibliography,a--v,0,,Hadith scholars;Bio-bibliography,http://id.worldcat.org/fast/950141;http://id.worldcat.org/fast/1423685,Q11567;Q48734,,,
"Ḥadīth--Critique, interprétation, etc.--Bibliographie",a--x--v,6,,"Hadith;Criticism, interpretation, etc.;Bibliographies",http://id.worldcat.org/fast/950112;http://id.worldcat.org/fast/1411635;http://id.worldcat.org/fast/1919895,Q3581;Q177;Q11383,,,
Hadith,a,fast,,,,,Hadith,http://id.worldcat.org/fast/950112,Q3581
Hadith scholars,a,fast,,,,,Hadith scholars,http://id.worldcat.org/fast/950141,Q11567
Hadith--Study and teaching,a--x,fast,,Hadith--Study and teaching,http://id.worldcat.org/fast/950135,Q48807,,,
"Agriculture--Handbooks, manuals, etc.--Early works to 1800",a--v--v,0,,Agriculture;Handbooks and manuals;Early works,http://id.worldcat.org/fast/801355;http://id.worldcat.org/fast/1423877;http://id.worldcat.org/fast/1411636,Q326;Q212;Q300,,,
Agriculture--Iran--Early works to 1800,a--z--v,0,,Agriculture;Iran;Early works,http://id.worldcat.org/fast/801355;http://id.worldcat.org/fast/1204889;http://id.worldcat.org/fast/1411636,Q326;Q16384;Q300,,,
Agriculture--Iran--Ouvrages avant 1800,a--z--v,6,,Agriculture;Iran;Early works,http://id.worldcat.org/fast/801355;http://id.worldcat.org/fast/1204889;http://id.worldcat.org/fast/1411636,Q326;Q16384;Q300,,,
Agriculture,a,fast,(OCoLC)fst00801355,,,,Agriculture,http://id.worldcat.org/fast/801355,Q326
Iran,a,fast,(OCoLC)fst01204889,,,,Iran,http://id.worldcat.org/fast/1204889,Q16384
Géographie médiévale--Ouvrages avant 1800,a--v,6,,"Geography, Medieval;Early works",http://id.worldcat.org/fast/940573;http://id.worldcat.org/fast/1411636,Q214;Q300,,,
Geography,a,fast,,,,,Geography,http://id.worldcat.org/fast/940469,Q191
"Geography, Medieval",a,fast,,,,,"Geography, Medieval",http://id.worldcat.org/fast/940573,Q214
Iran,a,fast,,,,,Iran,http://id.worldcat.org/fast/1204889,Q16384
Geomancy,a,0,,,,,Geomancy,http://id.worldcat.org/fast/940820,Q16328
Géomancie,a,6,,Geomancy,http://id.worldcat.org/fast/940820,Q16328,,,
geomancy,a,aat,,geomancy,http://vocab.getty.edu/aat/300239121,Q48808,,,
Geomancy,a,fast,,,,,Geomancy,http://id.worldcat.org/fast/940820,Q16328
Kings and rulers,a,fast,,,,,Kings and rulers,http://id.worldcat.org/fast/987694,Q305
India--History--1000-1765,a--x--y,0,,India;History,http://id.worldcat.org/fast/1210276;http://id.worldcat.org/fast/958235,Q26595;Q6879,,,
India--Kings and rulers,a--x,0,,India;Kings and rulers,http://id.worldcat.org/fast/1210276;http://id.worldcat.org/fast/987694,Q26595;Q305,,,
Empire moghol--Histoire--Ouvrages avant 1800,a--x--v,6,,India--Mughal Empire;History;Early works,http://id.worldcat.org/fast/1240293;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1411636,Q48762;Q6879;Q300,,,
Inde--Histoire--1000-1765,a--x--y,6,,India;History,http://id.worldcat.org/fast/1210276;http://id.worldcat.org/fast/958235,Q26595;Q6879,,,
India--Mughal Empire,a--z,fast,,India--Mughal Empire,http://id.worldcat.org/fast/1240293,Q48762,,,
1000-1765,a,fast,,,,,,,
Astronomy--Iran,a--z,0,,,,,Astronomy;Iran,http://id.worldcat.org/fast/819673;http://id.worldcat.org/fast/1204889,Q166;Q16384
Astronomie--Iran,a--z,6,,Astronomy;Iran,http://id.worldcat.org/fast/819673;http://id.worldcat.org/fast/1204889,Q166;Q16384,,,
Astronomy,a,fast,,,,,Astronomy,http://id.worldcat.org/fast/819673,Q166
Astrology--Early works to 1800,a--v,0,,,,,Astrology;Early works,http://id.worldcat.org/fast/819398;http://id.worldcat.org/fast/1411636,Q258;Q300
Astrologie--Ouvrages avant 1800,a--v,6,,Astrology;Early works,http://id.worldcat.org/fast/819398;http://id.worldcat.org/fast/1411636,Q258;Q300,,,
Astrology,a,fast,,,,,Astrology,http://id.worldcat.org/fast/819398,Q258
Alchemy--Islamic Empire--Early works to 1800,a--z--v,0,,Alchemy;Islamic Empire;Early works,http://id.worldcat.org/fast/804245;http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/1411636,Q3005;Q11211;Q300,,,
Alchimie--Empire islamique--Ouvrages avant 1800,a--z--v,6,,Alchemy;Islamic Empire;Early works,http://id.worldcat.org/fast/804245;http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/1411636,Q3005;Q11211;Q300,,,
Alchemy,a,fast,,,,,Alchemy,http://id.worldcat.org/fast/804245,Q3005
Prose persane--Ouvrages avant 1800,a--v,6,,Persian prose literature;Early works,http://id.worldcat.org/fast/1058548;http://id.worldcat.org/fast/1411636,Q27108;Q300,,,
Persian prose literature,a,fast,,,,,Persian prose literature,http://id.worldcat.org/fast/1058548,Q27108
Islamic ethics--Early works to 1800,a--v,0,,,,,Islamic ethics;Early works,http://id.worldcat.org/fast/979936;http://id.worldcat.org/fast/1411636,Q11320;Q300
Morale islamique--Ouvrages avant 1800,a--v,6,,,,,Islamic ethics;Early works,http://id.worldcat.org/fast/979936;http://id.worldcat.org/fast/1411636,Q11320;Q300
Islamic ethics,a,fast,,,,,Islamic ethics,http://id.worldcat.org/fast/979936,Q11320
Persan (Langue)--Rhétorique--Ouvrages avant 1800,a--x--v,6,,Persian language--Rhetoric;Early works,http://id.worldcat.org/fast/1058499;http://id.worldcat.org/fast/1411636,Q48778;Q300,,,
"Letter writing, Persian",a,fast,,"Letter writing, Persian",http://id.worldcat.org/fast/996745,Q48787,,,
Persian language--Rhetoric,a--x,fast,,Persian language--Rhetoric,http://id.worldcat.org/fast/1058499,Q48778,,,
India--History--Sources,a--x--v,0,,India;History;Sources,http://id.worldcat.org/fast/1210276;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1423900,Q26595;Q6879;Q2769,,,
Astrology,a,0,,,,,Astrology,http://id.worldcat.org/fast/819398,Q258
Astrologie,a,6,,Astrology,http://id.worldcat.org/fast/819398,Q258,,,
astrology,a,aat,,astrology,http://vocab.getty.edu/aat/300054589,Q48809,,,
Iran--Histoire--1501-1736 (Séfévides)--Biographies,a--x--y--v,6,,Iran;History;Biographies,http://id.worldcat.org/fast/1204889;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1919896,Q16384;Q6879;Q3051,,,
1500-1799,a,fast,,,,,,,
Astronomie arabe--Histoire--15e siècle--Sources,a--x--y--v,6,,"Astronomy, Arab;History;Fifteenth century;Sources",http://id.worldcat.org/fast/819764;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962;http://id.worldcat.org/fast/1423900,Q3035;Q6879;Q154;Q2769,,,
Astrolabes--Empire islamique--Ouvrages avant 1800,a--z--v,6,,Astrolabes;Islamic Empire;Early works,http://id.worldcat.org/fast/819392;http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/1411636,Q314;Q11211;Q300,,,
Astrolabes,a,fast,,,,,Astrolabes,http://id.worldcat.org/fast/819392,Q314
1400-1499,a,fast,,,,,,,
"Poets, Persian--Biography",a--v,0,,"Poets, Persian;Biographies",http://id.worldcat.org/fast/1068011;http://id.worldcat.org/fast/1919896,Q26758;Q3051,,,
Poètes persans--Biographies,a--v,6,,"Poets, Persian;Biographies",http://id.worldcat.org/fast/1068011;http://id.worldcat.org/fast/1919896,Q26758;Q3051,,,
Tʻbilisi (Georgia)--History--19th century,a--x--y,0,,Georgia (Republic)--Tʻbilisi;History;Nineteenth century,http://id.worldcat.org/fast/1206337;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1037841,Q48760;Q6879;Q3538,,,
Astrakhanʹ (Russia)--History--19th century,a--x--y,0,,Russia (Federation)--Astrakhanʹ;History;Nineteenth century,http://id.worldcat.org/fast/1221550;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1037841,Q48810;Q6879;Q3538,,,
Azerbaijan (Iran)--History--19th century,a--x--y,0,,Iran--Azerbaijan;History;Nineteenth century,http://id.worldcat.org/fast/1241266;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1037841,Q48811;Q6879;Q3538,,,
Azerbaïdjan (Iran)--Histoire--19e siècle,a--x--y,6,,Iran--Azerbaijan;History;Nineteenth century,http://id.worldcat.org/fast/1241266;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1037841,Q48811;Q6879;Q3538,,,
Georgia (Republic)--Tʻbilisi,a--z,fast,,Georgia (Republic)--Tʻbilisi,http://id.worldcat.org/fast/1206337,Q48760,,,
Iran--Azerbaijan,a--z,fast,,Iran--Azerbaijan,http://id.worldcat.org/fast/1241266,Q48811,,,
Russia (Federation)--Astrakhanʹ,a--z,fast,,Russia (Federation)--Astrakhanʹ,http://id.worldcat.org/fast/1221550,Q48810,,,
1800-1899,a,fast,,,,,,,
Islamic philosophy--Early works to 1800,a--v,0,,,,,Islamic philosophy;Early works,http://id.worldcat.org/fast/1730358;http://id.worldcat.org/fast/1411636,Q3016;Q300
Philosophie islamique--Ouvrages avant 1800,a--v,6,,Islamic philosophy;Early works,http://id.worldcat.org/fast/1730358;http://id.worldcat.org/fast/1411636,Q3016;Q300,,,
Islamic philosophy,a,fast,,,,,Islamic philosophy,http://id.worldcat.org/fast/1730358,Q3016
Sex customs--India,a--z,0,http://id.loc.gov/authorities/subjects/sh2010112795,Sex customs;India,http://id.worldcat.org/fast/1114306;http://id.worldcat.org/fast/1210276,Q48812;Q26595,,,
Prayer--Islam,a--x,0,,,,,Prayer--Islam,http://id.worldcat.org/fast/1074698,Q11135
Shīʻah--Prayers and devotions,a--v,0,http://id.loc.gov/authorities/subjects/sh2010112936,Shīʻah;Prayers and devotions,http://id.worldcat.org/fast/1117946;http://id.worldcat.org/fast/1423909,Q11431;Q3052,,,
Magic squares,a,0,http://id.loc.gov/authorities/subjects/sh85079628,,,,Magic squares,http://id.worldcat.org/fast/1005506,Q4977
Hurufis--Doctrines--Early works to 1800,a--x--v,0,,Hurufis;Sufism--Doctrines;Early works,http://id.worldcat.org/fast/964382;http://id.worldcat.org/fast/1137260;http://id.worldcat.org/fast/1411636,Q48813;Q11235;Q300,,,
Hurufis--Poetry--Early works to 1800,a--v--v,0,,Hurufis;Poetry;Early works,http://id.worldcat.org/fast/964382;http://id.worldcat.org/fast/1423828;http://id.worldcat.org/fast/1411636,Q48813;Q247;Q300,,,
Adam (Biblical figure)--Islamic interpretations--Early works to 1800,a;c--x--v,0,,Islamic interpretations of Adam;Early works,http://id.worldcat.org/fast/1353429;http://id.worldcat.org/fast/1411636,Q11381;Q300,,,
Bahai Faith,a,0,http://id.loc.gov/authorities/subjects/sh85010990,,,,Bahai Faith,http://id.worldcat.org/fast/825445,Q27183
Bahai poetry,a,0,http://id.loc.gov/authorities/subjects/sh91002692,Bahai poetry,http://id.worldcat.org/fast/825468,Q48814,,,
Muslim pilgrims and pilgrimages--Saudi Arabia--Mecca--Early works to 1800,a--z--z--v,0,http://id.loc.gov/authorities/subjects/sh2010102953,,,,Muslim pilgrims and pilgrimages;Saudi Arabia--Mecca;Early works,http://id.worldcat.org/fast/1030970;http://id.worldcat.org/fast/1204780;http://id.worldcat.org/fast/1411636,Q11313;Q11321;Q300
Muslim pilgrims and pilgrimages--Saudi Arabia--Medina--Early works to 1800,a--z--z--v,0,,Muslim pilgrims and pilgrimages;Saudi Arabia--Medina;Early works,http://id.worldcat.org/fast/1030970;http://id.worldcat.org/fast/1213531;http://id.worldcat.org/fast/1411636,Q11313;Q18323;Q300,,,
Talismans--Religious aspects--Islam--Early works to 1800,a--x--x--v,0,,,,,Talismans;Islam;Early works,http://id.worldcat.org/fast/1142279;http://id.worldcat.org/fast/979776;http://id.worldcat.org/fast/1411636,Q4822;Q3549;Q300
Islamic magic,a,0,,Islamic magic,http://id.worldcat.org/fast/1730344,Q2807,,,
Arabic alphabet--Symbolic aspects,a--x,0,,Arabic alphabet;Symbolism,http://id.worldcat.org/fast/812259;http://id.worldcat.org/fast/1140749,Q11300;Q11505,,,
Divination--Religious aspects--Islam,a--x--x,0,,,,,Divination--Religious aspects--Islam,http://id.worldcat.org/fast/895750,Q38885
Magie islamique,a,6,,Islamic magic,http://id.worldcat.org/fast/1730344,Q2807,,,
Alphabet arabe--Aspect symbolique,a--x,6,,Arabic alphabet;Symbolism,http://id.worldcat.org/fast/812259;http://id.worldcat.org/fast/1140749,Q11300;Q11505,,,
Divination--Religious aspects--Islam,a--x--x,fast,,Divination--Religious aspects--Islam,http://id.worldcat.org/fast/895750,Q38885,,,
Islamic magic,a,fast,,,,,Islamic magic,http://id.worldcat.org/fast/1730344,Q2807
Islam and state--Iran,a--z,0,http://id.loc.gov/authorities/subjects/sh2008104940,Islam and state;Iran,http://id.worldcat.org/fast/979890;http://id.worldcat.org/fast/1204889,Q48815;Q16384,,,
Islam and politics--Iran,a--z,0,http://id.loc.gov/authorities/subjects/sh2008104776,Islam and politics;Iran,http://id.worldcat.org/fast/979879;http://id.worldcat.org/fast/1204889,Q11254;Q16384,,,
Islam and culture--Iran,a--z,0,,Islam and culture;Iran,http://id.worldcat.org/fast/979871;http://id.worldcat.org/fast/1204889,Q48816;Q16384,,,
Poets--Islamic Empire--Biography--Early works to 1800,a--z--v--v,0,,Poets;Islamic Empire;Biographies;Early works,http://id.worldcat.org/fast/1067778;http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/1919896;http://id.worldcat.org/fast/1411636,Q48817;Q11211;Q3051;Q300,,,
Turkey--History--Early works to 1800,a--x--v,0,,Turkey;History;Early works,http://id.worldcat.org/fast/1208963;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1411636,Q4294;Q6879;Q300,,,
Turkish poetry--Early works to 1800,a--v,0,,Turkish poetry;Early works,http://id.worldcat.org/fast/1159504;http://id.worldcat.org/fast/1411636,Q18296;Q300,,,
Hadith--Commentaries--Early works to 1800,a--v--v,0,http://id.loc.gov/authorities/subjects/sh2008121357,,,,Hadith--Commentaries;Commentaries;Early works,http://id.worldcat.org/fast/950119;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,Q11472;Q2812;Q300
Love in literature--Early works to 1800,a--v,0,,Love in literature;Early works,http://id.worldcat.org/fast/1002808;http://id.worldcat.org/fast/1411636,Q27264;Q300,,,
Sufi literature--Iran--Early works to 1800,a--z--v,0,,Sufi literature;Iran;Early works,http://id.worldcat.org/fast/1137204;http://id.worldcat.org/fast/1204889;http://id.worldcat.org/fast/1411636,Q48818;Q16384;Q300,,,
Sufism--Iran--Early works to 1800,a--z--v,0,,Sufism;Iran;Early works,http://id.worldcat.org/fast/1137257;http://id.worldcat.org/fast/1204889;http://id.worldcat.org/fast/1411636,Q11239;Q16384;Q300,,,
"Purity, Ritual--Islam--Early works to 1800",a--x--v,0,,,,,"Purity, Ritual--Islam;Islam;Early works",http://id.worldcat.org/fast/1084388;http://id.worldcat.org/fast/979776;http://id.worldcat.org/fast/1411636,Q11216;Q3549;Q300
Astrology--Religious aspects--Islam--Early works to 1800,a--x--x--v,0,,Astrology--Religious aspects;Islam;Early works,http://id.worldcat.org/fast/819410;http://id.worldcat.org/fast/979776;http://id.worldcat.org/fast/1411636,Q48819;Q3549;Q300,,,
"Poets, Persian--India--16th century",a--z--y,0,,"Poets, Persian;India;Sixteenth century",http://id.worldcat.org/fast/1068011;http://id.worldcat.org/fast/1210276;http://id.worldcat.org/fast/1119851,Q26758;Q26595;Q335,,,
Persian poetry--16th century,a--y,0,,Persian poetry;Sixteenth century,http://id.worldcat.org/fast/1058542;http://id.worldcat.org/fast/1119851,Q3582;Q335,,,
