ds_id,date_added,date_last_updated,source_type,holding_institution,holding_institution_as_recorded,holding_institution_id_number,holding_institution_shelfmark,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place,production_place_label,production_date_as_recorded,production_date,century,century_aat,dated,uniform_title_as_recorded,uniform_title_agr,title_as_recorded,title_as_recorded_agr,standard_title,genre_as_recorded,genre_vocabulary,genre,genre_label,subject_as_recorded,subject,subject_label,author_as_recorded,author_as_recorded_agr,author,author_wikidata,author_instance_of,author_label,artist_as_recorded,artist_as_recorded_agr,artist,artist_label,artist_wikidata,artist_instance_of,scribe_as_recorded,scribe_as_recorded_agr,scribe,scribe_label,scribe_wikidata,scribe_instance_of,language_as_recorded,language,language_label,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner,former_owner_label,former_owner_wikidata,former_owner_instance_of,material_as_recorded,material,material_label,physical_description,note,acknowledgements,data_processed_at,data_source_modified,source_file
,,,marc-xml,Q49117,University of Pennsylvania,9950569233503681,LJS 235,https://franklin.library.upenn.edu/catalog/FRANKLIN_9950569233503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3zm0w/manifest,"","","",[between 1500 and 1599?],1500^1599,16,http://vocab.getty.edu/aat/300404510,,Adwār,ادوار,Kitāb al-Adwār fī al-mūsīqá,كتاب الادوار في الموسيقى.,Adwār,"Commentaries|Stamps (Provenance)|Diagrams|Treatises|Manuscripts, Arabic|Codices (bound manuscripts)|Manuscripts, Renaissance|Manuscripts, 16th century",aat|rbprov|aat|aat|lcsh|aat|lcsh|lcsh,http://vocab.getty.edu/aat/300026098||http://vocab.getty.edu/aat/300015387|http://vocab.getty.edu/aat/300026681|http://id.worldcat.org/fast/1008278|http://vocab.getty.edu/aat/300224200|http://id.worldcat.org/fast/1008472|http://id.worldcat.org/fast/1424060;http://id.worldcat.org/fast/1119851,"commentaries||diagrams|treatises|Manuscripts, Arabic|codices (bound manuscripts)|Manuscripts, Renaissance|Manuscripts;Sixteenth century",Music--Early works to 1800|Music theory--Arab countries--Early works to 1800|Music|Music theory|Arab countries,http://id.worldcat.org/fast/1030269;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1030620;http://id.worldcat.org/fast/1240128;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1030269|http://id.worldcat.org/fast/1030620|http://id.worldcat.org/fast/1240128,Music;Early works|Music theory;Arab countries;Early works|Music|Music theory|Arab countries,"Urmawī, ʻAbd al-Muʼmin ibn Yūsuf, approximately 1216-1294",ارموي، عبد المؤمن بن يوسف، اپرxمتلي 12161294,"",Q980179,human,Safi al-Din al-Urmawi,"","","","","","","","","","","","",Arabic,Q13955,Arabic,"Schoenberg, Lawrence J","","",Lawrence J. Schoenberg,Q107542788,human,"paper, illustrations",http://vocab.getty.edu/aat/300014109,paper,"Extent: 12 leaves : paper, illustrations ; 235 x 165 (200 x 135) mm bound to 244 x 176 mm.",Title from added title (f. 1r).|Ms. codex.,,2022-12-22T21:43:07-05:00,2022-08-03,tmp/ds-member-data/upenn/2022-12-19/9950569233503681_marc.xml
,,,marc-xml,Q49117,University of Pennsylvania,9954084983503681,LJS 242,https://franklin.library.upenn.edu/catalog/FRANKLIN_9954084983503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p35644/manifest,"","","",1470,1470,15,http://vocab.getty.edu/aat/300404465,,"","",Basis grammatice,"","","Commentaries|Codices (bound manuscripts)|Treatises|Manuscripts, Latin--15th century|Manuscripts, Renaissance",aat|aat|aat|aat|lcsh,http://vocab.getty.edu/aat/300026098|http://vocab.getty.edu/aat/300224200|http://vocab.getty.edu/aat/300026681||http://id.worldcat.org/fast/1008472,"commentaries|codices (bound manuscripts)|treatises||Manuscripts, Renaissance",Latin language--Grammar|Latin language--Grammar--Early works to 1500,http://id.worldcat.org/fast/993167|http://id.worldcat.org/fast/993167;http://id.worldcat.org/fast/1411636,Latin language--Grammar|Latin language--Grammar;Early works,"Tardif, Guillaume, 1440-","","",Q15966959,human,Guillaume Tardif,"","","","","","","","","","","","","Latin, with some French translations in the first conjugation table (f. 8r-9r)",Q397;Q150,Latin;French,"Marriette, Charles, 15th century","","",Charles Marriette,Q114242526,human,parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 20 leaves : parchment ; 198 x 138 (138 x 75) mm bound to 205 x 148 mm.,Ms. codex.|Title from rubric (f. 1v).,,2022-12-22T21:43:07-05:00,2022-08-03,tmp/ds-member-data/upenn/2022-12-19/9954084983503681_marc.xml
,,,marc-xml,Q49117,University of Pennsylvania,9950293063503681,Oversize LJS 174,https://franklin.library.upenn.edu/catalog/FRANKLIN_9950293063503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3445hd03/manifest,"[Prague],",http://vocab.getty.edu/tgn/7006464,Prague,1401-1404.,1401^1404,15,http://vocab.getty.edu/aat/300404465,,Alphonsine Tables.,"",Tabule illustrissimi principis regis alfonsii ... etc,"",Alphonsine tables,"Codices|Manuscripts, Renaissance|Manuscripts, Latin|Manuscripts, Medieval|Tables (documents)",aat|lcsh|lcsh|lcsh|aat,http://vocab.getty.edu/aat/300224200|http://id.worldcat.org/fast/1008472|http://id.worldcat.org/fast/1008395|http://id.worldcat.org/fast/1008422|http://vocab.getty.edu/aat/300027364,"codices (bound manuscripts)|Manuscripts, Renaissance|Manuscripts, Latin|Manuscripts, Medieval|tables (documents)","Astronomy|Astronomy--Early works to 1800|Astronomy, Medieval|Astronomy, Medieval",http://id.worldcat.org/fast/819673|http://id.worldcat.org/fast/819673;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/819781|http://id.worldcat.org/fast/819781,"Astronomy|Astronomy;Early works|Astronomy, Medieval|Astronomy, Medieval","","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,"Stanitz, John D","","",John D. Stanitz,Q114242546,human,paper,http://vocab.getty.edu/aat/300014109,paper,Extent: 142 leaves : paper ; 295 x 225 mm bound to 295 x 236 mm +.,Title for manuscript taken from rubric for predominant work (f. 1r).|Ms. codex.,,2022-12-22T21:43:07-05:00,2022-08-03,tmp/ds-member-data/upenn/2022-12-19/9950293063503681_marc.xml
,,,marc-xml,Q49117,University of Pennsylvania,9948588323503681,Oversize LJS 254,https://franklin.library.upenn.edu/catalog/FRANKLIN_9948588323503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3222r66r/manifest,"","","",1562,1562,16,http://vocab.getty.edu/aat/300404510,,"","",Buch von den probierten Kü̈̈nsten,"",Buch von den probierten Künsten,"Codices|Paintings (visual works)|Treatises|Manuscripts, German|Manuscripts, Renaissance",aat|aat|aat|lcsh|lcsh,http://vocab.getty.edu/aat/300224200|http://vocab.getty.edu/aat/300033618|http://vocab.getty.edu/aat/300026681|http://id.worldcat.org/fast/1008346|http://id.worldcat.org/fast/1008472,"codices (bound manuscripts)|paintings (visual works)|treatises|Manuscripts, German|Manuscripts, Renaissance",Artillery--Early works to 1800|Artillery|Explosives--Early works to 1800|Military art and science--Early works to 1800|Military art and science|Explosives,http://id.worldcat.org/fast/817490;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/817490|http://id.worldcat.org/fast/918611;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1020874;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1020874|http://id.worldcat.org/fast/918611,Artillery;Early works|Artillery|Explosives;Early works|Military art and science;Early works|Military art and science|Explosives,"Helm, Franz, approximately 1500-1567","","",Q15994218,human,Franz Helm,"","","","","","","Gänser, Georg","","",Georg Ganser,Q113857026,human,German,Q188,German,"","","","","","","paper, color illustrations",http://vocab.getty.edu/aat/300014109,paper,"Extent: 285 leaves : paper, color illustrations ; 320 x 210 (215 x 115) mm bound to 323 x 230 mm.",Title supplied by cataloger.|Ms. codex.,,2022-12-22T21:43:07-05:00,2022-08-03,tmp/ds-member-data/upenn/2022-12-19/9948588323503681_marc.xml
,,,marc-xml,Q49117,University of Pennsylvania,9947699533503681,LJS 237,https://franklin.library.upenn.edu/catalog/FRANKLIN_9947699533503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3nz80q8v/manifest,"","","",1460,1460,15,http://vocab.getty.edu/aat/300404465,,De bello Judaico.,"",Quinque libri Egesippi nacione Judei de excidio iudeorum,"",De bello Judaico,"Facsimiles|Manuscripts, Renaissance|Annotations|Manuscripts, Latin|Histories",aat|lcsh|aat|lcsh|aat,http://vocab.getty.edu/aat/300121391|http://id.worldcat.org/fast/1008472|http://vocab.getty.edu/aat/300026100|http://id.worldcat.org/fast/1008395|http://vocab.getty.edu/aat/300026358,"facsimiles (reproductions)|Manuscripts, Renaissance|annotations|Manuscripts, Latin|histories (literary works)","Jews--History--Early works to 1800|Jews--History--586 B.C.-70 A.D|Jews--History--Rebellion, 66-73|Jews|History",http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1411628;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/983135;http://id.worldcat.org/fast/1411628;http://id.worldcat.org/fast/1404530|http://id.worldcat.org/fast/983135|http://id.worldcat.org/fast/1411628,Jews;History;Early works|Jews;History|Jews;History;Jewish Rebellion (66-73 A.D.)|Jews|History,"Josephus, Flavius","","",Q134461,human,Josephus,"","","","","","","Lomer, Petrus","","",Petrus Lomer,Q114242519,human,Latin,Q397,Latin,"Schoenberg, Lawrence J|Hahn, Franz Joseph von, 1699-1747|Gladstone, W. E. 1809-1898",||,"",Lawrence J. Schoenberg|Franz Josef von Hahn|William Ewart Gladstone,Q107542788|Q55131021|Q160852,human|human|human,illustrations,"","",Extent: 1 online resource (185 leaves) : illustrations.,"Dimensions of original manuscript: 288 x 199 (183 x 125) mm. bound to 302 x 216 mm.|Title from opening rubric (f. 2r, viewed on April 27, 2010).",,2022-12-22T21:43:07-05:00,2022-08-03,tmp/ds-member-data/upenn/2022-12-19/9947699533503681_marc.xml
,,,marc-xml,Q49117,University of Pennsylvania,9958778333503681,LJS 172,https://franklin.library.upenn.edu/catalog/FRANKLIN_9958778333503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3s17st1w/manifest,"","","",1476,1476,15,http://vocab.getty.edu/aat/300404465,,"","",Tabulae directionum et profectionum,"",Tabulae directionum et profectionum,"Codices (bound manuscripts)|Tables (Data)|Manuscripts, Latin--15th century|Manuscripts, Renaissance|Tables (Data)|Tables (documents)",aat|fast|local|lcsh|lcgft|aat,http://vocab.getty.edu/aat/300224200|http://id.worldcat.org/fast/1919974|http://id.worldcat.org/fast/1008395;http://id.worldcat.org/fast/923962|http://id.worldcat.org/fast/1008472|http://id.worldcat.org/fast/1919974|http://vocab.getty.edu/aat/300027364,"codices (bound manuscripts)|Tables (Data)|Manuscripts, Latin;Fifteenth century|Manuscripts, Renaissance|Tables (Data)|tables (documents)",Astronomy|Astronomy--Early works to 1800|Astronomy--Tables|Astronomy--Tables,http://id.worldcat.org/fast/819673|http://id.worldcat.org/fast/819673;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/819745|http://id.worldcat.org/fast/819745,Astronomy|Astronomy;Early works|Astronomy--Tables|Astronomy--Tables,"Regiomontanus, Joannes, 1436-1476","","",Q76365,human,Regiomontanus,"","","","","","","Kuppferberg, Johannes de","","",Johannes de Kuppferberg,Q114242462,human,Latin,Q397,Latin,"Stanitz, John D|Horblit, Harrison D",|,"",John D. Stanitz|Harrison Horblit,Q114242546|Q18206500,human|human,parchment and paper,http://vocab.getty.edu/aat/300011851;http://vocab.getty.edu/aat/300014109,parchment;paper,Extent: 95 leaves : parchment and paper ; 214 x 142 mm bound to 220 x 152 (170 x 98) mm.,Ms. codex.|Title supplied by cataloger from first printed edition.,,2022-12-22T21:43:07-05:00,2022-08-03,tmp/ds-member-data/upenn/2022-12-19/9958778333503681_marc.xml
,,,marc-xml,Q49117,University of Pennsylvania,9948558353503681,Oversize LJS 239,https://franklin.library.upenn.edu/catalog/FRANKLIN_9948558353503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p39p2w678/manifest,"","","",1560,1560,16,http://vocab.getty.edu/aat/300404510,,"","","Pattern-book of bridles, bits and straps","","","Manuscripts, German--16th century|Paintings (visual works)|Codices|Early works|Drawings (visual works)|Manuscripts, Renaissance",|aat|aat|fast|aat|lcsh,http://id.worldcat.org/fast/1008346;http://id.worldcat.org/fast/1119851|http://vocab.getty.edu/aat/300033618|http://vocab.getty.edu/aat/300224200|http://id.worldcat.org/fast/1411636|http://vocab.getty.edu/aat/300033973|http://id.worldcat.org/fast/1008472,"Manuscripts, German;Sixteenth century|paintings (visual works)|codices (bound manuscripts)|Early works|drawings (visual works)|Manuscripts, Renaissance",Horsemanship--Equipment and supplies--Early works to 1800|Bridles--Early works to 1800|Horsemanship--Equipment and supplies|Animal culture|Bridles|Animal culture--Early works to 1800,http://id.worldcat.org/fast/960566;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/838967;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/960566|http://id.worldcat.org/fast/809131|http://id.worldcat.org/fast/838967|http://id.worldcat.org/fast/809131;http://id.worldcat.org/fast/1411636,Horsemanship--Equipment and supplies;Early works|Bridles;Early works|Horsemanship--Equipment and supplies|Animal culture|Bridles|Animal culture;Early works,"","","","","","","","","","","","","","","","","","",German,Q188,German,"Fugger, Marcus, 1529-1597|Heilbrun, G|Dloss, Edwin",||,"",Markus Fugger|G. Heilbrun|Edwin Dloss,Q115254|Q114242441|Q113818857,human|human|human,paper,http://vocab.getty.edu/aat/300014109,paper,Extent: 175 leaves : paper ; 505 x 350 (335 x 245) mm bound to 510 x 360 mm.,Title supplied by cataloger.|Ms. codex.,,2022-12-22T21:43:07-05:00,2022-08-03,tmp/ds-member-data/upenn/2022-12-19/9948558353503681_marc.xml
,,,marc-xml,Q49117,University of Pennsylvania,9949525113503681,Oversize LJS 266,https://franklin.library.upenn.edu/catalog/FRANKLIN_9949525113503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3mg6p/manifest,"[France],",http://vocab.getty.edu/tgn/1000070,France,[between 1440 and 1460?],1425^1450,15,http://vocab.getty.edu/aat/300404465,,"","",La generacion de Adam,"","","Codices|Chronicles|Genealogies (histories)|Manuscripts, French|Manuscripts, Medieval|Genealogy|Family histories|Family histories",aat|aat|aat|lcsh|lcsh|fast|fast|lcgft,http://vocab.getty.edu/aat/300224200|http://vocab.getty.edu/aat/300026361|http://vocab.getty.edu/aat/300027015|http://id.worldcat.org/fast/1008338|http://id.worldcat.org/fast/1008422|http://id.worldcat.org/fast/1423818|http://id.worldcat.org/fast/1919924|http://id.worldcat.org/fast/1919924,"codices (bound manuscripts)|chronicles|genealogies (histories)|Manuscripts, French|Manuscripts, Medieval|Genealogy|Family histories|Family histories",World history--Early works to 1800|World history|Kings and rulers|Genealogy|History of Biblical events|France--Kings and rulers--Genealogy--Early works to 1800|Great Britain--Kings and rulers--Genealogy--Early works to 1800|Great Britain|France,http://id.worldcat.org/fast/1181345;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1181345|http://id.worldcat.org/fast/987694|http://id.worldcat.org/fast/1423818|http://id.worldcat.org/fast/1865053|http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/987694;http://id.worldcat.org/fast/1423818;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1204623;http://id.worldcat.org/fast/987694;http://id.worldcat.org/fast/1423818;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1204623|http://id.worldcat.org/fast/1204289,World history;Early works|World history|Kings and rulers|Genealogy|History of Biblical events|France;Kings and rulers;Genealogy;Early works|Great Britain;Kings and rulers;Genealogy;Early works|Great Britain|France,"","","","","","","","","","","","","","","","","","",Middle French,Q1473289,Middle French,"Austin, Jehan|Auslin, Johan|Schoenberg, Lawrence J|Molac, Sébastien de Rosmadec, marquis de, -1693",|||,"","Austin, Jehan|Austin, Jehan|Lawrence J. Schoenberg|Sébastien de Rosmadec, marquis de Molac",Q114075346|Q114075346|Q107542788|Q114242533,human|human|human|human,"parchment, color illustrations",http://vocab.getty.edu/aat/300011851,parchment,"Extent: 45 leaves : parchment, color illustrations ; 352 x 185 (240 x 95) mm bound to 365 x 188 mm.",Ms. codex.|Title from rubric (f. 1r).,,2022-12-22T21:43:07-05:00,2022-08-03,tmp/ds-member-data/upenn/2022-12-19/9949525113503681_marc.xml
,,,marc-xml,Q49117,University of Pennsylvania,9959387343503681,Oversize LJS 224,https://franklin.library.upenn.edu/catalog/FRANKLIN_9959387343503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3h98zd74/manifest,"[Verona?, Italy],",http://vocab.getty.edu/tgn/7003262;http://vocab.getty.edu/tgn/1000080,Verona;Italy,[between 1425 and 1475],1425^1475,15,http://vocab.getty.edu/aat/300404465,,"","",Expositio in libros Posteriorum Aristotelis,"",Expositio in libros Posteriorum Aristotelis,"Codices|Commentaries|Diagrams|Drawings (visual works)|Art|Manuscripts, Renaissance|Art|Manuscripts, Latin",aat|aat|aat|aat|fast|lcsh|lcgft|lcsh,http://vocab.getty.edu/aat/300224200|http://vocab.getty.edu/aat/300026098|http://vocab.getty.edu/aat/300015387|http://vocab.getty.edu/aat/300033973|http://id.worldcat.org/fast/815177|http://id.worldcat.org/fast/1008472|http://id.worldcat.org/fast/815177|http://id.worldcat.org/fast/1008395,"codices (bound manuscripts)|commentaries|diagrams|drawings (visual works)|Art|Manuscripts, Renaissance|Art|Manuscripts, Latin",Aristotle.--Posterior analytics--Early works to 1800|Aristotle--Criticism and interpretation--Early works to 1800|Jesus Christ--Art|Jesus Christ|Aristotle|Logic|Logic--Early works to 1800|Criticism and interpretation,http://id.worldcat.org/fast/29885;http://id.worldcat.org/fast/1356595;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/29885;http://id.worldcat.org/fast/1198648;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/40116;http://id.worldcat.org/fast/815177|http://id.worldcat.org/fast/40116|http://id.worldcat.org/fast/29885|http://id.worldcat.org/fast/1002014|http://id.worldcat.org/fast/1002014;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1198648,Aristotle;Posterior analytics (Aristotle);Early works|Aristotle;Criticism and interpretation;Early works|Jesus Christ;Art|Jesus Christ|Aristotle|Logic|Logic;Early works|Criticism and interpretation,"Paolo, Veneto, approximately 1370-1428","","",Q2064265,human,Paul of Venice,"","","","","","","","","","","","",Latin,Q397,Latin,"","","","","","",paper,http://vocab.getty.edu/aat/300014109,paper,Extent: 150 leaves : paper ; 286 x 217 (180-184 x 135-145) mm bound to 302 x 230 mm.,Title from later inscription (f. 1v).|Ms. codex.,,2022-12-22T21:43:07-05:00,2022-08-03,tmp/ds-member-data/upenn/2022-12-19/9959387343503681_marc.xml
,,,marc-xml,Q49117,University of Pennsylvania,9950583033503681,Oversize LJS 268,https://franklin.library.upenn.edu/catalog/FRANKLIN_9950583033503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3ff3m111/manifest,"","","",1381,1381,14,http://vocab.getty.edu/aat/300404506,,Almagest.,"",Kitāb al-Majisṭī,كتاب المجسطي.,Almagest,"Tables (Data)|Tables (Data)|Annotations (Provenance)|Manuscripts, Arabic|Manuscripts, 14th century|Treatises|Codices (bound manuscripts)|Diagrams|Manuscripts, Medieval",lcgft|fast|rbprov|lcsh|lcsh|aat|aat|aat|lcsh,http://id.worldcat.org/fast/1919974|http://id.worldcat.org/fast/1919974||http://id.worldcat.org/fast/1008278|http://id.worldcat.org/fast/1424060;http://id.worldcat.org/fast/933420|http://vocab.getty.edu/aat/300026681|http://vocab.getty.edu/aat/300224200|http://vocab.getty.edu/aat/300015387|http://id.worldcat.org/fast/1008422,"Tables (Data)|Tables (Data)||Manuscripts, Arabic|Manuscripts;Fourteenth century|treatises|codices (bound manuscripts)|diagrams|Manuscripts, Medieval",Astronomy--Early works to 1800|Astronomy,http://id.worldcat.org/fast/819673;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/819673,Astronomy;Early works|Astronomy,"Ptolemy, active 2nd century",بطليموس، active 2nd century,"",Q34943,human,Ptolemy,"","","","","","","","","","","","",Arabic,Q13955,Arabic,"Muḥammad ʻAbd al-Ḥayy ibn ʻAbd al-Kabīr al-Kinānī al-Ḥasanī|Schoenberg, Lawrence J|Aḥmad ibn Mubārak Luṭf Allāh|Muḥammad al-Raʼīs",محمد عبد الحي بن عبد الكبير الكناني الحسني،||احمد بن مبارك لطف الله،|محمد الرأيس،,"",Muḥammad ʻAbd al-Ḥayy ibn ʻAbd al-Kabīr al-Kinānī al-Ḥasanī|Lawrence J. Schoenberg|Aḥmad ibn Mubārak Luṭf Allāh|Muḥammad al-Raʼīs,Q114242537|Q107542788|Q114242455|Q114242535,human|human|human|human,paper,http://vocab.getty.edu/aat/300014109,paper,"Extent: i, 174, i leaves : paper ; 280 x 215 (220 x 145) mm bound to 280 x 225 mm.",Many edges and corners of leaves mended with paper.|Title from title page (f. 1r).|Ms. codex.,,2022-12-22T21:43:07-05:00,2022-08-03,tmp/ds-member-data/upenn/2022-12-19/9950583033503681_marc.xml
