title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_as_recorded_agr,authorized_label,authorized_label_add,authorized_label_add2
Vaiśvadevavidhi,वैश्वदेवविधि,,,,,Vaiśvadevavidhi
Vaiśākhamāhātmya,वैशाखमाहात्म्य,Puranas,,,Puranas,
Vajraśūcyupaniṣad,वज्रशूच्युपनिषद्,,,,,Vajraśūcyupaniṣad
Vakratuṇḍamahāmantra,वक्रतुण्डमहामन्त्र,,,,,Vakratuṇḍamahāmantra
Vakyasudhāṭippaṇa,वक्यसुधाटिप्पण,,,,,Vakyasudhāṭippaṇa
Vande devam viṣṇum śeṣasthiti hetuṃ,वन्दे देवं विष्णुं शेषस्थिति हेतुं,,,,,Vande devam viṣṇum śeṣasthiti hetuṃ
Varadagaṇeśasahasranāmastotra,वरदगणेशसहस्रनामस्तोत्र,Tantras,,,Tantras,
Varga,वर्ग,,,,,Varga
Varṣalagnagraha,वर्षलग्नग्रह,,,,,Varṣalagnagraha
Varṣaphala,वर्षफल,,,,,Varṣaphala
Varṣatantra,वर्षतन्त्र,Tājikanīlakaṇṭhi,,,Tājikanīlakaṇṭhi,
Varṣaviveka,वर्षविवेक,,,,,Varṣaviveka
Vasiṣṭha,वसिष्ठ,,,,,Vasiṣṭha
Vastubhāsinī,वस्तुभासिनी,,,,,Vastubhāsinī
Vaṭasāvitrīpūjā,वटसावित्रीपूजा,Puranas,,,Puranas,
Vaṭasāvitrīvrata,वटसावित्रीव्रत,,,,,Vaṭasāvitrīvrata
Vaṭasāvitrīvratodyāpana,वटसावित्रीव्रतोद्यापन,,,,,Vaṭasāvitrīvratodyāpana
Vaṭodyāpanaprayoga,वटोद्यापनप्रयोग,,,,,Vaṭodyāpanaprayoga
Vedakṛtabrahmastuti,वेदकृतब्रह्मस्तुति,Puranas,पुराण,,Puranas,
Vedantasūtra,वेदन्तसूत्र,Brahmasūtra,,,Brahmasūtra,
Vedanāsikāśikṣā,वेदनासिकाशिक्षा,Pāṇinīyaśikṣā,,,Pāṇinīyaśikṣā,
Vedapādastava,वेदपादस्तव,,,,,Vedapādastava
Vedapādastotra,वेदपादस्तोत्र,,,,,Vedapādastotra
Vedasāradivyasahasranāma,वेदसारदिव्यसहस्रनाम,Puranas,,,Puranas,
Vedasārasahasranāman,,Puranas,,,Puranas,
Vedasāraśivasahasranāma,वेदसारशिवसहस्रनाम,Puranas,,,Puranas,
Vedasārābhidhaśivasahasranāman,वेदसाराभिधशिवसहस्रनामन्,Puranas,,,Puranas,
Vedoktapitṛsūkta,वेदोक्तपितृसूक्त,,,,,Vedoktapitṛsūkta
Vedāntabhāṣya,वेदान्तभाष्य,,,,,Vedāntabhāṣya
Vedāntagranthaviśeṣa,वेदान्तग्रन्थविशेष,,,,,Vedāntagranthaviśeṣa
Vedāntaparibhāṣā,वेदान्तपरिभाषा,,,,,Vedāntaparibhāṣā
Vedāntaparibhāṣāṭīkā,वेदान्तपरिभाषाटीका,,,,,Vedāntaparibhāṣāṭīkā
Vedāntaprameya,वेदान्तप्रमेय,,,,,Vedāntaprameya
Vedāntasaṃjñā,वेदान्तसंज्ञा,,,,,Vedāntasaṃjñā
Vedāntasāra,वेदान्तसार,,,,,Vedāntasāra
Vedāntasāraṭīkā,वेदान्तसारटीका,,,,,Vedāntasāraṭīkā
Vedāntavibhāvanā,वेदान्तविभावना,,,,,Vedāntavibhāvanā
Vedāntavibhāvanāṭīkā,वेदान्तविभावनाटीका,,,,,Vedāntavibhāvanāṭīkā
Vedāntaśikhāmaṇi,वेदान्तशिखामणि,Vedāntaparibhāṣāśikhāmaṇi,,,Vedāntaparibhāṣāśikhāmaṇi,
Vedāntāmṛta,वेदान्तामृत,,,,,Vedāntāmṛta
Veṅkaṭeśa aṣṭottaraśatanāma,वेङ्कटेश अष्टोत्तरशतनाम,Puranas,,,Puranas,
Veṅkaṭeśasahasranāmāvalī,वेङ्कटेशसहस्रनामावली,,,,,Veṅkaṭeśasahasranāmāvalī
Veṅkaṭeśavavaca,वेङ्कटेशकवच,Puranas,,,Puranas,
Veṅkaṭeśvarakavaca,वेङ्कटेश्वरकवच,Puranas,,,Puranas,
Veṇidānavidhi,वेणिदानविधि,,,,,Veṇidānavidhi
Veṇīsaṃhāra,वेणीसंहार,,,,,Veṇīsaṃhāra
Veṇīstotra,वेणीस्तोत्र,Puranas,,,Puranas,
Vibhaktaya,विभक्ति,,,,,Vibhaktaya
Vibhaktivicāra,विभक्तिविचार,,,,,Vibhaktivicāra
Vidagdhamukhamaṇḍana,विदग्धमुखमण्डन,,,,,Vidagdhamukhamaṇḍana
Vidhānapārijāta,विधानपारिजात,,,,,Vidhānapārijāta
Viduranīti,विदुरनीति,Mahābhārata,महाभारत,,Mahābhārata,
Vidvanmodataraṅginī,विद्वन्मोदतरङ्गिनी,,,,,Vidvanmodataraṅginī
Vidyunmālavṛttastotra,विद्युन्मालवृत्तस्तोत्र,,,,,Vidyunmālavṛttastotra
Vidyānanda,विद्यानन्द,Pañcadaśī,,,Pañcadaśī,
Vidyānanda,ब्विद्यानन्द,Pañcadaśī,,,Pañcadaśī,
Vidyāprakāśavārtika,विद्याप्रकाशवार्तिक,Taittirīyakavidyāprakāśa,,,Taittirīyakavidyāprakāśa,
Vijñānavinodinīṭīkā,विज्ञानविनोदिनीटीका,,,,,Vijñānavinodinīṭīkā
Vikramorvaśī,विक्रमोर्वशी,,,,,Vikramorvaśī
Vināyakaśānti,विनायकशान्ति,,,,,Vināyakaśānti
Viparītapratyaṅgirā,,Tantras,,,Tantras,
Vivaraṇatattvadīpaṇa,विवरणतत्त्वदीपण,,,,,Vivaraṇatattvadīpaṇa
Vivaraṇopanyāsa,विवरणोपन्यास,,,,,Vivaraṇopanyāsa
Vivekacūḍāmaṇi,विवेकचूडामणि,,,,,Vivekacūḍāmaṇi
Vividiṣasaṃnyāsa vidvatsaṃnyāsa,विविदिषसंन्यास विद्वत्संन्यास,,,,,Vividiṣasaṃnyāsa vidvatsaṃnyāsa
Vivāhapaddhati,विवाहपद्धति,,,,,Vivāhapaddhati
Vivāhaprayoga,विवाहप्रयोग,,,,,Vivāhaprayoga
Viyogaśāntiprayoga,वियोगशान्तिप्रयोग,,,,,Viyogaśāntiprayoga
Viśiṣṭavaiśiṣṭyabodhavicāra,विशिष्टवैशिष्ट्यबोधविचार,,,,,Viśiṣṭavaiśiṣṭyabodhavicāra
Viśvasāroddhāra,विश्वसारोद्धार,Tantras,,,Tantras,
Viśveśvaradarśanādimahimā,विश्वेश्वरदर्शनादिमहिमा,,,,,Viśveśvaradarśanādimahimā
Viśveśvaramaṅgalāṣṭaka,विश्वेश्वरमङ्गलाष्टक,,,,,Viśveśvaramaṅgalāṣṭaka
Viśveśvarī,विश्वेश्वरी,,,,,Viśveśvarī
Viśvādarśa,विश्वादर्श,,,,,Viśvādarśa
Viṣanidāna,विषनिदान,Mādhavanidāna,,,Mādhavanidāna,
Viṣayatāvicāra,विषयताविचार,,,,,Viṣayatāvicāra
Viṣayatāviveka,विषयताविवेक,Māthurī,,,Māthurī,
Viṣayatāvāda,विषयतावाद,,,,,Viṣayatāvāda
Viṣayānandaprakaraṇa,विषयानन्द,Pañcadaśī,,,Pañcadaśī,
Viṣṇordivyasahasranāmāvali,विष्णोर्दिव्यसहस्रनामावलि,Mahābhārata,,,Mahābhārata,
Viṣṇoḥ sahasranāmāvalī,विष्णोः सहस्रनामावली,,,,,Viṣṇoḥ sahasranāmāvalī
Viṣṇudivyasahasranāmastotra,विष्णुदिव्यसहस्रनामस्तोत्र,,,,,Viṣṇudivyasahasranāmastotra
Viṣṇulaharī,विष्णुलहरी,,,,,Viṣṇulaharī
Viṣṇupañcāyatana,विष्णुपञ्चायतन,,,,,Viṣṇupañcāyatana
Viṣṇupañcāyatanapūjā,विष्णुपञ्चायतपूजा,,,,,Viṣṇupañcāyatanapūjā
Viṣṇupaṅjarastotra,विष्णुपञ्जर,Puranas,,,Puranas,
Viṣṇupurāṇa,विष्णुपुराण,Puranas,,,Puranas,
Viṣṇusahasranāma,विष्णुसहस्रनाम,Mahābhārata,,,Mahābhārata,
Viṣṇusahasranāman,विष्णुसहस्रनामन्,,,,,Viṣṇusahasranāman
Viṣṇusahasranāmapatra 12,विष्णुसहस्रनामपत्र 12,Mahābhārata,महाभारत,,Mahābhārata,
Viṣṇusahasranāmaphalaśrutibhāṣya,विष्णुसह्स्रनामफलश्रुतिभाष्य,Mahābhārata,महाभारत,,Mahābhārata,
Viṣṇusahasranāmaprāmbhaḥ,विष्णुसहस्रनामस्तोत्रप्रारम्भः,Mahābhārata,महाभारत,,Mahābhārata,
Viṣṇusahasranāmaprārambha,विष्णुसहस्रनामप्रारम्भ,Mahābhārata,महाभारत,,Mahābhārata,
Viṣṇusahasranāmastotra,विष्णुसहस्रनामस्तोत्र,Mahābhārata,महाभारत,,Mahābhārata,
Viṣṇusahasranāmastotram patrāṇi 32,विष्णुसहस्रनामस्तोत्रम् पत्राणि 32,Mahābhārata,महाभारत,,Mahābhārata,
Viṣṇusahasranāmāvalī,विष्णुसहस्रनामावली,,,,,Viṣṇusahasranāmāvalī
Viṣṇusmṛtivivṛtau,विष्णुस्मृतिविवृतौ,,,,,Viṣṇusmṛtivivṛtau
ViṣṇusmṛtiṭIkā,विष्णुस्मृतिटीका,,,,,ViṣṇusmṛtiṭIkā
Viṣṇustotra,विष्णुस्तोत्र,,,,,Viṣṇustotra
Viṣṇusūkta,विष्णुसूक्त,Vedas,,,Vedas,
Viṣṇuyāgapaddhati,विष्णुयागपद्धति,,,,,Viṣṇuyāgapaddhati
Vratahemādri,व्रतहेमाद्रि,Caturvargacintāmaṇi,,,Caturvargacintāmaṇi,
Vratakaustubha,व्रतकौस्तुभ,,,,,Vratakaustubha
Vratatithinirṇaya,व्रततिथिनिर्णय,,,,,Vratatithinirṇaya
Vratodyāpanakaumudī,व्रतोद्यापनकौमुदी,,,,,Vratodyāpanakaumudī
Vratodyāpanopanopayogī viṣaya,व्रतोद्यापनोपनोपयोगी विषय,,,,,Vratodyāpanopanopayogī viṣaya
Vratārka,व्रतार्क,,,,,Vratārka
Vratārkānukrama,व्रतार्कानुक्रम,Vratārka,,,Vratārka,
Vyadhikaraṇadharmavacchinnābhāva,व्यधिकरणधर्मवच्छिन्नाभाव,Tattvacintāmaṇidīdhiti,,,Tattvacintāmaṇidīdhiti,
Vyadhikaraṇadharmavacchinnābhāvaṭīkā,व्यधिकरणधर्मवच्छिन्नाभावटीका,Vyādhikaraṇa,,,Vyādhikaraṇa,
Vyadhikaraṇadharmāvacchinnābhāvakhaṇḍana,व्यधिकरणधर्मावच्छिन्नाभावखण्डन,,,,,Vyadhikaraṇadharmāvacchinnābhāvakhaṇḍana
Vyadhikaraṇadharmāvacchinnābhāvaṭīkā,व्यधिकरणधर्मावच्छिन्नाभावटीका,,,,,Vyadhikaraṇadharmāvacchinnābhāvaṭīkā
Vyatīpātavrata,व्यतीपातव्रत,Puranas,,,Puranas,
Vyaṅkaṭācalamāhātmya,व्यङ्कटाचलमाहात्म्य,Puranas,,,Puranas,
Vyutpattivāda,व्युत्पत्तिवाद,,,,,Vyutpattivāda
Vyutpattivāda,व्युत्पत्तिवाद,Gādādharī,,,Gādādharī,
Vyāsapūjāvidhi,व्यासपूजाविधि,,,,,Vyāsapūjāvidhi
Vāgbhatālaṃkāra,वाग्भतालंकार,,,,,Vāgbhatālaṃkāra
Vāgbhūṣanakāvya,वाग्भूषनकाव्य,,,,,Vāgbhūṣanakāvya
Vājapeya,वाजपेय,,,,,Vājapeya
Vājinabhakṣavicāra,वाजिनभक्षविचार,,,,,Vājinabhakṣavicāra
Vākyasudhā,वाक्यसुधा,,,,,Vākyasudhā
Vākyavṛtti,वाक्यवृत्ति,,,,,Vākyavṛtti
Vākyavṛttiprakaraṇa,वाक्यवृत्तिप्रकरण,,,,,Vākyavṛttiprakaraṇa
Vākyārthabodha,वाक्यार्थबोध,,,,,Vākyārthabodha
Vāmanapurāṇa,वामनपुराण,Puranas,,,Puranas,
Vāmanasūkta,वामनसूक्त,Vedas,,Vedas,,
Vārttikasāra,वार्त्तिकसार,,,,,Vārttikasāra
Vāstukalpa,वास्तुकल्प,,,,,Vāstukalpa
Vāstupūjāvidhi,वास्तुपूजाविधि,,,,,Vāstupūjāvidhi
Vāstuśāntiprayoga,वास्तुशान्तिप्रयोग,Āśvalāyanagr̥hyasūtra,,,Āśvalāyanagr̥hyasūtra,
Vāstuśāntiprayoga,वास्तुशान्तिप्रयोग,,,,,Vāstuśāntiprayoga
Vāsudevopaniṣad,वासुदेवोपनिषद्,,,,,Vāsudevopaniṣad
Vāyavyaṃ śvetaṃ,वायव्यं श्वेतं,Vedas,,,Vedas,
Vāyustutistotra,वायुस्तुतिस्तोत्र,,,,,Vāyustutistotra
Vīreśvarastotra,वीरेश्वरस्तोत्र,Puranas,,,Puranas,
Vṛddhayavana,वृद्धयवन,,,,,Vṛddhayavana
Vṛttamuktāvalī,वृत्तमुक्तावली,,,,,Vṛttamuktāvalī
Vṛttaratnākara,वृत्तरत्नाकर,,,,,Vṛttaratnākara
Vṛttaratnāvalī,वृत्तरत्नावली,,,,,Vṛttaratnāvalī
Vṛtti,वृत्ति,,,,,Vṛtti
Vṛṣotsargapaddhati,वृषोत्सर्गपद्धति,,,,,Vṛṣotsargapaddhati
Waijayantaya,,,,,,Waijayantaya
Yajn̄opavītavidhi,यज्ञोपवीतविधि,,,,,Yajn̄opavītavidhi
Yajurāraṇyaka,यजुरारण्यक,Mādhavīyavedārthaprakāśa,,,Mādhavīyavedārthaprakāśa,
Yajñaprāyaścittavivaraṇa,यज्ञप्रायश्चित्तविवरण,,,,,Yajñaprāyaścittavivaraṇa
Yajñapārśvapariśiṣṭa,यज्ञपार्श्वपरिशिष्ट,Kātyāyanaśrautasūtra,,,Kātyāyanaśrautasūtra,
Yajñavaibhakhaṃḍa,यज्ञवैभखण्ड,Puranas,,,Puranas,
Yajñavaibhavakhaṇḍa,यज्ञवैभवखण्ड,Puranas,,,Puranas,
Yajñopavīta,यज्ञोपवीत,,,,,Yajñopavīta
Yajñopavītadhāraṇa,यज्ञोपवीतधारण,,,,,Yajñopavītadhāraṇa
Yajñopavītadhāraṇavidhi,यज्ञोपवीतधारणविधि,,,,,Yajñopavītadhāraṇavidhi
Yajñopavītamantra,यज्ञोपवीतमन्त्र,,,,,Yajñopavītamantra
Yajñopavītavidhi,यज्ञोपवीतविधि,,,,,Yajñopavītavidhi
Yamunāmāhātmya,यमुनामाहात्म्य,Puranas,,,Puranas,
Yantrabhedadarśana,यन्त्रभेददर्शन,,,,,Yantrabhedadarśana
Yantrāṇi,यन्त्राणि,,,,,Yantrāṇi
Yatidharmaprakāśa,यतिधर्मप्रकाश,,,,,Yatidharmaprakāśa
Yatisaṃskāra,यतिसंस्कार,,,,,Yatisaṃskāra
Yogabhāṣya,योगभाष्य,,,,,Yogabhāṣya
Yogakuñjara,योगकुञ्जर,,,,,Yogakuñjara
Yogaranākara,योगरत्नाकर,,,,,Yogaranākara
Yogasaṃgraha,योगसंग्रह,,,,,Yogasaṃgraha
Yogasūtrabhāṣya,योगसूत्रभाष्य,,,,,Yogasūtrabhāṣya
Yogaśataka,योगशतक,,,,,Yogaśataka
Yogaśikhopaniṣad,योगशिखोपनिषद्,,,,,Yogaśikhopaniṣad
Yogeśvarīsahasranāmastotra,योगेश्वरीसहस्रनामस्तोत्र,Tantras,,,Tantras,
Yoginīdaśā,,Tantras,,,Tantras,
Yoginīdaśāntardaśaphala,योगिनीदशान्तर्दशफल,,,,,Yoginīdaśāntardaśaphala
Yoginīdaśāphala,योगिनीदशाफल,,,,,Yoginīdaśāphala
Yugalakiśorasahasrastotra,युगलकिशोरसहस्रस्तोत्र,Puranas,,,Puranas,
Yājñīyopaniṣad,याज्ञ्नीयोपनिषद्,Upanishads,,,Upanishads,
Yāmaprayoga,यामप्रयोग,,,,,Yāmaprayoga
Zubdat al-raml,,,,,,Zubdat al-raml
iti prathamā aṣṭaka prārambhaḥ,,Vedas,,,Vedas,
iti prathamāṣṭaka brāhmaṇaprāraṃbhaḥ,,Vedas,,,Vedas,
Ācamyaprāṇanāyamya,आचम्यप्राणनायम्य,,,,,Ācamyaprāṇanāyamya
Ācārendu,आचारेन्दु,,,,,Ācārendu
Ācārārkaprakāśa,आचारार्कप्रकाश,,,,,Ācārārkaprakāśa
Ācārātprāpyate svarga,आचारात्प्राप्यते स्वर्ग,,,,,Ācārātprāpyate svarga
Ādhikaraṇaratnamālā,आधिकरणरत्नमाला,Nyāyamālāvistara,,,Nyāyamālāvistara,
Ādhānahautra,आधानहौत्र,,,,,Ādhānahautra
Ādhānaprayoga,आधानप्रयोग,,,,,Ādhānaprayoga
Ādipurāṇa,आदिपुराण,,,,,Ādipurāṇa
Ādityahṛdaya,आदित्यहृदय,Rāmāyaṇa,,,Rāmāyaṇa,
Ādityahṛdaya,आदित्यहृदय,Yogavāsiṣṭha,,,Yogavāsiṣṭha,
Ādityahṛdayastotra,आदित्यहृदयस्तोत्र,Puranas,,,Puranas,
Ādityahṛdayastotra,आदित्यहृदयस्तोत्र,,,,,Puranas
Ādityavrata,आदित्यव्रत,Puranas,,,Puranas,
Ādnīkaprakaraṇa,आह्निकप्रकरण,,,,,Ādnīkaprakaraṇa
Ādyabhāgavataślokaṭīkārambhaḥ,आद्यभागवतश्लोकटीकारम्भः,Bhāgavataślokaṭīkā,भागवतप्रथमश्लोकटीका,,Bhāgavataślokaṭīkā,
Āgamapradhānamāṇḍūkākhya prakaraṇa,आगमप्रधानमाण्डूकाख्य प्रकरण,Gauḍapādakārikā,,,Gauḍapādakārikā,
Āgamaśāstravivaraṇa,आगमशास्त्रविवरण,Māṇḍūkyopaniṣadbhāṣya,,,Māṇḍūkyopaniṣadbhāṣya,
Āgrayaṇaman̄jūṣā,आग्रयणमञ्जूषा,,,,,Āgrayaṇaman̄jūṣā
Āhnikakaumudī,आह्निककौमुदी,,,,,Āhnikakaumudī
Āhnikaprayoga,,,,,,Āhnikaprayoga
Āhnikaprayoga,आह्निकप्रयोग,,,,,Āhnikaprayoga
Āhnikācāratattva,আহ্নিকাচারতত্ত্ৱ,,,,,Āhnikācāratattva
Ākhyātaviveka,आख्यातविवेक,Ākhyātavāda,,,Ākhyātavāda,
Ākāśabhairavakalpa,,Tantras,,,Tantras,
Ānandalaharīstotra,आनन्दलहरीस्तोत्र,,,,,Ānandalaharīstotra
Ānayo vaiśvānarāya,आनयो वैश्वानराय,Vedas,,,Vedas,
Āraṇyaka,आरण्यक,Aranyakas,,,Aranyakas,
Āruṇaketukaprayoga,आरुणकेतुकप्रयोग,,,,,Āruṇaketukaprayoga
Āryāsaptaśatī,आर्यासप्तशती,,,,,Āryāsaptaśatī
Āryāṣṭottaraśataka,आर्याष्टोत्तरशतक,,,,,Āryāṣṭottaraśataka
Ārādhanaprayoga,आराधनप्रयोग,,,,,Ārādhanaprayoga
Ārṣamahārāmāyaṇa,आर्षमहारामायण,Yogavāsiṣṭha,,,Yogavāsiṣṭha,
Ārṣaparacitmahārāmāyaṇa,आर्षमहारामायण,Yogavāsiṣṭha,,,Yogavāsiṣṭha,
Ārṣarāmāyaṇa,आर्षरामायण,Yogavāsiṣṭha,,,Yogavāsiṣṭha,
Ārṣeyarāmāyaṇa,आर्षेयरामायण,Yogavāsiṣṭha,,,Yogavāsiṣṭha,
Āsanavidhi,आसनविधि,,,,,Āsanavidhi
Āsavādhikāra,आसवाधिकार,,,,,Āsavādhikāra
Āsurīprayoga,,,,,,Āsurīprayoga
Ātharvaṇopaniṣad praśnabhāṣya,आथर्वणोपनिषद् प्रश्नभाष्य,Muṇḍakopaniṣadvīraśaivabhāṣya,,,Muṇḍakopaniṣadvīraśaivabhāṣya,
Ātmabodha,आत्मबोध,,,,,Ātmabodha
Ātmabodhaṭīkā,आत्मबोधटीका,,,,,Ātmabodhaṭīkā
Ātmanātmaviveka,आत्मनात्मविवेक,,,,,Ātmanātmaviveka
Ātmapurāṇa,आत्मपुराण,,,,,Ātmapurāṇa
Ātmaṣaṭka,आत्मषट्क,Upanishads,,,Upanishads,
Ātmaṣaṭkabhāṣya,आत्मषट्कभाष्य,,,,,Ātmaṣaṭkabhāṣya
Ātmopaniṣad,आत्मोपनिषद्,Vedas,,,Vedas,
Ātmānanda,आत्मानन्द,Pañcadaśī,,,Pañcadaśī,
Ātmārapaṇastuti,आत्मारपणस्तुति,,,,,Ātmārapaṇastuti
Ātmārpaṇastuti,आत्मार्पणस्तुति,,,,,Ātmārpaṇastuti
Āśaucanirṇaya,आशौचनिर्णय,,,,,Āśaucanirṇaya
Āśaucatriṃśacchlokī,आशौचत्रिंशच्छ्लोकी,Ṣaḍaśīti,,,Ṣaḍaśīti,
Āśaucatriṃśacchlokīṭīkā,आशौचत्रिंशच्छ्लोकीटीका,,,,,Āśaucatriṃśacchlokīṭīkā
Āśvalāyana gr̥hyasūtram,,Āśvalāyanagr̥hyasūtra,,,Āśvalāyanagr̥hyasūtra,
Āśvalāyana gṛhyasūtram,,Āśvlāyanagr̥hyasūtra,,,Āśvlāyanagr̥hyasūtra,
Āśvalāyanadarśapaurṇamāsahautra prayoga,आश्वलायनदर्शपौर्णमासहौत्र प्रयोग,,,,,Āśvalāyanadarśapaurṇamāsahautra prayoga
Āśvalāyanadarśapūrṇamāsahautraprayoga,आश्वलायनदर्शपूर्णमासहौत्रप्रयोग,,,,,Āśvalāyanadarśapūrṇamāsahautraprayoga
Āśvalāyanadharmaśāstra,आश्वलायनधर्मशास्त्र,,,,,Āśvalāyanadharmaśāstra
Āśvalāyanagr̥hyasūtra,आश्वलायनगृह्यसूत्र,Āśvalāyanagr̥hyasūtra,,,Āśvalāyanagr̥hyasūtra,
Āśvalāyanagṛhyasutra,आश्वलायनगृह्यसुत्र,Āśvalāyanagr̥hyasūtra,,,Āśvalāyanagr̥hyasūtra,
Āśvalāyanagṛhyasūtram,,Āśvalāyanagr̥hyasūtra,,,Āśvalāyanagr̥hyasūtra,
Āśvalāyanagṛhyasūtravṛttiprāraṃbhaḥ,आश्वलायनगृह्यसूत्रवृत्तिप्रारंभः,,,,,Āśvalāyanagṛhyasūtravṛttiprāraṃbhaḥ
Āśvalāyanasmṛti,आश्वलायनस्मृति,,,,,Āśvalāyanasmṛti
Āśvalāyanasūtra kalpopaniṣad,आश्वलायनसूत्र कल्पोपनिषद्,Aranyakas,,,Aranyakas,
Āśvalāyanasūtratātparyavyākhyā,आश्वलायनसूत्रतात्पर्यव्याख्या,,,,,Āśvalāyanasūtratātparyavyākhyā
Āśvalāyanaśrautasūtra,आश्वलायनश्रौतसूत्र,Āśvalāyanaśrautasūtra,,,Āśvalāyanaśrautasūtra,
Āśvalāyanaśrautasūtra,,,,,,Āśvalāyanaśrautasūtra
Āśvalāyanaśrautasūtra pūrvaṣaṭkavṛtti,आश्वलायनश्रौतसूत्र पूर्वषट्कवृत्ति,,,,,Āśvalāyanaśrautasūtra pūrvaṣaṭkavṛtti
Āśvalāyanaśākalapadapāṭha,,Vedas,,,Vedas,
Āśvalāyanaśākhā śrāddhaprayoga,आश्वलायनशाखा श्राद्धप्रयोग,,,,,Āśvalāyanaśākhā śrāddhaprayoga
Āśvalāyanopayogyādhāna prakaraṇa,आश्वलायनोपयोग्याधान प्रकरण,,,,,Āśvalāyanopayogyādhāna prakaraṇa
Āśvalāyanopayogī baudhāyanadarśapaurṇamāsaprayoga,आश्वलायनोपयोगी बौधायनदर्शपौर्णमासप्रयोग,,,,,Āśvalāyanopayogī baudhāyanadarśapaurṇamāsaprayoga
Āśvinasahasra,आश्विनसहस्र,,,,,Āśvinasahasra
"āśvalāyanas̋rautasūtra, adhyāyas 2-6",,,,,,"Āśvalāyanas̋rautasūtra, adhyāyas 2-6"
Īśvarapratyabhijñāvimarśinī,,,,,,Īśvarapratyabhijñāvimarśinī
Īśāvāsyabhāṣya,इशावास्यभाष्य,Īśopaniṣadbhāṣya,,,Īśopaniṣadbhāṣya,
Śabdakaustubha,शब्दकौस्तुभ,,,,,Śabdakaustubha
Śabdalakṣaṇa,शब्दलक्षण,,,,,Śabdalakṣaṇa
Śabdaratna,शब्दरत्न,,,,,Śabdaratna
Śabdenduśekhara,शब्देन्दुशेखर,,,,,Śabdenduśekhara
Śabdānuśāsana,शब्दानुशासन,Siddhahemacandraśabdānuśāsana,,,Siddhahemacandraśabdānuśāsana,
Śakticakravibhavaprabhava,शक्तिचक्रविभवप्रभव,,,,,Śakticakravibhavaprabhava
Śaktivāda,शक्तिवाद,,,,,Śaktivāda
Śaktiyuktāyānanta,शक्तियुक्तायानन्त,,,,,Śaktiyuktāyānanta
Śakunaprakunaprakāra,शकुनप्रकुनप्रकार,,,,,Śakunaprakunaprakāra
Śakunasaṃgraha,शकुनसंग्रह,,,,,Śakunasaṃgraha
Śakuntalā,शकुन्तला,Śakuntalā,,,Śakuntalā,
Śakuntalā,शकुन्तला,,,,,Śakuntalā
Śanaiścarastavarājastotra,शनैश्चरस्तवराजस्तोत्र,Puranas,,,Puranas,
Śanyaṣṭakastotra,शन्यष्टकस्तोत्र,,,,,Śanyaṣṭakastotra
Śarabhakavaca,शरभकवचस्तोत्र,Tantras,,,Tantras,
Śarabhakavaca,,Tantras,,,Tantras,
Śarabhakavacastotra,शरभकवचस्तोत्र,Tantras,,,Tantras,
Śarabhamahāmantra,,,,,,Śarabhamahāmantra
Śarabhasahasranāman,,Tantras,,,Tantras,
Śarabhavidhāna,,,,,,Śarabhavidhāna
Śarabheśvaramantra,शरभेश्वरमन्त्र,,,,,Śarabheśvaramantra
Śatacaṇḍīsahasracaṇḍīprayoga,शतचण्डीसहस्रचण्डीप्रयोग,,,,,Śatacaṇḍīsahasracaṇḍīprayoga
Śatakatraya,शतकत्रय,,,,,Śatakatraya
Śatapakṣaprātaranuvāka,शतपक्षप्रातरनुवाक,,,,,Śatapakṣaprātaranuvāka
Śatarudrīya,,,,,,Śatarudrīya
Śatarudrīyamahātma,शतरुद्रीयमहात्म,Tantras,,,Tantras,
Śataślokī,शतश्लोकी,,,,,Śataślokī
Śaunakagrantha,शौनकग्रन्थ,,,,,Śaunakagrantha
Śaṅkhalikhitasmṛti,शङ्खलिखितस्मृति,,,,,Śaṅkhalikhitasmṛti
Śikṣopaniṣad,शिक्षोपनिषद्,Upanishads,,,Upanishads,
Śikṣā,शिक्षा,Pāṇinīyaśikṣā,,,Pāṇinīyaśikṣā,
Śikṣā,शिक्षा,,,,,Pāṇinīyaśikṣā
Śikṣābrahmavidyābhṛgu,शिक्षाब्रह्मविदाभृगु,Upanishads,,,Upanishads,
Śikṣābrahmavidābhṛgu,शिक्षाब्रह्मविदाभृगु,Upanishads,,,Upanishads,
Śikṣācatuṣṭa,शिक्षाचतुष्ट,,,,,Śikṣācatuṣṭa
Śiromaṇi,शिरोमणि,Tattvacintāmaṇidīdhiti,,,Tattvacintāmaṇidīdhiti,
Śivadharmaśastra,शिवधर्मशस्त्र,,,,,Śivadharmaśastra
Śivagītā,शिवगीता,Puranas,,,Puranas,
Śivakavaca,शिवकवच,Puranas,,,Puranas,
Śivakavacastotra,शिवकवचस्तोत्र,,,,,Śivakavacastotra
Śivamahimnastotra,शिवमहिम्नस्तोत्र,,,,,Śivamahimnastotra
Śivamukhyasahasranāmastotra,शिवमुख्यसहस्रनामस्तोत्र,,,,,Śivamukhyasahasranāmastotra
Śivanāmakalpalatālavāla,,,,,,Śivanāmakalpalatālavāla
Śivanāmasahasra,शिवनामसहस्र,,,,,Śivanāmasahasra
Śivapaṭala,शिवपटल,,,,,Śivapaṭala
