script_note_as_recorded,script_note,script_label,aat_label,aat_id,wikidata_label,wikidata_qid
Script: Written in maghribī in black ink; pointed.,maghribī in black ink; pointed,maghribī,maghribī (script form),300265538,Maghrebi script,Q1519562
Script: Written chiefly in naskh in black ink with sūrah titles in thuluth; pointed and vocalized.,Written chiefly in naskh in black ink with sūrah titles in thuluth; pointed and vocalized,naskh,naskhī,300195195,Naskh,Q1510712
Script: Avestan with new Persian in nastaʻlīq.,Avestan with new Persian in nastaʻlīq,nastaʻlīq,nastaʻliq,300265532,Nastaʿlīq,Q1133121
"Script: Written in Avestan, Pahlavi, and Persian (nastaʻlīq).","Avestan, Pahlavi, and Persian (nastaʻlīq)",nastaʻlīq,nastaʻliq,300265532,Nastaʿlīq,Q1133121
"Script: Written in Coptic and naskh in black ink; pointed, partially vocalized.","Coptic and naskh in black ink; pointed, partially vocalized",naskh,naskhī,300195195,Naskh,Q1510712
Script: Written in muḥaqqaq in gold ink lined in black; pointed and vocalized.,muḥaqqaq in gold ink lined in black; pointed and vocalized,muḥaqqaq,muḥaqqaq,300265534,Muhaqqaq,Q1271335
"Script: Written in naskh in black ink; pointed, vocalized. Some marginalia in nastaʻlīq; pointed.","naskh in black ink; pointed, vocalized Some marginalia in nastaʻlīq; pointed",naskh,naskhī,300195195,Naskh,Q1510712
Script: Written in rapid nastaʻlīq in black ink; pointed.,rapid nastaʻliq in black ink; pointed,nastaʻlīq,nastaʻliq,300265532,Nastaʿlīq,Q1133121
Script: Early Abbasid (Kufic).,Early Abbasid (Kufic),Kufic,Kufic,300194434,Kufic,Q29647
"Script: Written in early Abbasid new style; pointed, vocalized.","early Abbasid new style; pointed, vocalized",Kufic,Kufic,300194434,Kufic,Q29647
Script: Written in Early Abbasid (Kufic) in black ink.,Early Abbasid (Kufic) in black ink,Kufic,Kufic,300194434,Kufic,Q29647
"Script: Written in informal naskh in black ink; pointed, vocalized.","informal naskh in black ink; pointed, vocalized",naskh,naskhī,300195195,Naskh,Q1510712
Script: Written in neat naskh in brown ink.,neat naskh in brown ink,naskh,naskhī,300195195,Naskh,Q1510712
Script: Written in Early Abbasid (Kufic) in heavy black ink; some diacritics in red and green points.,Early Abbasid (Kufic) in heavy black ink; some diacritics in red and green points,Kufic,Kufic,300194434,Kufic,Q29647
"Script: Written in nastaʻlīq, with strong elements of naskh in black ink; pointed.","nastaʻlīq, with strong elements of naskh in black ink; pointed",nastaʻlīq,nastaʻliq,300265532,Nastaʿlīq,Q1133121
Script: Written chiefly in naskh with one page in nastaʻlīq in black ink; pointed.,Written chiefly in naskh with one page in nastaʻlīq in black ink; pointed,naskh,naskhī,300195195,Naskh,Q1510712
Script: Chiefly written in nastaʻlīq in black ink; pointed; some marginalia in shikastah and some quotations in naskh.,Chiefly written in nastaʻlīq in black ink; pointed; some marginalia in shikastah and some quotations in naskh,naskh,naskhī,300195195,Naskh,Q1510712
Script: Written in naskh in black ink; pointed and partially vocalized.,naskh in black ink; pointed and partially vocalized,naskh,naskhī,300195195,Naskh,Q1510712
Script: Written in nastaʻlīq in black ink with headers in thuluth in gold.,nastaʻlīq in black ink with headers in thuluth in gold,nastaʻlīq,nastaʻliq,300265532,Nastaʿlīq,Q1133121
Script: Written in nastaʻlīq in white ink; pointed.,nastaʻlīq in white ink; pointed,nastaʻlīq,nastaʻliq,300265532,Nastaʿlīq,Q1133121
Script: Written in large nastaʻlīq in black ink; pointed.,large nastaʻlīq in black ink; pointed,nastaʻlīq,nastaʻliq,300265532,Nastaʿlīq,Q1133121
Script: Written in maghribī.,maghribī,maghribī,maghribī (script form),300265538,Maghrebi script,Q1519562
Script: Written in Pahlavi script.,Pahlavi script,pahlavi,,,Pahlavi scripts,Q1771716
"Script: Written in two styles. One portion in naskh with elements of nastaʻlīq in black ink (f. 7-203); pointed. The other portion in nastaʻlīq in black ink (f. 1-6, 204-341); pointed.","two styles One portion in naskh with elements of nastaʻlīq in black ink (f 7-203); pointed The other portion in nastaʻlīq in black ink (f 1-6, 204-341); pointed",naskh,naskhī,300195195,Naskh,Q1510712
Script: Written chiefly in nastaʻlīq with some samples in shikastah.,Written chiefly in nastaʻlīq with some samples in shikastah,nastaʻlīq,nastaʻliq,300265532,Nastaʿlīq,Q1133121
"Script: Written in modern naskh in black ink; pointed, partially vocalized.","modern naskh in black ink; pointed, partially vocalized",naskh,naskhī,300195195,Naskh,Q1510712
"Script: Written in naskh in black ink, pointed, vocalized; titles in thuluth in gold, pointed, vocalized.","naskh in black ink, pointed, vocalized; titles in thuluth in gold, pointed, vocalized",naskh,naskhī,300195195,Naskh,Q1510712
Script: Written in naskh in black ink; mostly unpointed.,naskh in black ink; mostly unpointed,naskh,naskhī,300195195,Naskh,Q1510712
Script: Written in Coptic in black ink.,Coptic in black ink,Coptic,,,Coptic script,Q321083
Script: Written in naskh in black ink; pointed and vocalized; last two pages written in taʻlīq in black ink; pointed.,naskh in black ink; pointed and vocalized; last two pages written in taʻlīq in black ink; pointed,naskh,naskhī,300195195,Naskh,Q1510712
Script: Written in nastaʻlīq shikastah in black ink; pointed.,nastaʻliq shikastah in black ink; pointed,nastaʻlīq,nastaʻliq,300265532,Nastaʿlīq,Q1133121
Script: Written primarily in styles of nastaʻlīq in black or red ink; pointed.,Written primarily in styles of nastaʻlīq in black or red ink; pointed,nastaʻlīq,nastaʻliq,300265532,Nastaʿlīq,Q1133121
"Script: Written in naskh in black ink; pointed, one text fully vocalized.","naskh in black ink; pointed, one text fully vocalized",naskh,naskhī,300195195,Naskh,Q1510712
Script: Written in naskh in black ink; pointed and vocalized; headings in thuluth in gold.,naskh in black ink; pointed and vocalized; headings in thuluth in gold,naskh,naskhī,300195195,Naskh,Q1510712
Script: Written in nastaʻlīq and naskh in black ink; pointed; naskh fully vocalized.,nastaʻlīq and naskh in black ink; pointed; naskh fully vocalized,naskh,naskhī,300195195,Naskh,Q1510712
Script: Written in naskh in black ink; marginal notations in nastaʻliq in black ink; pointed.,naskh in black ink; marginal notations in nastaʻliq in black ink; pointed,naskh,naskhī,300195195,Naskh,Q1510712
Script: Written in naskh in black ink; pointed and vocalized; one table and some headings in nastaʻlīq in red and blue; pointed.,naskh in black ink; pointed and vocalized; one table and some headings in nastaʻlīq in red and blue; pointed,naskh,naskhī,300195195,Naskh,Q1510712
"Script: Written in naskh in black ink; pointed, Arabic vocalized.","naskh in black ink; pointed, Arabic vocalized",naskh,naskhī,300195195,Naskh,Q1510712
"Script: Written in naskh in black ink; pointed, vocalized; one page with nastaʻlīq in red ink; pointed.","naskh in black ink; pointed, vocalized; one page with nastaʻlīq in red ink; pointed",naskh,naskhī,300195195,Naskh,Q1510712
Script: Written in nastaʻlīq in black ink; pointed; headings in thuluth; pointed and vocalized.,nastaʻlīq in black ink; pointed; headings in thuluth; pointed and vocalized,nastaʻlīq,nastaʻliq,300265532,Nastaʿlīq,Q1133121
Script: Written in Naskh in black ink.,,,,,Naskh,Q1510712
Script: Written in naskh in black ink; pointed. Marginalia in nastaʻlīq; pointed.,naskh in black ink; pointed Marginalia in nastaʻlīq; pointed,naskh,naskhī,300195195,Naskh,Q1510712
Script: Written in nastaʻlīq influenced naskh in black ink; pointed.,nastaʻlīq influenced naskh in black ink; pointed,naskh,naskhī,300195195,Naskh,Q1510712
Script: Written in naskh in black and red ink; pointed.,naskh in black and red ink; pointed,naskh,naskhī,300195195,Naskh,Q1510712
Script: Written in naskh in black ink and nastaʻlīq in red ink; pointed.,naskh in black ink and nastaʻlīq in red ink; pointed,naskh,naskhī,300195195,Naskh,Q1510712
Script: Written in maghribī script in brown ink; pointed.,"maghribi script in brown ink, pointed",maghribi,maghribī (script form),300265538,Maghrebi script,Q1519562
"Script: Written in naskh with elements of ruqʻah in black ink, pointed; Samaritan Aramaic in red.","naskh with elements of ruqʻah in black ink, pointed; Samaritan Aramaic in red",naskh,naskhī,300195195,Naskh,Q1510712
Script: Writte in naskh in black ink; pointed.,Writte in naskh in black ink; pointed,naskh,naskhī,300195195,Naskh,Q1510712
Script: Written in modern naskh in black ink; pointed.,modern naskh in black ink; pointed,naskh,naskhī,300195195,Naskh,Q1510712
Script: Writte in ruqʻah in black ink; pointed. Titles in muḥaqqaq.,Writte in ruqʻah in black ink; pointed Titles in muḥaqqaq,ruq'ah,riqāʻ,300265540,Ruqʿah script,Q4115022
"Script: Written in a humanistic cursive in brown ink. Red rubrics. 3-line chapter initials in red or blue, paragraph marks in blue and red.",,,,,humanistic cursive,Q33259624
Script: Written in a Gothic bookhand.,,,,,Gothic minuscule,Q30894934
Part I. [Astrological treatise}. Script: Cursive book script. Layout: Frame-ruled in plummet and written with about 35 long lines. Span folios: ff. 1-4v. Other Decoration: 3- and 2-line initials in plain red.,,,,,cursive,Q1079418
Script: Cursive book hand.,,,,,cursive,Q1079418
Script: Cursive script with secretary features; anglicana.,,,,,cursive|Anglicana,Q1079418|Q55380632
"Part 2. Span folios: ff. 100-237v. Other Decoration: Paragraph marks, chapter numbers, running headlines in red. Script: Littera textualis.",,,,,Gothic minuscule,Q30894934
Part 3. Span folios: ff. 238-247v. Script: Anglicana with secretary features. Assigned Date: s. XIVin. Layout: 29 long lines ruled in ink.,,,,,Anglicana,Q55380632
"Part 4. Span folios: ff. 65-67v. Layout: 3 columns on f. 65, and long lines on ff. 65v-67v, unruled. Assigned Date: s. XIV. Script: Anglicana.",,,,,Anglicana,Q55380632
Script: Secretary script.,,,,,secretary hand,Q16933853
"Script: Humanistic; ff. 2-3v, italic; ff. 1, 2, square capitals.",,,,,humanist minuscule|Italic script|Roman square capitals,Q3953117|Q6093538|Q533425
Script: Roman script of the type associated with the work of Geoffroy Tory in Bourges.,,,,,humanist minuscule,Q3953117
Script: Quasi humanistic.,,,,,humanist minuscule,Q3953117
Script: Gothic; Cursive.,,,,,cursive,Q1079418
Script: Textura; Secretary.,,,,,secretary hand,Q16933853
Script: Hybrida; gothic.,,,,,Gothic minuscule,Q30894934
Script: Anglicana formata; Textura; glossing hand.,,,,,Anglicana,Q55380632
Script: Gothic; Cursive; Bâtarde; Textura.,,,,,Gothic minuscule|cursive|Bastarda,Q30894934|Q1079418|Q32267
Script: Secretary; Anglicana.,,,,,secretary hand|Anglicana,Q16933853|Q55380632
Script: Secretary; Display script.,,,,,secretary hand,Q16933853
Script: Bastard secretary; Secretary; Calligraphic.,,,,,secretary hand,Q16933853
Script: Secretary; Anglicana; Bastard anglicana.,,,,,secretary hand|Anglicana,Q16933853|Q55380632
Script: Littera textualis formata.,,,,,Gothic minuscule,Q30894934
Script: Anglicana; Bastard textura.,,,,,Anglicana|Bastarda,Q55380632|Q32267
Script: Bâtarde; Gothic.,,,,,Bastarda|Gothic minuscule,Q32267|Q30894934
Script: Secretary; Italic; Semi-italic.,,,,,secretary hand|Italic script,Q16933853|Q6093538
Script: Anglicana; Textura.,,,,,Anglicana|Gothic minuscule,Q55380632|Q30894934
Script: Anglicana formata; Secretary.,,,,,secretary hand|Anglicana,Q16933853|Q55380632
Script: Anglicana formata; Bastard anglicana.,,,,,Anglicana|Bastarda,Q55380632|Q32267
Script: Textura; Humanistic.,,,,,Gothic minuscule|humanist minuscule,Q30894934|Q3953117
Script: Littera textualis.,,,,,Gothic minuscule,Q30894934
Script: Anglicana script with some secretary characteristics.,,,,,Anglicana,Q55380632
Script: Itali.,,,,,Italic script,Q6093538
Script: Cursive with some humanistic features.,,,,,cursive,Q1079418
Script: Cursive humanistic.,,,,,humanistic cursive,Q33259624
Script: Humanistic; Square capitals.,,,,,humanist minuscule|Roman square capitals,Q3953117|Q533425
Script: Semi-cursive minuscule.,,,,,Greek minuscule,Q8250741
Script: Gothic liturgical.,,,,,Gothic minuscule,Q30894934
Script: Littera currens.,,,,,Gothic minuscule,Q30894934
Script: Minuscule; Quasi semi-uncial.,,,,,Greek minuscule,Q8250741
Script: Gothic textura.,,,,,Gothic minuscule,Q30894934
Script: Gothic textualis rotunda (littera bononiensis).,,,,,littera Bononiensis,Q130745889
"Script: Bahari, written in black ink; interlinear commentary is Nasta'liq, written in red; marginal annotations written in Shikasteh in black. Scripts identified by Robert Hillenbrand.",,,,,Bihari script|Nastaʿlīq|Shikasta Nastaʿlīq,Q109615437|Q1133121|Q4115909
Script: Written in Ethiopic (Ge'ez) script; rubrics in red.,,,,,Ge'ez script,Q257634
"Script: Ghubar, in black ink. Script identified by Robert Hillenbrand.",,,,,Ghubār script,Q130751688
Script: Southern textualis formata.,,,,,Rotunda,Q1418954
Script: Documentary cursive script.,,,,,documentary hand|cursive,Q69525889|Q1079418
Script: Documentary cursive.,,,,,documentary hand|cursive,Q69525889|Q1079418
Script: Gothic hybrida.,,,,,Gothic minuscule,Q30894934
Script: Naskhī in black and red inks.,,,,,Naskh,Q1510712
Script: Naskhī in black ink with some accents in red; script identified by Robert Hillenbrand.,,,,,Naskh,Q1510712
Script: Shikasteh in black and red inks; script identified by Robert Hillenbrand.,,,,,Shikasta Nastaʿlīq,Q4115909
Script: Maghribī in black ink with rubrics in red and yellow highlights; script identified by Robert Hillenbrand.,,,,,Maghrebi script,Q1519562
"Script: Naskhī tending toward Nasta'liq, in black ink; script identified by Robert Hillenbrand.",,,,,Naskh,Q1510712
Script: Shikasteh in black ink; script identified by Robert Hillenbrand.,,,,,Shikasta Nastaʿlīq,Q4115909
"Script: Thuluth in black ink; headings in gold and blue, accented in red or blue; script identified by Robert Hillenbrand.",,,,,Thuluth,Q260780
Script: Javanese.,,,,,Javanese script,Q879704
Script: Nestorian.,,,,,Eastern Syriac script,Q12210592
Script: Burmese.,,,,,Mon–Burmese script,Q43887939
Script: Kanbun.,,,,,Unicode chart Kanbun,Q16318513
Script: Notrgir.,,,,,Nōtrgir,Q130751844
Script: Tamil.,,,,,Tamil script,Q26803
"Script: Written in a humanist script in brown ink, 18 lines per page; written area 73 x 40 mm.",,,,,humanist minuscule,Q3953117
"Script: Gothic in French style (e.g. crossed tironian seven; superscript vertical line for the ""qui"" abbreviation).",,,,,Gothic minuscule,Q30894934
Script: Northafrican rabbinic script,,,,,Maghrebi script,Q1519562
"Script: large naskh, calligraphic script",,,,,Naskh,Q1510712
Script: medium size nastalıq,,,,,Nastaʿlīq,Q1133121
Script: Anglo-Saxon minuscule; Caroline minuscule,,,,,Insular minuscule|Carolingian minuscule,Q33259746|Q785729
Script: Cursive gothic bookhand,,,,,Gothic cursive,Q33247994
Script: Anglicana; rubrics in mixed script of anglicana and secretary.,,,,,Anglicana,Q55380632
"Script: Gothic (but teardrop a), rubrics by another hand; ff. 17-27v, cursive humanistic book hand",,,,,Gothic minuscule|humanistic cursive,Q30894934|Q33259624
Script: Italic,,,,,Italic script,Q6093538
Script: Written in Solitreo script (Sephardic cursive),,,,,Solitreo,Q9078716
Script: 15th-century texts written in Gothic textura; later addition written in mid-18th- or 19th-century script.,,,,,Gothic minuscule,Q30894934
Script: written in rounded Gothic script.,,,,,Gothic minuscule,Q30894934
"Script: Written by 2 scribes in Gothic script: scribe 1, fol. 1r-16v; scribe 2, fol. 17r-23v. A third scribe in 17th script, fol. 23v-25v.",,,,,Gothic minuscule,Q30894934
Script: Written in Gothic textura script,,,,,Gothic minuscule,Q30894934
"Script: written by 2 scribes in Gothic bookhand: scribe 1, leaves 1r-101v; scribe 2, leaves 102r-119r and additions on leaves 3v, 4r, 4v. Later additions on flyleaf (approximately 1500) written in Gothic script",,,,,Gothic minuscule,Q30894934
Script: Written in early gothic script.,,,,,Gothic minuscule,Q30894934
Script: written in Gothic script,,,,,Gothic minuscule,Q30894934
Script: written in Lettre Bâtarde script.,,,,,Bastarda,Q32267
Script: Main text written 23 lines per page; 20 lines from fol. 132; 19 lines from fol. 146r; 17 lines from fol. 147v; in gothic script. Fols. 164r-171r with 21 lines in bâtarde script.,,,,,Bastarda,Q32267
Script: written in humanistic-influenced gothic script.,,,,,Gothic minuscule,Q30894934
Script: written in cursive mercantesca script.,,,,,Scrittura mercantesca,Q63526527
Script: written in Gothic bookhand.,,,,,Gothic minuscule,Q30894934
Script: written in gothic textura script.,,,,,Gothic minuscule,Q30894934
"Script: written in cursive script. Underlining and ms. annotations in Latin (?) in contemporary hand, dated 1527.",,,,,cursive,Q1079418
Script: written in Gothic cursive script.,,,,,Gothic cursive,Q33247994
Script: written in upright humanistic script.,,,,,humanist minuscule,Q3953117
Script: Written in Court Hand.,,,,,documentary hand,Q69525889
"Script: Written by 2 scribes in Gothic bâtarde script: scribe 1, fol. 1r-17v; scribe 2: 17v.",,,,,Bastarda,Q32267
Script: Written in crisive secretary script.,,,,,secretary hand|cursive,Q16933853|Q1079418
Script: written in gothic bookhand.,,,,,Gothic minuscule,Q30894934
Script: written in Gothic rounded script.,,,,,Gothic minuscule,Q30894934
Script: written in humanist bookhand.,,,,,humanist minuscule,Q3953117
Script: Anglicana Currens,,,,,Anglicana,Q55380632
Script: Bâtard.,,,,,Bastarda,Q32267
Script: Formal humanistic (italic).,,,,,humanistic cursive,Q33259624
Script: Gothic cursive (mixed Anglicana and secretary).,,,,,Gothic cursive|Anglicana|secretary hand,Q33247994|Q55380632|Q16933853
Script: Formal Gothic textual.,,,,,Gothic minuscule,Q30894934
"Script: Round Gothic (littera Bononiensis), several hands.",,,,,littera Bononiensis,Q130745889
Script: Rounded Gothic script (littera Bononiensis); several hands.,,,,,littera Bononiensis,Q130745889
Script: Southern Textualis Libraria/Rotunda,,,,,Rotunda,Q1418954
Script: Southern Textualis Formata/Textus Praescissus,,,,,Gothic minuscule,Q30894934
Script: Hybrida Libraria/Currens,,,,,Gothic minuscule,Q30894934
Script: Gothic Documentary Script,,,,,documentary hand,Q69525889
Script: Compressed Textualis Libraria/Formata,,,,,Gothic minuscule,Q30894934
Script: Early Gothic or Late Praegothica,,,,,Gothic minuscule|Protogothic,Q30894934|Q33247835
Script: Cyrillic Book Script,,,,,Cyrillic script,Q8209
Script: Cursival Antiquior Libraria/Currens or Anglicana,,,,,Anglicana|Gothic minuscule,Q55380632|Q30894934
Script: Cursiva Currens or Secretary,,,,,Gothic cursive|secretary hand,Q33247994|Q16933853
Script: Textualis Libraria or Rotunda,,,,,Gothic minuscule,Q30894934
Script: Textualis Libraria/Currens,,,,,Gothic minuscule,Q30894934
Script: Cursiva Formata,,,,,Gothic minuscule,Q30894934
Script: Current Gothic hybrid.,,,,,Gothic minuscule,Q30894934
Script: Gothic cursive; formal Gothic hybrid used in tables and diagrams.,,,,,Gothic cursive,Q33247994
"Script: Gothic textual, several hands. The letter-forms in fols. 91-121 show chancery influence and cursive tendencies.",,,,,Gothic minuscule,Q30894934
"Script: Fols. 1-62 written in Gothic textual, rather carelessly executed; fols. 63-173 written in a very current Gothic cursive.",,,,,Gothic minuscule|Gothic cursive,Q30894934|Q33247994
Script: Gothic cursive; a new hand begins on f. 168r.,,,,,Gothic cursive,Q33247994
"Script: Protogothic (or ""Romanesque"") transitional script: frequent use of cedilla with long e; ampersand and tyronian form of ""et"" both appear; Carolingian and uncial forms of ""d"" both appear.",,,,,Protogothic,Q33247835
Script: Textual Gothic cursive (batard).,,,,,Bastarda,Q32267
Script: Hybrida leaning towards Cursiva,,,,,Gothic minuscule,Q30894934
Script: Anglicana and Cursiva currens,,,,,Gothic cursive|Anglicana,Q33247994|Q55380632
Script: Cursiva currens,,,,,Gothic cursive,Q33247994
Script: Southern Textualis Formata/Italian Rotunda,,,,,Rotunda,Q1418954
Script: Northern Rotunda,,,,,Gothic minuscule,Q30894934
Script: Caroline minuscule; Gothic Cursive annotations,,,,,Carolingian minuscule|Gothic cursive,Q785729|Q33247994
Script: Gothic Book Script,,,,,Gothic minuscule,Q30894934
Script: Early Modern French Documentary Script,,,,,documentary hand,Q69525889
Script: Caroline miniscule,,,,,Carolingian minuscule,Q785729
Script: Bold Cursiva Libraria,,,,,Gothic cursive,Q33247994
Script: Hybrida Libraria,,,,,Gothic minuscule,Q30894934
"Script: Gothic cursive, very rapid; several hands.",,,,,Gothic cursive,Q33247994
"Script: Gothic textual, hastily executed.",,,,,Gothic minuscule,Q30894934
Script: Gothic textual quadrata (ff. 1-87); Gothic textual semi-rotunda (ff. 88-179vb); Gothic chancery (ff. 179vb-180vb).,,,,,Gothic minuscule|chancery hand,Q30894934|Q2849287
Script: Written in rounded Gothic textual script; f. 219v is written in Gothic cursive script.,,,,,Gothic minuscule|Gothic cursive,Q30894934|Q33247994
"Script: Fols. 1r-172v, round Gothic textual, several hands. Fols. 174r-183v, ordinary Gothic hybrid.",,,,,Gothic minuscule,Q30894934
Script: Late Italian Gothic book hand.,,,,,Gothic minuscule,Q30894934
Script: Gothic. Biblical text in black ink in one hand; gloss in brown ink in several hands.,,,,,Gothic minuscule,Q30894934
Script: Written in a Caroline-gothic script by one hand; additions written by several other hands.,,,,,Protogothic,Q33247835
"Script: Fol. 1r-26r in a small English Caroline minuscule, with some additions in a later gothic hand (cf. fol. 19r-v). Prayer on fol. 26r-v in a later (13th cent.) gothic hand.",,,,,Carolingian minuscule,Q785729
"Script: Fol. 1r-8r written in Gothic secretary, italic and humanistic scripts by one hand, namely that of Stephan Brechtl; fol. 8v possibly written by a second hand, signed ""Ulricus Le[m?]p Egranus, Arithmeticus.""",,,,,secretary hand|Italic script|humanist minuscule,Q16933853|Q6093538|Q3953117
"Script: Gothic, in several hands and in both brown and black ink, 1-4 lines of majuscule accompanying large initials.",,,,,Gothic minuscule,Q30894934
"Script: Gothic; at least 5 hands, writing with varying degress of formality.",,,,,Gothic minuscule,Q30894934
Script: Written in a bâtarde script with no loops.,,,,,Bastarda,Q32267
Script: Written in humanistic cursive in one hand.,,,,,humanistic cursive,Q33259624
"Script: Written by 2 scribes in cursive miniscule: scribe 1, fol. 1r-84v; scribe 2, fol. 85r-102v.",,,,,cursive,Q1079418
Script: Written in bâtarde script in 2 sizes according to liturgical function.,,,,,Bastarda,Q32267
"Script: Written in gothic book hand with versals placed partially outside the written space. Written by 3 scribes: scribe 1, fol. 1r-248r; scribe 2, rubrics, antiphons; scribe 3, fol. 248v-252v.",,,,,Gothic minuscule,Q30894934
"Script: Batarde, in 2 hands (scribe 2 added fol. 92r-93v).",,,,,Bastarda,Q32267
Script: Written in an Italian or Italianate round gothic book hand.,,,,,Gothic minuscule,Q30894934
Script: Humanistic book script in one hand.,,,,,humanist minuscule,Q3953117
"Script: Angelica; 2 scribes, one on recto, the second on verso.",,,,,Anglicana,Q55380632
Script: Written throughout in cursive script; 4 distinct hands present.,,,,,cursive,Q1079418
Script: Written in a round gothic book script by one hand.,,,,,Gothic minuscule,Q30894934
Script: Written in brown ink in a gothic script in at least 4 different hands.,,,,,Gothic minuscule,Q30894934
Script: Fol. 1r-103r written in a mercantesca script by one hand; fol. 105r-134v written in a cursive script by a second hand; various notes and additions in other hands.,,,,,Scrittura mercantesca,Q63526527
Script: Written in gothic script by one hand.,,,,,Gothic minuscule,Q30894934
Script: 2 scribes: fol. 1-80 in slightly clubbed humanistic bookhand; fol. 81-127 in cursive sloping humanistic bookhand.,,,,,humanist minuscule|humanistic cursive,Q3953117|Q33259624
Script: Written in cursive and semi-cursive.,,,,,cursive,Q1079418
Script: All three volumes in a hurried cursive hand by one Anthonius Vincentius.,,,,,cursive,Q1079418
Script: French gothic hand.,,,,,Gothic minuscule,Q30894934
Script: Written mainly in one heavily gothicizing hand but with several humanistic hands present; later hands range from rough noting scripts to simple round roman miniscules based on printing fonts.,,,,,humanist minuscule,Q3953117
Script: Gothic script in several hands.,,,,,Gothic minuscule,Q30894934
Script: Gothic script; at least 4 hands (all Italian).,,,,,Gothic minuscule,Q30894934
Script: Written in a humanistic script with some semi-gothic forms.,,,,,humanist minuscule,Q3953117
"Script: Rounded gothic minuscule (14th cent.), with initials and incipits in red. Cursive script on fol. iiv.",,,,,Gothic minuscule,Q30894934
Script: Written in an italic script by one hand.,,,,,Italic script,Q6093538
Script: Written in humanistic miniscule by Pando Mattei (fol. 156v).,,,,,humanist minuscule,Q3953117
Script: Text in secretary hand; title in Italic display script.,,,,,secretary hand|Italic script,Q16933853|Q6093538
"Script: Written in a hybrida script, mainly in one hand; part of fol. 30v in a different hand.",,,,,Gothic minuscule,Q30894934
"Script: Written in gothic miniscule by 3 scribes: scribe 1, fol. 1r-12v; scribe 2, fol. 12v-24; scribe 3, fol. 25v-28v.",,,,,Gothic minuscule,Q30894934
Script: Cursive; 3 hands.,,,,,cursive,Q1079418
Script: French gothic book script.,,,,,Gothic minuscule,Q30894934
Script: Written in a notarial script by one hand.,,,,,documentary hand,Q69525889
Script: Written mostly in a secretary script by one hand.,,,,,secretary hand,Q16933853
Script: Written in a late gothic cursive.,,,,,Gothic cursive,Q33247994
Script: Written in a littera hybrida.,,,,,Gothic minuscule,Q30894934
Script: Written in a textualis rotunda formata.,,,,,Rotunda,Q1418954
Script: Written in a littera rotunda.,,,,,Rotunda,Q1418954
Script: Written in scittura bollatica.,,,,,scrittura bollatica,Q130745862
Script: Written in a later Carolingian minuscule or praegothica.,,,,,Carolingian minuscule|Protogothic,Q785729|Q33247835
Script: Written in a littera cursiva textualis or mid-grade gothic cursive.,,,,,Gothic cursive,Q33247994
Script: Written in a semitextualis with headings in littera textualis.,,,,,Gothic minuscule,Q30894934
Script: Written in a documentary hand.,,,,,documentary hand,Q69525889
Script: Written in littera textualis formata in red and black ink.,,,,,Gothic minuscule,Q30894934
Script: Written in a textualis rotunda.,,,,,Rotunda,Q1418954
Script: Written in littera Bononiensis.,,,,,littera Bononiensis,Q130745889
Script: Written in a late Caroline miniscule.,,,,,Carolingian minuscule,Q785729
Script: Written in Gothic hybrid.,,,,,Gothic minuscule,Q30894934
Script: Written in brown and black ink by multiple hands in predominately humanistic scripts.,,,,,humanist minuscule,Q3953117
Script: Praegothica or late Caroline miniscule.,,,,,Carolingian minuscule|Protogothic,Q785729|Q33247835
Script: Written in brown and black ink in six hands; mostly written in humanistic and italic hands.,,,,,humanist minuscule|Italic script,Q3953117|Q6093538
"Script: Written in bolorgir script by one hand. Later annotations at foot of fol. 1r, likely fountain pen ink; repetition of first two lines of text.",,,,,bolorgir,Q31193864
"Script: Written in a Gothic script by one hand, or possibly two.",,,,,Gothic minuscule,Q30894934
"Script: Fol. 2ra-181va written in a tiny Gothic script by one hand; fol. 1ra-vb, 182-217vb written in large Gothic script by at least one different, later hand.",,,,,Gothic minuscule,Q30894934
"Script: Written in a secretary script, possibly by 2 hands.",,,,,secretary hand,Q16933853
Script: Calligraphic cursive. At least 2 hands: one for body of text; one is the autograph of Henry III.,,,,,cursive,Q1079418
Script: Documentary cursive; seal in gothic.,,,,,documentary hand|cursive,Q69525889|Q1079418
Script: Written in a chancery script by one hand.,,,,,chancery hand,Q2849287
Script: Written in miniscule; fol. 133v-138v by a different scribe.,,,,,minuscule script,Q69523795
"Script: Both texts written in gothic minuscule, each by one hand.",,,,,Gothic minuscule,Q30894934
Script: Fol. 1r-92v written in a single humanistic book script; fol. 93r-100v written in humanistic cursive by a different hand.,,,,,humanist minuscule|humanistic cursive,Q3953117|Q33259624
Script: Written in a cursive book-hand by one Kaspar Ytelhuser (fol. 132ra).,,,,,cursive,Q1079418
"Script: 2 scribes: fol. 1-166v by scribe 1 in rounded gothic hand, with various inks and different degrees of control; fol. 166v-174v by scribe 2, also in gothic.",,,,,Gothic minuscule,Q30894934
Script: Written in a round Italian gothic book hand by Andreuccio della Monaca.,,,,,Rotunda,Q1418954
Script: Written in gothic minuscule in one hand.,,,,,Gothic minuscule,Q30894934
Script: Written in humanistic cursive by one Johannes Suardus.,,,,,humanistic cursive,Q33259624
Script: Gothic in at least 3 hands.,,,,,Gothic minuscule,Q30894934
Script: Gothic; fol. 1r-12v written in a careful vertical gothic hand; fol. 13r-21v in a more rounded gothic script.,,,,,Gothic minuscule,Q30894934
