subject_as_recorded,vocab,subfield_codes,source_authority_uri,authorized_label,structured_value,ds_qid
Bible. Gospels--Commentaries--Early works to 1800.,0,a;p--v--v,,Bible. Gospels;Commentaries;Early works,http://id.worldcat.org/fast/1808065;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,Q5839;Q2812;Q300
Bible. Gospels--Early works to 1800,0,a;p--v,,Bible. Gospels;Early works,http://id.worldcat.org/fast/1808065;http://id.worldcat.org/fast/1411636,Q5839;Q300
Bible. Gospels--Early works to 1800.,0,a;p--v,,Bible. Gospels;Early works,http://id.worldcat.org/fast/1808065;http://id.worldcat.org/fast/1411636,Q5839;Q300
"Bible. Gospels--Harmonies, English",0,a;p--x,,Bible. Gospels;Harmonies (Reference works);English language,http://id.worldcat.org/fast/1808065;http://id.worldcat.org/fast/1922443;http://id.worldcat.org/fast/910920,Q5839;Q38597;Q12536
Bible. Gospels--Paraphrases,0,a;p--v,,Bible. Gospels;Paraphrases,http://id.worldcat.org/fast/1808065;http://id.worldcat.org/fast/1423839,Q5839;Q5830
Bible. Gospels--Sermons--Early works to 1800,0,a;p--v--v,,Bible. Gospels;Sermons;Early works,http://id.worldcat.org/fast/1808065;http://id.worldcat.org/fast/1113216;http://id.worldcat.org/fast/1411636,Q5839;Q38598;Q300
Bible. Gospels--Sermons--Early works to 1800,0,a;p--x--v,,Bible. Gospels;Sermons;Early works,http://id.worldcat.org/fast/1808065;http://id.worldcat.org/fast/1113216;http://id.worldcat.org/fast/1411636,Q5839;Q38598;Q300
Bible. Gospels--Sermons--Early works to 1800.,0,a;p--x--v,,Bible. Gospels;Sermons;Early works,http://id.worldcat.org/fast/1808065;http://id.worldcat.org/fast/1113216;http://id.worldcat.org/fast/1411636,Q5839;Q38598;Q300
Bible. Haggai,0,a;p,,Bible. Haggai,http://id.worldcat.org/fast/1892908,Q38599
Bible. Hebrews,fast,a;p,(OCoLC)fst01892910,Bible. Hebrews,http://id.worldcat.org/fast/1892910,Q48095
Bible. Hebrews,0,a;p,,Bible. Hebrews,http://id.worldcat.org/fast/1892910,Q48095
Bible. Hebrews--Commentaries--Early works to 1800,0,a;p--v--v,,Bible. Hebrews;Commentaries;Early works,http://id.worldcat.org/fast/1892910;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,Q48095;Q2812;Q300
Bible. Isaiah,fast,a;p,(OCoLC)fst01808068,Bible. Isaiah,http://id.worldcat.org/fast/1808068,Q12558
"Bible. Isaiah, XIX, 20--Sermons--Early works to 1800",0,a;p--v--v,,Bible. Isaiah;Sermons;Early works,http://id.worldcat.org/fast/1808068;http://id.worldcat.org/fast/1423904;http://id.worldcat.org/fast/1411636,Q12558;Q180;Q300
Bible. Isaiah.--Latin,0,a;p--l,,Bible. Isaiah;Latin language,http://id.worldcat.org/fast/1808068;http://id.worldcat.org/fast/993125,Q12558;Q4170
Bible. Isaiah--Commentaries,0,a;p--v,,Bible. Isaiah;Commentaries,http://id.worldcat.org/fast/1808068;http://id.worldcat.org/fast/1423723,Q12558;Q2812
Bible. Isaiah--Commentaries.,0,a;p--v,,Bible. Isaiah;Commentaries,http://id.worldcat.org/fast/1808068;http://id.worldcat.org/fast/1423723,Q12558;Q2812
Bible. Isaiah--Commentaries--Early works to 1800,0,a;p--v--v,(uri) http://id.loc.gov/authorities/names/n80002952--(uri) http://viaf.org/viaf/sourceID/LC%7cn80002952,Bible. Isaiah;Commentaries;Early works,http://id.worldcat.org/fast/1808068;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,Q12558;Q2812;Q300
Bible. Isaiah--Commentaries--Early works to 1800.,0,a;p--v--v,(uri) http://id.loc.gov/authorities/names/n80002952--(uri) http://viaf.org/viaf/sourceID/LC%7cn80002952,Bible. Isaiah;Commentaries;Early works,http://id.worldcat.org/fast/1808068;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,Q12558;Q2812;Q300
"Bible. Isaiah--Criticism, interpretation, etc.--Early works to 1800",0,a;p--x--v,,Bible. Isaiah;Criticism and interpretation;Early works,http://id.worldcat.org/fast/1808068;http://id.worldcat.org/fast/1198648;http://id.worldcat.org/fast/1411636,Q12558;Q292;Q300
"Bible. Isaiah--Criticism, interpretation, etc.--Early works to 1800.",0,a;p--x--v,,Bible. Isaiah;Criticism and interpretation;Early works,http://id.worldcat.org/fast/1808068;http://id.worldcat.org/fast/1198648;http://id.worldcat.org/fast/1411636,Q12558;Q292;Q300
Bible. Jeremiah--Commentaries--Early works to 1800,0,a;p--v--v,,Bible. Jeremiah;Commentaries;Early works,http://id.worldcat.org/fast/1892915;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,Q38600;Q2812;Q300
Bible. Job,fast,a;p,(OCoLC)fst01892916,Bible. Job,http://id.worldcat.org/fast/1892916,Q12602
Bible. Job,0,a;p,,Bible. Job,http://id.worldcat.org/fast/1892916,Q12602
Bible. Job--Commentaries,0,a;p--v,,Bible. Job;Commentaries,http://id.worldcat.org/fast/1892916;http://id.worldcat.org/fast/1423723,Q12602;Q2812
Bible. Job--Commentaries--Early works to 1800,0,a;p--v--v,,Bible. Job;Commentaries;Early works,http://id.worldcat.org/fast/1892916;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,Q12602;Q2812;Q300
Bible. Job--Commentaries--Early works to 1800,0,a;p--x--v,,Bible. Job;Commentaries;Early works,http://id.worldcat.org/fast/1892916;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,Q12602;Q2812;Q300
Bible. Job--Commentaries--Early works to 1800.,0,a;p--v--v,,Bible. Job;Commentaries;Early works,http://id.worldcat.org/fast/1892916;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,Q12602;Q2812;Q300
Bible. Job--Theology,0,a;p--x,,Bible. Job;Theology,http://id.worldcat.org/fast/1892916;http://id.worldcat.org/fast/1149559,Q12602;Q4290
Bible. John,fast,a;p,http://id.worldcat.org/fast/1696638,Bible. John,http://id.worldcat.org/fast/1696638,Q4214
Bible. John,0,a;p,http://id.loc.gov/authorities/names/n79060414,Bible. John,http://id.worldcat.org/fast/1696638,Q4214
Bible. John--Commentaries,0,a;p--x,,Bible. John;Commentaries,http://id.worldcat.org/fast/1696638;http://id.worldcat.org/fast/1423723,Q4214;Q2812
Bible. John--Commentaries--Early works to 1800,0,a;p--v--v,,Bible. John;Commentaries;Early works,http://id.worldcat.org/fast/1696638;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,Q4214;Q2812;Q300
Bible. John--Commentaries--Early works to 1800.,0,a;p--v--v,,Bible. John;Commentaries;Early works,http://id.worldcat.org/fast/1696638;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,Q4214;Q2812;Q300
"Bible. John--Criticism, interpretation, etc.--Early works to 1800",0,a;p--x--v,,Bible. John;Criticism and interpretation;Early works,http://id.worldcat.org/fast/1696638;http://id.worldcat.org/fast/1198648;http://id.worldcat.org/fast/1411636,Q4214;Q292;Q300
"Bible. John--Criticism, interpretation, etc.--Early works to 1800.",0,a;p--x--v,,Bible. John;Criticism and interpretation;Early works,http://id.worldcat.org/fast/1696638;http://id.worldcat.org/fast/1198648;http://id.worldcat.org/fast/1411636,Q4214;Q292;Q300
Bible. John--Early works to 1800,0,a;p--v,,Bible. John;Early works,http://id.worldcat.org/fast/1696638;http://id.worldcat.org/fast/1411636,Q4214;Q300
Bible. John--Early works to 1800.,0,a;p--v,,Bible. John;Early works,http://id.worldcat.org/fast/1696638;http://id.worldcat.org/fast/1411636,Q4214;Q300
Bible. John--Sermons--Early works to 1800,0,a;p--x--v,(uri) http://id.loc.gov/authorities/names/n79060414--(uri) http://viaf.org/viaf/sourceID/LC%7cn79060414,Bible. John;Sermons;Early works,http://id.worldcat.org/fast/1696638;http://id.worldcat.org/fast/1113216;http://id.worldcat.org/fast/1411636,Q4214;Q38598;Q300
Bible. John--Sermons--Early works to 1800.,0,a;p--x--v,(uri) http://id.loc.gov/authorities/names/n79060414--(uri) http://viaf.org/viaf/sourceID/LC%7cn79060414,Bible. John;Sermons;Early works,http://id.worldcat.org/fast/1696638;http://id.worldcat.org/fast/1113216;http://id.worldcat.org/fast/1411636,Q4214;Q38598;Q300
Bible. Kings,0,a;p,,Bible. Kings,http://id.worldcat.org/fast/1808077,Q38601
"Bible. Kings, 1st, XX, 31--Sermons--Early works to 1800",0,a;p--v--v,,"Bible. Kings, 1st;Sermons;Early works",http://id.worldcat.org/fast/1892922;http://id.worldcat.org/fast/1423904;http://id.worldcat.org/fast/1411636,Q38602;Q180;Q300
Bible. Lamentations,0,a;p,,Bible. Lamentations,http://id.worldcat.org/fast/1892924,Q5903
Bible. Lamentations.,0,a;p,,Bible. Lamentations,http://id.worldcat.org/fast/1892924,Q5903
Bible. Lamentations--Commentaries--Early works to 1800,0,a;p--v--v,,Bible. Lamentations;Commentaries;Early works,http://id.worldcat.org/fast/1892924;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,Q5903;Q2812;Q300
Bible.--Latin.--Vulgate,0,a--l--s,,Bible;Latin language,http://id.worldcat.org/fast/1356024;http://id.worldcat.org/fast/993125,Q4267;Q4170
Bible.--Latin.--Vulgate.,0,a--l--s,,Bible;Latin language,http://id.worldcat.org/fast/1356024;http://id.worldcat.org/fast/993125,Q4267;Q4170
Bible.--Latin--Versions--Vulgate--Dictionaries--Latin,0,a--l--x--x--v--x,,Bible;Latin language;Dictionaries,http://id.worldcat.org/fast/1356024;http://id.worldcat.org/fast/993125;http://id.worldcat.org/fast/1423826,Q4267;Q4170;Q3041
Bible.--Latin--Versions--Vulgate--Dictionaries--Latin.,0,a--l--x--x--v--x,,Bible;Latin language;Dictionaries,http://id.worldcat.org/fast/1356024;http://id.worldcat.org/fast/993125;http://id.worldcat.org/fast/1423826,Q4267;Q4170;Q3041
Bible. Leviticus,0,a;p,,Bible. Leviticus,http://id.worldcat.org/fast/1892925,Q38603
Bible. Leviticus,fast,a;p,,Bible. Leviticus,http://id.worldcat.org/fast/1892925,Q38603
Bible. Luke,fast,a;p,(OCoLC)fst01892926,Bible. Luke,http://id.worldcat.org/fast/1892926,Q38604
Bible. Luke,0,a;p,,Bible. Luke,http://id.worldcat.org/fast/1892926,Q38604
Bible. Luke--Commentaries--Early works to 1800,0,a;p--x--v,,Bible. Luke;Commentaries;Early works,http://id.worldcat.org/fast/1892926;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,Q38604;Q2812;Q300
Bible. Luke--Commentaries--Early works to 1800,0,a;p--v--v,,Bible. Luke;Commentaries;Early works,http://id.worldcat.org/fast/1892926;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,Q38604;Q2812;Q300
Bible. Mark,0,a;p,,Bible. Mark,http://id.worldcat.org/fast/1892928,Q38605
Bible. Mark.--Latin--Commentaries,0,a;p--l--v,,Bible. Mark;Latin language;Commentaries,http://id.worldcat.org/fast/1892928;http://id.worldcat.org/fast/993125;http://id.worldcat.org/fast/1423723,Q38605;Q4170;Q2812
Bible. Mark--Commentaries,0,a;p--x,,Bible. Mark;Commentaries,http://id.worldcat.org/fast/1892928;http://id.worldcat.org/fast/1423723,Q38605;Q2812
Bible. Matthew,fast,a;p,http://id.worldcat.org/fast/1808086,Bible. Matthew,http://id.worldcat.org/fast/1808086,Q5898
Bible. Matthew,0,a;p,,Bible. Matthew,http://id.worldcat.org/fast/1808086,Q5898
Bible. Matthew,0,a;p,http://id.loc.gov/authorities/names/n79056834,Bible. Matthew,http://id.worldcat.org/fast/1808086,Q5898
Bible. Matthew.,0,a;p,,Bible. Matthew,http://id.worldcat.org/fast/1808086,Q5898
Bible. Matthew--Commentaries,0,a;p--x,,Bible. Matthew;Commentaries,http://id.worldcat.org/fast/1808086;http://id.worldcat.org/fast/1423723,Q5898;Q2812
Bible. Matthew--Commentaries--Early works to 1800,0,a;p--v--v,,Bible. Matthew;Commentaries;Early works,http://id.worldcat.org/fast/1808086;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,Q5898;Q2812;Q300
Bible. Matthew--Commentaries--Early works to 1800,0,a;p--x--v,,Bible. Matthew;Commentaries;Early works,http://id.worldcat.org/fast/1808086;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,Q5898;Q2812;Q300
Bible. Matthew--Commentaries--Early works to 1800.,0,a;p--v--v,,Bible. Matthew;Commentaries;Early works,http://id.worldcat.org/fast/1808086;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,Q5898;Q2812;Q300
Bible. Matthew--Early works to 1800,0,a;p--v,,Bible. Matthew;Early works,http://id.worldcat.org/fast/1808086;http://id.worldcat.org/fast/1411636,Q5898;Q300
Bible. Matthew--Early works to 1800.,0,a;p--v,,Bible. Matthew;Early works,http://id.worldcat.org/fast/1808086;http://id.worldcat.org/fast/1411636,Q5898;Q300
Bible. Matthew--Paraphrases,0,a;p--x,,Bible. Matthew;Paraphrases,http://id.worldcat.org/fast/1808086;http://id.worldcat.org/fast/1423839,Q5898;Q5830
Bible. New Testament.--Latin,0,a;p--l,,Bible. New Testament;Latin language,http://id.worldcat.org/fast/1808090;http://id.worldcat.org/fast/993125,Q12598;Q4170
Bible. New Testament--Commentaries,0,a;p--x,,Bible. New Testament;Commentaries,http://id.worldcat.org/fast/1808090;http://id.worldcat.org/fast/1423723,Q12598;Q2812
Bible. New Testament--Commentaries--Early works to 1800,0,a;p--v--v,,Bible. New Testament;Commentaries;Early works,http://id.worldcat.org/fast/1808090;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,Q12598;Q2812;Q300
Bible. New Testament--Commentaries--Early works to 1800.,0,a;p--v--v,,Bible. New Testament;Commentaries;Early works,http://id.worldcat.org/fast/1808090;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,Q12598;Q2812;Q300
"Bible. New Testament--Criticism, interpretation, etc",0,a;p--x,,Bible. New Testament;Criticism and interpretation,http://id.worldcat.org/fast/1808090;http://id.worldcat.org/fast/1198648,Q12598;Q292
"Bible. New Testament--Criticism, interpretation, etc.",0,a;p--x,,Bible. New Testament;Criticism and interpretation,http://id.worldcat.org/fast/1808090;http://id.worldcat.org/fast/1198648,Q12598;Q292
Bible. New Testament--Sermons--Early works to 1800,0,a;p--v--v,,Bible. New Testament;Sermons;Early works,http://id.worldcat.org/fast/1808090;http://id.worldcat.org/fast/1423904;http://id.worldcat.org/fast/1411636,Q12598;Q180;Q300
Bible. Numbers,fast,a;p,(OCoLC)fst01892933,Bible. Numbers,http://id.worldcat.org/fast/1892933,Q10827
Bible. Numbers,0,a;p,,Bible. Numbers,http://id.worldcat.org/fast/1892933,Q10827
Bible. Numbers.,fast,a;p,(OCoLC)fst01892933,Bible. Numbers,http://id.worldcat.org/fast/1892933,Q10827
Bible. Numbers--Commentaries,0,a;p--x,,Bible. Numbers;Commentaries,http://id.worldcat.org/fast/1892933;http://id.worldcat.org/fast/1423723,Q10827;Q2812
Bible. Numbers--Commentaries--Early works to 1800,0,a;p--x--v,,Bible. Numbers;Commentaries;Early works,http://id.worldcat.org/fast/1892933;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,Q10827;Q2812;Q300
Bible. Numbers--Commentaries--Early works to 1800.,0,a;p--x--v,,Bible. Numbers;Commentaries;Early works,http://id.worldcat.org/fast/1892933;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,Q10827;Q2812;Q300
Bible. Old Testament,fast,a;p,(OCoLC)fst01808092,Bible. Old Testament,http://id.worldcat.org/fast/1808092,Q4202
Bible. Old Testament,fast,a;p,http://id.worldcat.org/fast/1808092,Bible. Old Testament,http://id.worldcat.org/fast/1808092,Q4202
Bible. Old Testament,0,a;p,,Bible. Old Testament,http://id.worldcat.org/fast/1808092,Q4202
Bible. Old Testament.--French,0,a;p--l,,Bible. Old Testament;French language,http://id.worldcat.org/fast/1808092;http://id.worldcat.org/fast/934333,Q4202;Q4305
Bible. Old Testament.--French.,0,a;p--l,,Bible. Old Testament;French language,http://id.worldcat.org/fast/1808092;http://id.worldcat.org/fast/934333,Q4202;Q4305
Bible. Old Testament--Abridgements,0,a;p--x,,Bible. Old Testament;Abridgments,http://id.worldcat.org/fast/1808092;http://id.worldcat.org/fast/1726571,Q4202;Q3638
Bible. Old Testament--Abridgements.,0,a;p--x,,Bible. Old Testament;Abridgments,http://id.worldcat.org/fast/1808092;http://id.worldcat.org/fast/1726571,Q4202;Q3638
Bible. Old Testament--Commentaries--Early works to 1800,0,a;p--v--v,,Bible. Old Testament;Commentaries;Early works,http://id.worldcat.org/fast/1808092;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,Q4202;Q2812;Q300
"Bible. Old Testament--Manuscripts, Hebrew",0,a;p--x,,"Bible. Old Testament;Manuscripts, Hebrew",http://id.worldcat.org/fast/1808092;http://id.worldcat.org/fast/1008360,Q4202;Q150
"Bible. Old Testament--Manuscripts, Hebrew.",0,a;p--x,,"Bible. Old Testament;Manuscripts, Hebrew",http://id.worldcat.org/fast/1808092;http://id.worldcat.org/fast/1008360,Q4202;Q150
Bible. Old Testament--Sermons--Early works to 1800,0,a;p--v--v,,Bible. Old Testament;Sermons;Early works,http://id.worldcat.org/fast/1808092;http://id.worldcat.org/fast/1423904;http://id.worldcat.org/fast/1411636,Q4202;Q180;Q300
Bible. Pentateuch,fast,a;p,(OCoLC)fst01808093,Bible. Pentateuch,http://id.worldcat.org/fast/1808093,Q7949
Bible. Pentateuch,fast,a;p,http://id.worldcat.org/fast/1808093,Bible. Pentateuch,http://id.worldcat.org/fast/1808093,Q7949
Bible. Pentateuch--Commentaries,0,a;p--v,,Bible. Pentateuch;Commentaries,http://id.worldcat.org/fast/1808093;http://id.worldcat.org/fast/1423723,Q7949;Q2812
Bible. Pentateuch--Commentaries--Early works to 1800,0,a;p--v--v,,Bible. Pentateuch;Commentaries;Early works,http://id.worldcat.org/fast/1808093;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,Q7949;Q2812;Q300
"Bible. Pentateuch--Criticism, interpretation, etc.--Early works to 1800",0,a;p--x--v,,Bible. Pentateuch;Criticism and interpretation;Early works,http://id.worldcat.org/fast/1808093;http://id.worldcat.org/fast/1198648;http://id.worldcat.org/fast/1411636,Q7949;Q292;Q300
"Bible. Pentateuch--Criticism, interpretation, etc.--Early works to 1800.",0,a;p--x--v,,Bible. Pentateuch;Criticism and interpretation;Early works,http://id.worldcat.org/fast/1808093;http://id.worldcat.org/fast/1198648;http://id.worldcat.org/fast/1411636,Q7949;Q292;Q300
Bible. Prophets,fast,a;p,(OCoLC)fst01892941,Bible. Prophets,http://id.worldcat.org/fast/1892941,Q12524
"Bible. Prophets--Criticism, interpretation, etc.--Early works to 1800",0,a;p--x--v,(uri) http://id.loc.gov/authorities/names/n80008477--(uri) http://viaf.org/viaf/sourceID/LC%7cn80008477,Bible. Prophets;Criticism and interpretation;Early works,http://id.worldcat.org/fast/1892941;http://id.worldcat.org/fast/1198648;http://id.worldcat.org/fast/1411636,Q12524;Q292;Q300
"Bible. Prophets--Criticism, interpretation, etc.--Early works to 1800.",0,a;p--x--v,(uri) http://id.loc.gov/authorities/names/n80008477--(uri) http://viaf.org/viaf/sourceID/LC%7cn80008477,Bible. Prophets;Criticism and interpretation;Early works,http://id.worldcat.org/fast/1892941;http://id.worldcat.org/fast/1198648;http://id.worldcat.org/fast/1411636,Q12524;Q292;Q300
Bible. Proverbs,0,a;p,,Bible. Proverbs,http://id.worldcat.org/fast/1808095,Q38606
Bible. Psalms,fast,a;p,(OCoLC)fst01808097,Bible. Psalms,http://id.worldcat.org/fast/1808097,Q4257
Bible. Psalms,fast,a;p,,Bible. Psalms,http://id.worldcat.org/fast/1808097,Q4257
Bible. Psalms,fast,a;p,http://id.worldcat.org/fast/1808097,Bible. Psalms,http://id.worldcat.org/fast/1808097,Q4257
Bible. Psalms,0,a;p,http://id.loc.gov/authorities/names/n79056804,Bible. Psalms,http://id.worldcat.org/fast/1808097,Q4257
Bible. Psalms,0,a;p,,Bible. Psalms,http://id.worldcat.org/fast/1808097,Q4257
"Bible. Psalms, CI-CL.--Latin",0,a;p--l,,Bible. Psalms;Latin language,http://id.worldcat.org/fast/1808097;http://id.worldcat.org/fast/993125,Q4257;Q4170
"Bible. Psalms, CXIX--Commentaries--Early works to 1800",0,a;p--v--v,,Bible. Psalms;Commentaries;Early works,http://id.worldcat.org/fast/1808097;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,Q4257;Q2812;Q300
"Bible. Psalms, CXIX--Commentaries--Early works to 1800.",0,a;p--v--v,,Bible. Psalms;Commentaries;Early works,http://id.worldcat.org/fast/1808097;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,Q4257;Q2812;Q300
Bible. Psalms.--Latin--Commentaries,0,a;p--l--v,,Bible. Psalms;Latin language;Commentaries,http://id.worldcat.org/fast/1808097;http://id.worldcat.org/fast/993125;http://id.worldcat.org/fast/1423723,Q4257;Q4170;Q2812
