row_index,workflow_history,name_as_recorded,role,name_agr,source_authority_uri,instance_of,authorized_label,structured_value
849,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.008Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.226Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.361Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.742Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.702Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.484Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.109Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.254Z","Signature, ""E. R."" (15th century); armorial bookplate of Francis Jack Needham, 2nd Earl of Kilmorey (1787-1880); gift of Phoebe A. Hearst to the Bancroft Library UC Berkeley (ca. 1890). Previous call number t2MS BX2033 A2 1300.",former owner,,,,,
850,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.008Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.226Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.361Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.742Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.702Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.484Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.109Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.254Z",Simone Serdini,author,,,human,Simone Serdini,Q27681105
851,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.008Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.226Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.361Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.742Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.702Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.484Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.109Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.254Z",Sir Richard Sakevylle,former owner,,,,,
852,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.008Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.226Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.361Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.743Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.702Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.484Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.109Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.254Z","Sir Thomas Brooke (1830-1908); bequest of James K. Moffitt to Bancroft Library UC Berkeley 1956. Previous call numbers MAR 39, 2MS B665 D2.",former owner,,,,,
853,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.008Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.226Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.361Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.743Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.702Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.484Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.109Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.254Z","Sir Thomas Phillipps (1792-1872), his n. 25905; acquired by Bancroft Library UC Berkeley with the library of C. T. Ogden (1957). Previous call number 2MS BS490 C6.",former owner,,,,,
854,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.008Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.226Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.361Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.743Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.703Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.484Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.109Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.254Z","Sir Thomas Phillipps (1792-1872), his n. 3516; purchased in 1955 from Bernard Halliday cat. 273, n. 17",former owner,,,,,
855,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.008Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.226Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.361Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.743Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.703Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.484Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.109Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.254Z","Sir Thomas Phillipps (1792-1872), his n. 418; Joseph Martini (cat. XXVII, n. 7); bequest of James K. Moffitt to Bancroft Library UC Berkeley (1956). Previous call numbers MAR 22, t2MS BV468 H9.",former owner,,,,,
856,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.008Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.226Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.361Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.743Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.703Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.484Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.109Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.254Z","Sir Thomas Phillipps (1792-1872), his n. 5861",former owner,,,human,Thomas Phillipps,Q2147709
857,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.008Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.226Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.361Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.743Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.703Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.484Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.109Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.254Z","Sir Thomas Phillipps (1792-1872), his n. 9677",former owner,,,,,
858,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.008Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.226Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.361Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.743Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.703Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.484Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.109Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.254Z","Sir Thomas Phillipps (1792-1872), his no. 12281; Bernard M. Rosenthal cat.12, item 44; bookplate on front paste-down of Robert T. Aitchison (1887-1964)",former owner,,,,,
859,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.008Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.226Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.361Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.743Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.703Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.484Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.109Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.254Z","Sir Thomas Phillipps, his MS 9391.",former owner,,,human,Thomas Phillipps,Q2147709
860,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.008Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.226Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.361Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.743Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.703Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.484Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.109Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.254Z","Sir Thomas Phillipps; William H. Robinson Ltd., with the typical inscriptions ""10th century"" and ""9"" encircled.",former owner,,,,,
861,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.008Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.226Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.361Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.743Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.703Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.484Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.109Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.254Z","Sir Thomas Phillipps; William H. Robinson Ltd., with the typical inscriptions ""12th century"" and ""6"" encircled.",former owner,,,,,
862,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.008Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.226Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.361Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.743Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.703Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.484Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.109Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.254Z","Sir Thomas Phillipps; William H. Robinson Ltd., with the typical inscriptions ""XIIIth century"" and ""53"" encircled.",former owner,,,,,
863,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.008Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.226Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.361Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.743Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.703Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.484Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.109Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.254Z","Sir Thomas Phillips (1792-1872), part of his MS 22254; bought by Tregaskis at the Phillips sale, Sotheby's, 25 April 1911, lot 391; Tregaskis cat. 706 (1911), no. 17, and cat. 720 (1912), no 36; bought by C. L. Ricketts, and acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,
864,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.008Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.226Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.361Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.743Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.703Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.484Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.109Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.254Z",Sir Thomas Smith,author,,,,,
865,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.008Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.226Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.361Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.743Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.703Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.484Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.109Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.254Z","Sixteenth-century calligraphic signature W: Newmanat end; Ralph Palmer (1684-1752), first earl Verney, of Little Chelsea, near London, with his armorial bookplate and partially-erased inscription Bibliotheca Palmeriana, Londini, 1747 by descent to Sotheby’s, 12 November 1919, lot 187; Sir (Robert) Leicester Harmsworth (1870-1937); his sale, Sotheby’s, 15 October 1945, lot 2089; George A. Poole, bought from Lawrence Witten, 1957; acquired by the Lilly Library with the Poole collection in 1958.",former owner,,,,,
866,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.008Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.226Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.361Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.743Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.703Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.484Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.109Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.254Z","Smith, David Eugene, 1860-1944",former owner.,,,human,David Eugene Smith,Q1174369
867,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.008Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.226Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.361Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.743Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.703Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.484Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.109Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.254Z","Smith, Edgar F. 1854-1928",former owner.,,,human,Edgar Fahs Smith,Q3047451
868,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.008Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.226Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.361Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.743Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.703Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.484Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.109Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.254Z","Sneyd, Walter, 1809-1888",former owner.,,,,,
869,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.008Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.226Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.361Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.743Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.703Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.485Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.109Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.254Z","Sohoni, Pushkar",former owner.,,,human,Pushkar Sohoni,Q42666530
870,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.008Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.226Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.361Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.743Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.703Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.485Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.109Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.254Z","Sold at Sotheby’s, 8 July 1974, lot 93; Eric Sexton (1902-1980), with his bookplate; his sale, Christie’s, New York, 22 May 1981, lot 9; Laurence Witten cat. 18 (1983), no. 48; Ruth E. Adomeit (1910-1996), bequeathed by her to the Lilly Library.",former owner,,,,,
871,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.008Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.226Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.361Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.743Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.703Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.485Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.109Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.254Z","Sold by Henry Allen to H. Davies (1926); acquired by the Bancroft Library UC Berkeley from Burgersdijk and Niermaus (1936). Previous call numbers, MAR 10, 2MS PA6304 L2M22.",former owner,,,,,
872,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.008Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.226Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.361Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.743Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.703Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.485Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.109Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.254Z","Southeby's, 28 May 1934, lot 100, and then Dawson of Los Angeles?; Otto F. Ege (1888-1951); acquired (as gift from class of 1936?) by Rutgers' Douglass Library; transfer in 1997. Earlier call number (Douglass Library): ND3395.T2. Related leaf: Columbia University, Rare Book and Manuscript Library Med/Ren Frag. 4.",former owner,,,,,
873,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.008Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.226Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.361Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.743Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.703Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.485Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.109Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.254Z","Sowerbutts, Richard",scribe.,,,,,
874,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.008Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.226Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.361Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.743Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.703Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.485Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.109Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.254Z","Space for a heraldic shield (f. 1r, lower border); inscribed ""C AF"" (the AF in monogram) and ""1595"" (f. 1r); purchased in 1969 from Bernard M. Rosenthal",former owner,,,,,
875,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.008Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.226Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.361Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.743Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.703Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.485Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.109Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.254Z",Spain. Sovereign (1516-1556 : Charles I),author,,,organization,Spain,Q29
876,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.008Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.226Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.361Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.743Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.703Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.485Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.109Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.254Z",Spain. Sovereign (1556-1598 : Philip II),author,,,organization,Spain,Q29
877,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.008Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.226Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.361Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.743Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.703Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.485Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.109Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.254Z","St Emmeram, Regensburg, a Benedictine monastery founded in 739 and suppressed in 1802; Sir Thomas Phillips (1792-1872), his MS 6924, bought from the London bookseller Thomas Thorpe, c.1832; Messrs. W.H. Robinson, who bought the residue of the Phillips library in 1945-46; sold by them to George A. Poole in 1947, and acquired by the Lilly Library with the Poole Collection in 1958.",former owner,,,,,
878,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.008Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.226Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.361Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.743Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.703Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.485Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.109Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.254Z","St. Audries, Alexander Fuller-Acland-Hood, Baron, 1853-1917",former owner,,,human,"Alexander Fuller-Acland-Hood, 1st Baron St Audries",Q4718909
879,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.008Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.226Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.361Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.743Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.703Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.485Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.109Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.254Z","St. George, Henry, 1581-1644","former owner.; Phillipps, Thomas, Sir, 1792-1872,former owner.; Fenwick, Thomas FitzRoy Phillipps, 1856-1938,former owner.; Cline Collection.",,,human,Henry St George,Q5728579
880,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.008Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.226Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.361Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.743Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.703Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.485Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.109Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.254Z","Stanitz, John D",former owner.,,,,,
881,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.008Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.226Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.361Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.743Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.703Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.485Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.109Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.254Z","Stuart, William, 1798-1874",former owner,,,human,William Stuart,Q8018938
