row_index,workflow_history,name_as_recorded,role,name_agr,source_authority_uri,authorized_label,instance_of,structured_value
733,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.547Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.461Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.980Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.189Z","Probably from the cathedral of Lodi, about 20 miles south-east of Milan, Lombardy (see below); C. L. Ricketts; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,
734,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.547Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.461Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.980Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.189Z","Probably the Benedictine monastery of San Domenico in Sora (see below); Ernst F. Detterer (1888-1947), bought in July 1931 from Emil Hirsch, bookseller in Munich; bought from Detterer’s estate in 1948 by George A. Poole, and acquired by the Lilly Library with the Poole Collection in 1958.",former owner,,,,,
735,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.547Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.461Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.980Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.189Z",Provenance,former owner,,,,,
736,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.547Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.461Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.980Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.189Z","Psalm numbers ""143"" and ""144"", and paginated ""269"" and ""270"" in a late-medieval hand",former owner,,,,,
737,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.547Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.461Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.980Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.189Z",Pseudo Abdias,author,,,Pseudo-Abdias,human,Q7254393
738,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.547Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.461Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.980Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.189Z",Pseudo Aristotle,author,,,Pseudo-Aristotle,human,Q1783131
739,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.547Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.461Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.980Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.189Z",Pseudo Augustine of Hippo,author,,,Pseudo-Augustine,human,Q1241114
740,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.547Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.461Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.980Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.189Z",Pseudo Aurelius Victor,author,,,Pseudo-Aurelius Victor,human,Q98588079
741,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.548Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.461Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.980Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.189Z",Pseudo Bernard of Clairvaux,author,,,,,
742,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.548Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.461Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.980Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.189Z",Pseudo Bonaventura,author,,,,,
743,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.548Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.461Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.980Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.189Z",Pseudo Cicero,author,,,Pseudo-Cicero,human,Q67405713
744,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.548Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.461Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.981Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.189Z",Pseudo Phalaris,author,,,Pseudo-Phalaris,human,Q101173400
745,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.548Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.461Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.981Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.189Z",Pseudo-Cicero.,author,,,Pseudo-Cicero,human,Q67405713
746,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.548Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.461Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.981Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.189Z",Pseudo-Cyprian,author,,,Pseudo-Cyprian,human,Q66134384
747,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.548Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.461Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.981Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.189Z",Pseudo-Prosper,author,,,,,
748,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.548Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.461Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.981Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.189Z","Ptolemy, active 2nd century.",author,بطليموس، active 2nd century.,,Ptolemy,human,Q34943
749,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.548Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.462Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.981Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.189Z","Purchased by Dawson Turner (1775-1858) in 1814; purchased by Quaritch at the Turner sale (Sotheby's, 7 March 1853, lot 1868); gift to the Bancroft Library by the Friends of The Bancroft Library (1984). Previous call number 2MS BX2080 B7 146x.",former owner,,,,,
750,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.548Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.462Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.981Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.189Z","Purchased by John Herbst from Glenn Books, Kansas City, MO. Donated IN 2014 to the Karen Gould Collection, Nelson-Atkins Museum of Art.",former owner,,,,,
751,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.548Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.462Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.981Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.189Z","Purchased by Karen Gould (1946-2012) from Pageant Book and Print Shop, New York. Gift of Lewis Gould to the Nelson-Atkins Museum of Art in 2012 in his wife's memory.",former owner,,,,,
752,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.548Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.462Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.981Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.189Z",Purchased by Karen Gould (1946-2012) from William Linehan Autographs on 26 July in the 1980s. Gift of Lewis Gould to the Nelson-Atkins Museum of Art in 2012 in his wife's memory.,former owner,,,,,
753,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.548Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.462Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.981Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.189Z","Purchased by Lewis Gould from Vendor Galena Books, Galena, Illinois, 2014. Gift of Lewis Gould to the Karen Gould Collection, Nelson-Atkins Museum of Art in in his wife's memory.",former owner,,,,,
754,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.548Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.462Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.981Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.189Z","Purchased by Linda Ehrsam Voigts from Philip Pirages, and given by her in 2012 to the Karen Gould Collection of the Nelson Atkins Museum of Art.",former owner,,,,,
755,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.548Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.462Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.981Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.189Z",Purchased ca. 2000 from a book dealer.,former owner,,,,,
756,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.548Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.462Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.981Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.189Z","Purchased from Bernard Halliday (cat. 273, no. 549)",former owner,,,,,
757,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.548Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.462Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.981Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.189Z",Purchased from Bernard M. Rosenthal in 1975,former owner,,,,,
758,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.548Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.462Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.981Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.189Z","Purchased from Davis and Orioli by James K. Moffit (1933); bequest of Moffitt to the Bancroft Library UC Berkeley (1956). Previous call numbers HOR 2, 2MS PA6393 A7 1400.",former owner,,,,,
759,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.548Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.462Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.981Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.189Z","Purchased from Payne and Foss by Sir Thomas Phillipps (1833), his n. 8124; acquired by the Bancroft Library UC Berkeley from Sotheby's (27 June 1966, lot 341). Previous call number 2MS PQ4623 F15.",former owner,,,,,
760,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.548Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.462Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.981Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.189Z","Purchased from Richard Linenthal, London, 2014, from the Karen Gould Collection Fund.",former owner,,,,,
761,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.548Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.462Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.981Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.189Z","Purchased in 1956 from William Salloch (cat. 147, no.690)",former owner,,,,,
762,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.548Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.462Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.981Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.189Z","Purchased in Europe by Prof. John A. Anderson (1893-1976); his gift prior to 1952, else donation in 1956 of Mrs. Anderson. Previous manuscript call number: FBX2080.A2 13--.",former owner,,,,,
763,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.549Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.462Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.981Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.189Z","Purchased with Karen Gould Collection fund from Richard Linenthal, London, 2014 for Karen Gould Collection, Nelson-Atkins Museum.",former owner,,,,,
764,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.549Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.462Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.981Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.189Z","Qarabāghī, Muḥammad ibn ʻAlī, -1535 or 1536.",author,,http://id.loc.gov/authorities/names/no2006104905,,,
765,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.549Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.462Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.981Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.189Z","Qasṭallānī, Aḥmad ibn Muḥammad, 1447 or 1448-1517 or 1518.",author,قسطلاني، احمد بن محمد، 1447 أو 1448-1517 أو 1518.,,Al-Qastallani,human,Q2829271
766,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.549Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.462Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.981Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.189Z","Qāḍīʹzādah, Mūsá ibn Muḥammad, -approximately 1436.",author,"قاضي‌زاده، موسى بن محمد, -approximately 1436.",,,,
767,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.549Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.462Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.981Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.189Z","Qārī al-Harawī, ʻAlī ibn Sulṭān Muḥammad, -1605 or 1606.",author,,http://id.loc.gov/authorities/names/n82091823,Ali al-Qari,human,Q2836379
768,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.549Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.462Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.981Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.189Z","Quaritch, Bernard",former owner,,,Bernard Quaritch,human,Q119818
769,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.549Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.462Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.981Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.189Z","Quaritch, Handlist of Books offered for Sale by Bernard Quaritch Ltd., of 11 Grafton Street, London, W.1, whose representative, Mr. F. S. Ferguson, will have them on view at the Vanderbilt Hotel, Park Avenue, New York, towards the end of February, 1923, and for some weeks thereafter, 1923, no. 26; bought by C. L. Ricketts, and acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,
770,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.386Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.866Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.549Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.181Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.462Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.981Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.189Z","Quodvultdeus, Bishop of Carthage, -454?",author,,https://viaf.org/viaf/250796368,Quodvultdeus,human,Q608506
