File,name_as_recorded,role,name_agr,source_authority_uri,instance_of_add,authorized_label_add,structured_value_add,ds_id_add,ds_qid_add,instance_of,authorized_label,structured_value,ds_qid
20240903-names-nyu-mets-legacy.csv,"Name scribbled on the leaf, s. XVI (?): James <?>. This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank.",former owner,,,,,,,,human,Homer Lewis Bartlett,Q116850379,Q1916
20240903-names-nyu-mets-legacy.csv,Constantine the African,author,,,,,,,,human,Constantine the African,Q468641,Q1929
20240903-names-nyu-mets-legacy.csv,Aristotle,author,,,,,,,,human,Aristotle,Q868,Q395
20240903-names-nyu-mets-legacy.csv,Nicholas of Gorran,author,,,,,,,,human,Nicholas of Gorran,Q3340931,Q1930
20240903-names-nyu-mets-legacy.csv,"In the lower margin of the recto, a note, s. XV, in anglicana script: Iste liber pertinet thome <?>, referring to the book in which this leaf served as pastedown. This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering;",former owner,,,,,,,,human,Homer Lewis Bartlett,Q116850379,Q1916
20240903-names-nyu-mets-legacy.csv,"he married Clarice Sherman Noble in 1892; they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).",former owner,,,,,,,,,,,
20240903-names-nyu-mets-legacy.csv,Roffredus Beneventanus,author,,,,,,,,human,Roffredo Epifanio,Q3940064,Q1931
20240903-names-nyu-mets-legacy.csv,"The verso of f. 1 (the leaf with the red letter C) bears note in a s. XVIII hand: ""Mr. John Higges's Diary 1720-1727."" Directly above this is a later note that reads: ""I bought this Diary at a sale of <?> Percy's MSS and sold it to a descendant of Higgi.""",former owner,,,,,,,,human,John Higges,Q116850596,Q1932
20240903-names-nyu-mets-legacy.csv,Lotario de' Conti di Segni (Pope Innocent III),author,,,,,,,,human,Innocent III,Q128076,Q1933
20240903-names-nyu-mets-legacy.csv,John Felton,author,,,,,,,,human,John Felton,Q114242450,Q1934
20240903-names-nyu-mets-legacy.csv,Bonaventure,author,,,,,,,,human,Bonaventure,Q43746,Q1935
20240903-names-nyu-mets-legacy.csv,"On f. 1, upside down on the verso, and referring to the book in which this leaf served as a pastedown, s. XV: ""Est Liber Thome Sallys [?],"" ""amen"" [?]; a small round face. This collection of English binding fragments was given to NYU by Homer Lewis Bartlett (1858-1940), who graduated in 1884 from NYU with a degree in Science and Civil Engineering; he married Clarice Sherman Noble in 1892;",former owner,,,,,,,,human,Homer Lewis Bartlett,Q116850379,Q1916
20240903-names-nyu-mets-legacy.csv,"they had five children; by 1902, he was second vice-president of the Eastern District Savings Bank. De Ricci states that the collection (of 101 fragments with 70 others laid into the album) was given to NYU in 1884 (the same year in which Homer L. Bartlett graduated).",former owner,,,,,,,,,,,
20240903-names-rutgers-mets-legacy.csv,Ownership stamp of a Jesuit institution in Valencia; acquired in 1989 from P. Pirages.,former owner,,,,,,,,organization,Phillip J. Pirages Fine Books & Manuscripts,Q116790542,Q1127
20240903-names-rutgers-mets-legacy.csv,Acquired in 1989 from P. Pirages.,former owner,,,,,,,,organization,Phillip J. Pirages Fine Books & Manuscripts,Q116790542,Q1127
20240903-names-rutgers-mets-legacy.csv,Acquired in 1990 from P. Pirages.,former owner,,,,,,,,organization,Phillip J. Pirages Fine Books & Manuscripts,Q116790542,Q1127
20240903-names-rutgers-mets-legacy.csv,Augustine (Aurelius Augustinus),author,,,,,,,,human,Augustine of Hippo,Q8018,Q1515
20240903-names-rutgers-mets-legacy.csv,"Verona, Biblioteca Comunale, ms. 3034, written in scriptorium of Archdeacon Pacificus; survived as part of a binding repair; acquired in 1991 from P. Pirages. Related item (codex with repairs from same manuscript): ferial Psalter and Hymnal from the Abbey of San Zeno Maggiore, Yale MS 744.",former owner,,,,,,,,organization;organization,Biblioteca civica di Verona;Phillip J. Pirages Fine Books & Manuscripts,Q3639573;Q116790542,Q1937;Q1127
20240903-names-rutgers-mets-legacy.csv,Acquired in 1991 from P. Pirages.,former owner,,,,,,,,organization,Phillip J. Pirages Fine Books & Manuscripts,Q116790542,Q1127
20240903-names-rutgers-mets-legacy.csv,Ink stamp of Roy G. Fitzgerald (1875-1962); sold at Parke-Bernet (6 November 1963)?; acquired in 1991 from P. Pirages.,former owner,,,,,,,,human;organization,Roy G. Fitzgerald;Phillip J. Pirages Fine Books & Manuscripts,Q7372827;Q116790542,Q1938;Q1127
20240903-names-rutgers-mets-legacy.csv,Manuscript purchased in Madrid by a former owner (per label); gift in 1959 of Mrs. Monica Franklyn of central New Jersey.,former owner,,,,,,,,human,Monica Franklyn,Q116860359,Q1939
20240903-names-rutgers-mets-legacy.csv,"Purchased in Europe by Prof. John A. Anderson (1893-1976); his gift prior to 1952, else donation in 1956 of Mrs. Anderson. Previous manuscript call number: FBX2080.A2 13--.",former owner,,,,,,,,human,John Anderson,Q3296918,Q1940
20240903-names-rutgers-mets-legacy.csv,"From a solicitor's office in Halifax; acquired, from a clerk who came to America ca. 1900, by Frederick W. Gnichtel (1860-1950); his gift in 1915.",former owner,,,,,,,,human,Frederick W. Gnichtel,Q116860314,Q1941
20240903-names-rutgers-mets-legacy.csv,Gregory IX,author,,,,,,,,human,Gregory IX,Q124831,Q1942
20240903-names-rutgers-mets-legacy.csv,Acquired before February 1992 and probably in library for many decades.,former owner,,,,,,,,,,,
20240903-names-rutgers-mets-legacy.csv,"Acquired from Dr. Erich Junkelmann of Munich, f. 1 in 1930, and f. 2 ca. 1930. Earlier (pre-1956?) call number: C[abinet] 28, F[older] 3.",former owner,,,,,,,,human,Erich Junkelmann,Q30104528,Q1943
20240903-names-rutgers-mets-legacy.csv,"Almost certainly acquired in fall, 1930, from Dr. Erich Junkelmann of Munich. Earlier (pre-1956?) call number: C[abinet] 28, F[older] 3.",former owner,,,,,,,,human,Erich Junkelmann,Q30104528,Q1943
20240903-names-rutgers-mets-legacy.csv,Survived as part of a binding?; probably in library for many decades.,former owner,,,,,,,,,,,
20240903-names-rutgers-mets-legacy.csv,"Robert de Hangest; Beauvais Cathedral; Brölemann sale at Sotheby's, 5 May 1926, lot 161; Otto F. Ege (1888-1951); acquired (as gift from class of 1936?) by Rutgers' Douglass Library; transfer in 1997. Earlier call number (Douglass Library): ND3375.F889. Related leaves exist in various institutions.",former owner,,,,,,,,human;organization;human;human,Robert de Hangest;Beauvais Cathedral;Henri Auguste Brölemann;Otto Ege,Q116785131;Q513300;Q116785149;Q7109575,Q1620;Q1619;Q1621;Q808
20240903-names-rutgers-mets-legacy.csv,Otto F. Ege (1888-1951)?; acquired (as gift from class of 1936?) by Rutgers' Douglass Library; transfer in 1997. Earlier call number (Douglass Library): ND3375.D713. Related material at Boston University School of Theology: STH MS leaves 65-66.,former owner,,,,,,,,human,Otto Ege,Q7109575,Q808
20240903-names-rutgers-mets-legacy.csv,Otto F. Ege (1888-1951)?; acquired (as gift from class of 1936?) by Rutgers' Douglass Library; transfer in 1997. Earlier call number (Douglass Library): ND3363.L47.,former owner,,,,,,,,human,Otto Ege,Q7109575,Q808
20240903-names-rutgers-mets-legacy.csv,Cicero,author,,,,,,,,human,Cicero,Q1541,Q1813
20240903-names-rutgers-mets-legacy.csv,"Otto F. Ege (1888-1951)?; acquired (as gift from class of 1936?) by Rutgers' Douglass Library; transfer in 1997. Earlier call number (Douglass Library): ND3395.C485 l. Likely related to leaves sold at Sotheby's, 26 November 1985, lot 79; a related leaf is at Yale University: Beinecke Rare Book and Manuscript Library MS 682.",former owner,,,,,,,,human,Otto Ege,Q7109575,Q808
20240903-names-rutgers-mets-legacy.csv,Terence,author,,,,,,,,human,Terence,Q172048,Q1944
20240903-names-rutgers-mets-legacy.csv,Giuliano d'Antonio da Prato,scribe,,,,,,,,human,Giuliano d'Antonio da Prato,Q117448251,Q1945
20240903-names-rutgers-mets-legacy.csv,"Southeby's, 28 May 1934, lot 100, and then Dawson of Los Angeles?; Otto F. Ege (1888-1951); acquired (as gift from class of 1936?) by Rutgers' Douglass Library; transfer in 1997. Earlier call number (Douglass Library): ND3395.T2. Related leaf: Columbia University, Rare Book and Manuscript Library Med/Ren Frag. 4.",former owner,,,,,,,,human;organization,Otto Ege;Dawson's Book Shop,Q7109575;Q55609180,Q808;Q1946
20240903-names-rutgers-mets-legacy.csv,Livy,author,,,,,,,,human,Titus Livius,Q2039,Q1947
20240903-names-rutgers-mets-legacy.csv,Otto F. Ege (1888-1951); acquired (as gift from class of 1936?) by Rutgers' Douglass Library; transfer in 1997. Earlier call number (Douglass Library): ND3395.L764 l.,former owner,,,,,,,,human,Otto Ege,Q7109575,Q808
20240903-names-rutgers-mets-legacy.csv,Otto F. Ege (1888-1951); acquired (as gift from class of 1936?) by Rutgers' Douglass Library; transfer in 1997. Earlier call number (Douglass Library): ND3375.E5.,former owner,,,,,,,,human,Otto Ege,Q7109575,Q808
20240903-names-rutgers-mets-legacy.csv,"Received ca. 1928 from estate of Henry Janeway Hardenbergh (i.e., the architect of this name who d. 1919?). Earlier manuscript call number: BA (St. Agathe at Aschafensburg, Church of).",former owner,,,,,,,,human;organization,Henry Janeway Hardenbergh;St. Agatha (Aschaffenburg),Q1300255;Q2316862,Q1948;Q1949
20240903-names-rutgers-mets-legacy.csv,"Acquired prior to 1952, probably from Edward L. Stevenson (1858-1944).",former owner,,,,,,,,human,Edward Luther Stevenson,Q52155622,Q1950
20240903-names-rutgers-mets-legacy.csv,"Survived as part of a binding; ""From Drew T[heological]. Seminary, March 31--1893."" Earlier call number: Ac. 3660.",former owner,,,,,,,,organization,Drew Theological School,Q93290445,Q1951
20240903-names-rutgers-mets-legacy.csv,Gift of Audry Wilkens (1910-2003).,former owner,,,,,,,,human,Audry Wilkens,Q114242438,Q1952
20240903-names-rutgers-mets-legacy.csv,Obscured early 16th-century ownership on f. 1; acquired from H.P. Kraus by Karl F. Morrison (b. 1936); his gift in 2003.,former owner,,,,,,,,human;organization,Karl F. Morrison;H. P. Kraus (firm),Q16199265;Q113864096,Q1953;Q1676
20240903-names-rutgers-mets-legacy.csv,Survived as part of a binding; acquired from H.P. Kraus by Karl F. Morrison (b. 1936); his gift in 2003.,former owner,,,,,,,,organization;human,H. P. Kraus (firm);Karl F. Morrison,Q113864096;Q16199265,Q1676;Q1953
20240903-names-rutgers-mets-legacy.csv,"Earlier (pre-1956?) call number: C[abinet] 28, F[older] 3.",former owner,,,,,,,,,,,
20240903-names-rutgers-mets-legacy.csv,Gift in 1975 of Dr. Martin Picker (1929-2005). Earlier call number: Ac. 2834.,former owner,,,,,,,,human,Martin Picker,Q75709832,Q1954
20240903-names-rutgers-mets-legacy.csv,Survived as part of a binding; acquired in 2000 from H.P. Kraus.,former owner,,,,,,,,organization,H. P. Kraus (firm),Q113864096,Q1676
20240903-names-rutgers-mets-legacy.csv,Oderic Vitalis?,author,,,,,,,,human,Orderic Vitalis,Q356298,Q1955
20240903-names-rutgers-mets-legacy.csv,Justinian,author,,,,,,,,human,Justinian I,Q41866,Q1641
20240903-names-rutgers-mets-legacy.csv,Guido delle Colonne,author,,,,,,,,human,Guido delle Colonne,Q1248842,Q1957
20240903-names-rutgers-mets-legacy.csv,Acquired in 2000 from H.P. Kraus.,former owner,,,,,,,,organization,H. P. Kraus (firm),Q113864096,Q1676
20240903-names-rutgers-mets-legacy.csv,"Survived as part of a binding with title ""Bulle unionis fratrum minorum""; acquired in 2000 from H.P. Kraus.",former owner,,,,,,,,organization,H. P. Kraus (firm),Q113864096,Q1676
20240903-names-rutgers-mets-legacy.csv,Aegidius de Fuscarariis,author,,,,,,,,human,Egidio Foscarari,Q41569530,Q1958
20240901-names-cuny-mets-legacy.csv,"Entered the library between 1877 and 1900 as suggested by the hyphenated form of the city name in the library stamp on f. 1 as ""The College of the City of New-York.""",former owner,,,organization,City College of New York,Q1093910,DSNAME254,Q858,,,,
20240901-names-rome-mets-legacy.csv,"Coat of arms in the lower margin of f. 13: or, 2 bezants gules, a bend gules, 1 bezant azur, and in chief azur, 3 fleur de lys or. On the front pastedown, an armorial bookplate, ""Ex libris M. A. Principis Burghesii"" with the Borghese arms. On f. i, the accession number of the American Academy, ""49086""",former owner,,,,,,,,human,Marcantonio V Borghese,Q3845422,Q1102
20240901-names-rome-mets-legacy.csv,"leading to the information that the book was accessioned on 17 August 1942 [tempore belli!] with the note that it was already in the library; it may have been part of the bequest of Herriman in 1920. On the back pastedown in pencil in a modern European hand, ""Regist. Carte 137 / V.P.P. / 14 ½ x 10,"" and in ink in a 15th century hand, ""Onurte,"" twice, as if a pentrial.",former owner,,,human,William H. Herriman,Q17309136,DSNAME6483,Q52695,,,,
20240901-names-rome-mets-legacy.csv,Giorgio d'Alemagna,artist,,,,,,,,human,Giorgio d'Alemagna,Q3106916,Q1103
20240901-names-rome-mets-legacy.csv,Francesco da Codigoro?,scribe,,,,,,,,human,Francesco da Codigoro,Q117448115,Q1104
20240901-names-rome-mets-legacy.csv,"From the codex made for Leonello d'Este. Brought to Wales as war booty by 1813, already in a damaged state, by the Rolls family, later enobled as Barons Llangattock, of The Hendre, Monmouth (Llangattock sale, London, Christie's, 8 December 1958, lot 190);",former owner,,,,,,,,human;organization,"Leonello d'Este, Marquis of Ferrara;Baron Llangattock",Q1379797;Q4862572,Q1105;Q1106
20240901-names-rome-mets-legacy.csv,"purchased in 1958 by Goodspeed's of Boston and dismantled by them. This leaf purchased by AAR Trustee, Robert S. Pirie from Goodspeeds and donated by him to the American Academy (a second leaf, purchased at the same time, was a gift of Mr. Pirie to the Abbot of Meteora in Greece).",former owner,,,,,,,,organization,Goodspeed's Book Shop,Q114419595,Q1107
20240902-names-gts-mets-legacy.csv,"Gold Scrolls Group, school of",artist,,,,,,,,organization,Masters of the Gold Scrolls,Q23888760,Q1488
20240902-names-gts-mets-legacy.csv,Written in Flanders in the second quarter of the fifteenth century. A clipping accompanying the book from the GTS(?) Bulletin June 1968 says that Dr. John Plummer of the Pierpont Morgan Library identified the book,former owner,,,,,,,,,,,
20240902-names-gts-mets-legacy.csv,"as being from the School of the Master of the Golden Scrolls, active in Belgium, probably Bruges in the decade 1420-30, and suggests the addition of Saint Rupert in the calendar connects the book to Salzburg. Purchased by General Theological Seminary in 1968. Inhouse call number: LIT 1200 1420-1430.",former owner,,,,,,,,,,,
20240902-names-gts-mets-legacy.csv,"Written in the third quarter of the fifteenth century in France for use in England. Apparently in the hands of English Protestants at some point in the s. XVI#^2# (see notes on calendar). Obtained by General Theological Seminary from P.M. Barnard, as reported by De Ricci.",former owner,,,,,,,,human,Percy Mordaunt Barnard,Q94925072,Q1489
20240902-names-gts-mets-legacy.csv,"Written in Flanders in the third quarter of the fifteenth century for use in England. Early ownership by the family whose coat of arms appears on f. 23v, possibly the Barons Lovell as reported by the HMC and De Ricci; owned later by the Bowntyene family, possibly specifically Johane Bowntyene in the early sixteenth century, as reported by De Ricci;",former owner,,,,,,,,human,Johane Bowntyene,Q116958831,Q1491
20240902-names-gts-mets-legacy.csv,"owned later (at least 1540-1568) by Anthony Bustard of Adderbury, near Oxford; the HMC report of 1885 records it among the manuscripts of Captain Josceline F. Bagot of Levens Hall; source and date of acquisition by General Theological Seminary unknown.",former owner,,,,,,,,human;human,Anthony Bustard;Josceline Bagot,Q116958836;Q6279191,Q1492;Q1493
20240902-names-gts-mets-legacy.csv,Written in Spain in the sixteenth century. A typed description of unknown origin attached to front pastedown suggests that the manuscript was written by an Italian scribe about 1500.,former owner,,,,,,,,,,,
20240902-names-gts-mets-legacy.csv,Presbiter Johannes de Bononia,scribe,,,,,,,,human,Johannes de Bononia,Q117351969,Q1494
20240902-names-gts-mets-legacy.csv,Franciscus Coscolla,scribe,,,,,,,,human,Franciscus Coscolla,Q117448167,Q1495
20240902-names-gts-mets-legacy.csv,"Maître François, style of",artist,,,,,,,,human,Maître François,Q15967017,Q1496
20240902-names-gts-mets-legacy.csv,Written in France in the fourth quarter of the fifteenth century. The ownership portrait on f. 29 and the feminine forms in several prayers indicate that the book was made for a woman.,former owner,,,,,,,,,,,
20240902-names-gts-mets-legacy.csv,"Written in France (possibly northern?) s. XIV (early in the century according to De Ricci). Obtained by General Theological Seminary in 1912 from Joseph (Giuseppe) Martini (1870-1944), as reported by De Ricci.",former owner,,,,,,,,human,Giuseppe Martini,Q98834332,Q1497
20240902-names-gts-mets-legacy.csv,"Armorial bookplate of George Becher Blomfield (1801-1885) on front pastedown. The accompanying description written by the bookseller P.M. Barnard of Tunbridge Wells, England, November 1910; acquired by General Theological Seminary on the Dean Hoffmann Fund.",former owner,,,,,,,,human;human,George Becher Blomfield;Percy Mordaunt Barnard,Q76355566;Q94925072,Q1498;Q1489
20240902-names-gts-mets-legacy.csv,"Written by Iodocus Grebel at Lucerne in 1617. Front pastedown bears a note in pencil: ""bought at Lucerne 21 June 1884;"" and a book seller or dealer description labeled ""110."" Given to GTS by Guild of Scholars in 1948, per typed card and bookplate.",former owner,,,,,,,,human,Iodocus Grebel,Q116958813,Q1510
20240902-names-gts-mets-legacy.csv,Hugh of St. Victor,author,,,,,,,,human,Hugh of Saint Victor,Q317554,Q1511
20240902-names-gts-mets-legacy.csv,"Sir Thomas Phillipps, his MS 9391.",former owner,,,,,,,,human,Thomas Phillipps,Q2147709,Q385
20240902-names-gts-mets-legacy.csv,"Herman C. Hoskier of South Orange NJ (1864-1938), a biblical scholar who purchased it in Macedonia (possibly from the Czech scholar Vladimir Sis, specialized in Macedonian studies, who may have made the note in the upper margin of f. 1, Č29, using a letter of the Czech alphabet) and presented it to General Theological Seminary in 1922.",former owner,,,,,,,,human,Herman C. Hoskier,Q5739603,Q1512
20240902-names-gts-mets-legacy.csv,"Henri, Duc de Rohan",author,,,,,,,,human,Henri II de Rohan,Q701048,Q1513
20240902-names-gts-mets-legacy.csv,Jerome,author,,,,,,,,human,Jerome,Q44248,Q898
20240902-names-gts-mets-legacy.csv,"Leander van Ess; Sir Thomas Phillipps, his n. 589 (from ""591"" as first inscribed on the pastedown). On f. i, bookseller slip of the firm of Bull and Auvache, 34 & 35 Hart Street, Bloomsbury, W. C., London, Cat. 358 (October 1911).",former owner,,,,,,,,human,Johann Heinrich van Ess,Q1810643,Q1514
20240902-names-gts-mets-legacy.csv,Augustine,author,,,,,,,,human,Augustine of Hippo,Q8018,Q1515
20240902-names-gts-mets-legacy.csv,"Belonged to the Benedictine house of St. Mary's in Huysburg, in Saxony. Not listed for this monastery by Sigrid Krämer, Handschriftenerbe des deutschen Mittelalters(Munich 1990), vol. 1 pp. 369-370.",former owner,,,,,,,,human,Huysburg,Q1639470,Q1516
20240902-names-gts-mets-legacy.csv,"Four ownership notes on the front pastedown and front flyleaf recto: Mus__?___ Guichardin of Saint-Symphorien-le-Châtel, 1632; Jean Guichardin __?___ of Saint-Symphorien-le-Châtel, 1668; the Rev. J. M. Neale of Sackville College, 1858, who gave it to J. F. Young in 1864.",former owner,,,,,,,,human,John Mason Neale,Q246018,Q1518
20240902-names-gts-mets-legacy.csv,"Copied for Sion Abby in Switzerland; the see was originally located in Octodurum, now called Marigny/Martinach, and later moved to Sion (or Sitten in the German spelling of the name). On f. 247v, in the lower margin, in pencil, ""Joannes Aloysius Brochman acceptus anno 1749, mansit usque ad 1757"" (below feast of Agatha; perhaps that being the date of him having been accepted or having left).",former owner,,,,,,,,organization,Mount Zion Abbey,Q819287,Q1519
20240902-names-gts-mets-legacy.csv,"On the front pastedown, as sticker reading, ""Purchased from the fund bequeathed to the Seminary by Eugene Augustus Hoffman, D.D., Dean, 1879-1902.""",former owner,,,,,,,,human,Joannes Aloysius Brochman,Q116734411,Q1520
